Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg),,,
NA,film,,film,SUB-4-7-250um_S2_A_7,Lower Harbor,SUB-4-7,SUB-4-7-S2,7,translucent,,Non-Fiber,0.593,0.403,0,0.593,563.35,593,622.65,382.85,403,423.15,0.593,29.9465,59.3,Unknown,,1.02E-09,1.07E-09,1.43E-09,127897.379,7156584.62,15624028.8,0.00013,0.00766,0.0223,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-4-1-250um_S1_G_29,Lower Harbor,SUB-4-1,SUB-4-1-S1,29,black,,Non-Fiber,0.922,0.12,NA,0.922,875.9,922,968.1,114,120,126,9.22,64.61,120,,,1.2E-09,1.45E-09,1.7E-09,920640.972,7148450.4,14637672,0.0011,0.0104,0.0249,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2_G-01-250-500um_S1_E_44,Basin II,SUB-2-2,SUB-2-2-S1,44,black,,Non-Fiber,0.465,0.173,0,0.465,441.75,465,488.25,164.35,173,181.65,4.65,88.825,173,,,1.2E-09,1.45E-09,1.7E-09,337597.498,7145527.13,15343476,0.000405,0.0104,0.0261,,,
NA,fragment,,fragment,SUB-4-7-250um_S1_B_55,Lower Harbor,SUB-4-7,SUB-4-7-S1,55,gray,,Non-Fiber,0.403,0.186,0,0.403,382.85,403,423.15,176.7,186,195.3,4.03,95.015,186,,,1.03E-09,1.08E-09,1.33E-09,272627.868,7122134.37,15371262.3,0.000281,0.00769,0.0204,,,
NA,fragment,,fragment,UNB-2-00-05-500um_A_58,Upper Newport Bay,UNB-2,UNB-2-00-05,58,clear,,Non-Fiber,0.451,0.175,0,0.451,428.45,451,473.55,166.25,175,183.75,4.51,89.755,175,,,1.07599E-09,1.10533E-09,1.25876E-09,321246.454,7083913.38,15227592.2,0.000345657,0.007830032,0.019167915,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2-G_01 (>1mm)_S1-_A_32,Basin II,SUB-2-2,SUB-2-2-S1,32,black,,Non-Fiber,0.471,0.171,NA,0.471,447.45,471,494.55,162.45,171,179.55,4.71,87.855,171,,,1.2E-09,1.45E-09,1.7E-09,342361.669,7075929.56,15184193.4,0.000411,0.0103,0.0258,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2_G-01-250-500um_S1_B_70,Basin II,SUB-2-2,SUB-2-2-S1,70,black,,Non-Fiber,0.386,0.189,0,0.386,366.7,386,405.3,179.55,189,198.45,3.86,96.43,189,,,1.2E-09,1.45E-09,1.7E-09,254146.202,7034954.22,15201607.4,0.000305,0.0102,0.0258,,,
NA,film,,film,SUB-3-3-250um_S1_D_27,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,27,white,,Non-Fiber,0.574,0.421,0,0.574,545.3,574,602.7,399.95,421,442.05,0.574,28.987,57.4,,,1.02E-09,1.07E-09,1.43E-09,125185.23,7004824.5,15292710.9,0.000128,0.0075,0.0219,,,
NA,fragment,,fragment,SUB-4-10-250um_S2_A_79,Lower Harbor,SUB-4-10,SUB-4-10-S2,79,gray,,Non-Fiber,0.887,0.121,0.934,0.887,842.65,887,931.35,114.95,121,127.05,8.87,64.935,121,,,1.03E-09,1.08E-09,1.33E-09,859171.417,6969278.75,14317690.1,0.000885,0.00753,0.019,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-5-G_01 (>1mm)_S1-0_A_15,Basin II,SUB-2-5,SUB-2-5-S1,15,black,,Non-Fiber,0.453,0.173,NA,0.453,430.35,453,475.65,164.35,173,181.65,4.53,88.765,173,,,1.2E-09,1.45E-09,1.7E-09,320397.942,6956424.29,14947515.3,0.000384,0.0101,0.0254,,,
NA,fiber,,fiber,SUB-1-2-01-250-500um_S1_C_26,Basin I/III,SUB-1-2,SUB-1-2-S1,26,black,,Fiber,0.601,0.457,1.729,1.729,1642.55,1729,1815.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,306000,379000,565000,0.000382,0.000477,0.000723,,,
NA,film,,film,SUB-3-9-250um_S1_B_88,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,88,blue,,Non-Fiber,0.575,0.416,0,0.575,546.25,575,603.75,395.2,416,436.8,0.575,29.0375,57.5,,,1.02E-09,1.07E-09,1.43E-09,124129.85,6945770,15163785,0.000127,0.00743,0.0217,,,
PAM,film,poly(acrylamide/amid)s,film,UNB-2-00-05-500um_A_28,Upper Newport Bay,UNB-2,UNB-2-00-05,28,white,,Non-Fiber,0.712,0.271,0,0.712,676.4,712,747.6,257.45,271,284.55,0.712,35.956,71.2,poly(acrylamide/amid)s,,1.27E-09,1.3E-09,1.33E-09,123987.096,6937782.11,15146346.1,0.000157,0.00902,0.0201,,,
NA,fragment,,fragment,SUB-2-3_G-01-250-500um_S1_D_41,Basin II,SUB-2-3,SUB-2-3-S1,41,black,,Non-Fiber,0.264,0.197,0,0.264,250.8,264,277.2,187.15,197,206.85,2.64,133.32,206.85,,,1.03E-09,1.08E-09,1.33E-09,123914.261,6933706.56,11860534.9,0.000128,0.00749,0.0158,,,
NA,fragment,,fragment,SUB-3-7-250um_S1_A_19,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,19,translucent,,Non-Fiber,0.869,0.122,0,0.869,825.55,869,912.45,115.9,122,128.1,8.69,65.345,122,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,831470.019,6927746.21,14259951.1,0.000856,0.00748,0.019,,,
NA,fragment,,fragment,SUB-1-2-01-250-500um_S1_E_8,Basin I/III,SUB-1-2,SUB-1-2-S1,8,blue,,Non-Fiber,0.882,0.121,0,0.882,837.9,882,926.1,114.95,121,127.05,8.82,64.91,121,,,1.03E-09,1.08E-09,1.33E-09,849512.456,6927325.02,14236981.6,0.000875,0.00748,0.0189,,,
PET,fiber,poly(ethylene terephthalate),fiber,SUB-1-2-01-250-500um_S1_A_45,Basin I/III,SUB-1-2,SUB-1-2-S1,45,black,,Fiber,0.598,0.331,0.965,0.965,916.75,965,1013.25,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,171000,211000,315000,0.000246,0.000306,0.000461,,,
NA,film,,film,SUB-2-3_G-01-250-500um_S1_H_60,Basin II,SUB-2-3,SUB-2-3-S1,60,blue,,Non-Fiber,0.619,0.358,0,0.619,588.05,619,649.95,340.1,358,375.9,0.619,31.2595,61.9,Unknown,,1.02E-09,1.07E-09,1.43E-09,123797.403,6927167.72,15123173.1,0.000126,0.00741,0.0216,,,
NA,fragment,,fragment,SUB-4-4-250um_S1_B_21,Lower Harbor,SUB-4-4,SUB-4-4-S1,21,gray,,Non-Fiber,0.569,0.153,0,0.569,540.55,569,597.45,145.35,153,160.65,5.69,79.345,153,poly(acrylamide/amid)s,poly(acrylamide/amid)s,1.03E-09,1.08E-09,1.33E-09,447057.283,6907537.67,14684992.4,0.00046,0.00746,0.0195,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-3-01-250-500um_S1_B_18,Basin I/III,SUB-1-3,SUB-1-3-S1,18,black,,Non-Fiber,0.604,0.147,0,0.604,573.8,604,634.2,139.65,147,154.35,6.04,76.52,147,,,1.2E-09,1.45E-09,1.7E-09,483992.267,6794057.76,14389649.2,0.000581,0.00985,0.0245,,,
NA,film,,film,SUB-2-3_G-01-250-500um_S1_E_17,Basin II,SUB-2-3,SUB-2-3-S1,17,blue,,Non-Fiber,0.572,0.408,0,0.572,543.4,572,600.6,387.6,408,428.4,0.572,28.886,57.2,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,120475.692,6741299.14,14717390.7,0.000123,0.00721,0.021,,,
NA,film,,film,SUB-4-2-250um_S1_C_44,Lower Harbor,SUB-4-2,SUB-4-2-S1,44,translucent,,Non-Fiber,0.574,0.405,0,0.574,545.3,574,602.7,384.75,405,425.25,0.574,28.987,57.4,,,1.02E-09,1.07E-09,1.43E-09,120427.596,6738607.89,14711515.2,0.000123,0.00721,0.021,,,
NA,fragment,,fragment,SUB-2-1-01-250-500um_S1_A_10,Basin II,SUB-2-1,SUB-2-1-S1,10,gray,,Non-Fiber,0.759,0.129,0,0.759,721.05,759,796.95,122.55,129,135.45,7.59,68.295,129,,,1.03E-09,1.08E-09,1.33E-09,670687.902,6686831.75,13925147.2,0.000691,0.00722,0.0185,,,
NA,fragment,,fragment,SUB-4-4-250um_S1_C_42,Lower Harbor,SUB-4-4,SUB-4-4-S1,42,translucent,,Non-Fiber,0.403,0.178,0.562,0.403,382.85,403,423.15,169.1,178,186.9,4.03,91.015,178,,,1.03E-09,1.08E-09,1.33E-09,260901.938,6528870.01,14077438.8,0.000269,0.00705,0.0187,,,
PP,film,poly(propylene),film,SUB-3-7-250um_S1_A_15,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,15,translucent,,Non-Fiber,0.576,0.389,0,0.576,547.2,576,604.8,369.55,389,408.45,0.576,29.088,57.6,Unknown,poly(propylene),9.98E-10,0.000000001,0.000000001,116477.43,6517573.63,14228960.3,0.000116,0.00652,0.0142,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-4-2-250um_S1_C_35,Lower Harbor,SUB-4-2,SUB-4-2-S1,35,black,,Non-Fiber,0.73,0.13,0.895,0.73,693.5,730,766.5,123.5,130,136.5,7.3,68.65,130,,,1.2E-09,1.45E-09,1.7E-09,625224.925,6514885,13601542.5,0.00075,0.00945,0.0231,,,
NA,fragment,,fragment,SUB-1-4-01-250-500um_S1_A_13,Basin I/III,SUB-1-4,SUB-1-4-S1,13,black,,Non-Fiber,0.585,0.366,0,0.585,555.75,585,614.25,347.7,366,384.3,5.85,295.425,384.3,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,1130420.51,63253446.8,90716426.5,0.00116,0.0683,0.121,,,
NA,film,,film,SUB-4-4-250um_S1_B_34,Lower Harbor,SUB-4-4,SUB-4-4-S1,34,black,,Non-Fiber,0.587,0.373,0,0.587,557.65,587,616.35,354.35,373,391.65,0.587,29.6435,58.7,poly(acrylamide/amid)s,poly(acrylamide/amid)s,1.02E-09,1.07E-09,1.43E-09,115993.124,6490473.97,14169797.1,0.000118,0.00694,0.0203,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-2-01-250-500um_S1_B_55,Basin I/III,SUB-1-2,SUB-1-2-S1,55,black,,Non-Fiber,0.636,0.139,0,0.636,604.2,636,667.8,132.05,139,145.95,6.36,72.68,139,,,1.2E-09,1.45E-09,1.7E-09,507430.12,6425202.72,13547692,0.000609,0.00932,0.023,,,
NA,fragment,,fragment,SUB-1-2-01-250-500um_S1_B_59,Basin I/III,SUB-1-2,SUB-1-2-S1,59,white,,Non-Fiber,0.563,0.148,0,0.563,534.85,563,591.15,140.6,148,155.4,5.63,76.815,148,,,1.03E-09,1.08E-09,1.33E-09,423375.493,6400533.06,13595977.1,0.000436,0.00691,0.0181,,,
PE,film,poly(ethylene),film,SUB-2-3_G-01-250-500um_S1_D_3,Basin II,SUB-2-3,SUB-2-3-S1,3,blue,,Non-Fiber,0.581,0.375,0,0.581,551.95,581,610.05,356.25,375,393.75,0.581,29.3405,58.1,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.7E-09,114243.301,6392561.44,13956037.6,0.000104,0.00646,0.0237,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-6_G-01-250-500um_S1_B_33,Basin II,SUB-2-6,SUB-2-6-S1,33,black,,Non-Fiber,0.734,0.128,0,0.734,697.3,734,770.7,121.6,128,134.4,7.34,67.67,128,,,1.2E-09,1.45E-09,1.7E-09,622370.931,6357731.84,13258506.2,0.000747,0.00922,0.0225,,,
NA,film,,film,SUB-4-7-250um_S1_A_43,Lower Harbor,SUB-4-7,SUB-4-7-S1,43,gray,,Non-Fiber,0.568,0.387,0,0.568,539.6,568,596.4,367.65,387,406.35,0.568,28.684,56.8,,,1.02E-09,1.07E-09,1.43E-09,112682.078,6305202.14,13765317.6,0.000115,0.00675,0.0197,,,
NA,film,,film,SUB-2-3_G-01-250-500um_S1_E_6,Basin II,SUB-2-3,SUB-2-3-S1,6,blue,,Non-Fiber,0.941,0.141,0,0.941,893.95,941,988.05,133.95,141,148.05,0.941,47.5205,94.1,poly(acrylamide/amid)s,poly(acrylamide/amid)s,1.02E-09,1.07E-09,1.43E-09,112679.671,6305067.46,13765023.5,0.000115,0.00675,0.0197,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-4_G-01-250-500um_S1_A_19,Basin II,SUB-2-4,SUB-2-4-S1,19,black,,Non-Fiber,0.54,0.15,0,0.54,513,540,567,142.5,150,157.5,5.4,77.7,150,,,1.2E-09,1.45E-09,1.7E-09,394753.5,6293700,13395375,0.000474,0.00913,0.0228,,,
NA,fragment,,fragment,SUB-2-1-01-250-500um_S1_A_15,Basin II,SUB-2-1,SUB-2-1-S1,15,gray,,Non-Fiber,0.489,0.158,0,0.489,464.55,489,513.45,150.1,158,165.9,4.89,81.445,158,,,1.03E-09,1.08E-09,1.33E-09,340974.59,6292603.59,13458654.1,0.000351,0.0068,0.0179,,,
NA,fragment,,fragment,SUB-4-11-PB_S1_A_2,Lower Harbor,SUB-4-11,SUB-4-11-S1,2,black,,Non-Fiber,0.43,0.168,0,0.43,408.5,430,451.5,159.6,168,176.4,4.3,86.15,168,,,1.03E-09,1.08E-09,1.33E-09,280345.38,6223476,13380292.8,0.000289,0.00672,0.0178,,,
PET,fiber,poly(ethylene terephthalate),fiber,SUB-1-2-01-250-500um_S1_A_44,Basin I/III,SUB-1-2,SUB-1-2-S1,44,blue,,Fiber,0.578,0.151,0.752,0.752,714.4,752,789.6,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,133000,165000,246000,0.000191,0.000239,0.000359,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_48,Basin II,SUB-2-3,SUB-2-3-S1,48,black,,Non-Fiber,0.269,0.17,0,0.269,255.55,269,282.45,161.5,170,178.5,2.69,135.845,178.5,,,1.2E-09,1.45E-09,1.7E-09,111019.864,6212191.85,8999492.51,0.000133,0.00901,0.0153,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_3,Basin II,SUB-2-3,SUB-2-3-S1,3,black,,Non-Fiber,0.537,0.147,0,0.537,510.15,537,563.85,139.65,147,154.35,5.37,76.185,147,,,1.2E-09,1.45E-09,1.7E-09,382571.943,6013967.72,12793446.4,0.000459,0.00872,0.0217,,,
PMMA,film,poly(methyl methacrylate),film,SUB-3-7-250um_S1_A_26,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,26,pink,,Non-Fiber,0.558,0.382,0,0.558,530.1,558,585.9,362.9,382,401.1,0.558,28.179,55.8,polymethacrylates,poly(methyl methacrylate),1.17E-09,1.18E-09,1.19E-09,107344.296,6006522.92,13113250.5,0.000126,0.00709,0.0156,,,
NA,fiber,,fiber,SUB-1-2-01-250-500um_S1_B_37,Basin I/III,SUB-1-2,SUB-1-2-S1,37,black,,Fiber,0.575,0.076,0.615,0.615,584.25,615,645.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,109000,135000,201000,0.000136,0.00017,0.000257,,,
NA,fiber,,fiber,SUB-1-3-01-250-500um_S1_A_18,Basin I/III,SUB-1-3,SUB-1-3-S1,18,blue,,Fiber,0.575,0.214,0.825,0.825,783.75,825,866.25,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(esters/ethers/diglycidylethers/terephthalates)s,1.25E-09,1.26E-09,1.28E-09,146000,181000,270000,0.000182,0.000228,0.000345,,,
NA,fiber bundle,,fiber bundle,SUB-1-2-01-250-500um_S1_A_22,Basin I/III,SUB-1-2,SUB-1-2-S1,22,black,,Fiber,0.575,0.323,0,0.575,546.25,575,603.75,,NA,,,,,,,1.44E-09,1.45E-09,1.46E-09,18060.3906,5280287.89,19961484.4,0.00249,0.00311,0.00471,,,
NA,fragment,,fragment,SUB-4-7-250um_S2_C_21,Lower Harbor,SUB-4-7,SUB-4-7-S2,21,green,,Non-Fiber,0.792,0.119,0,0.792,752.4,792,831.6,113.05,119,124.95,7.92,63.46,119,,,1.03E-09,1.08E-09,1.33E-09,673665.854,5980978.08,12365102,0.000694,0.00646,0.0164,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_27,Basin II,SUB-2-3,SUB-2-3-S1,27,black,,Non-Fiber,0.401,0.17,0,0.401,380.95,401,421.05,161.5,170,178.5,4.01,87.005,170,,,1.2E-09,1.45E-09,1.7E-09,246708.934,5931130.85,12776762.3,0.000296,0.0086,0.0217,,,
NA,fragment,,fragment,SUB-3-3-250um_S1_D_5,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,5,red,,Non-Fiber,0.374,0.176,0,0.374,355.3,374,392.7,167.2,176,184.8,3.74,89.87,176,,,1.03E-09,1.08E-09,1.33E-09,222179.038,5915602.88,12772489,0.000229,0.00639,0.017,,,
NA,film,,film,UNB-2-00-05-500um_B_35,Upper Newport Bay,UNB-2,UNB-2-00-05,35,white,,Non-Fiber,0.637,0.288,0,0.637,605.15,637,668.85,273.6,288,302.4,0.637,32.1685,63.7,,,1.10894E-09,1.15071E-09,1.35275E-09,105467.478,5901504.34,12883977.3,0.000116957,0.006790892,0.017428766,,,
NA,fiber,,fiber,SUB-1-6-01-250-500um_S1_A_28,Basin I/III,SUB-1-6,SUB-1-6-S1,28,black,,Fiber,0.573,0.077,0.616,0.616,585.2,616,646.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,109000,135000,201000,0.000136,0.00017,0.000258,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-4-01-250-500um_S1_A_32,Basin I/III,SUB-1-4,SUB-1-4-S1,32,black,,Non-Fiber,0.575,0.415,0,0.575,546.25,575,603.75,394.25,415,435.75,5.75,290.375,435.75,,,1.2E-09,1.45E-09,1.7E-09,1238314.61,69290734.4,114638880,0.00149,0.1,0.195,,,
NA,film,,film,SUB-4-7-250um_S2_A_18,Lower Harbor,SUB-4-7,SUB-4-7-S2,18,blue,,Non-Fiber,0.536,0.406,0,0.536,509.2,536,562.8,385.7,406,426.3,0.536,27.068,53.6,organic matter,organic matter,1.02E-09,1.07E-09,1.43E-09,105269.564,5890429.89,12859799.9,0.000107,0.0063,0.0184,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2_G-01-250-500um_S1_A_21,Basin II,SUB-2-2,SUB-2-2-S1,21,black,,Non-Fiber,0.523,0.147,0,0.523,496.85,523,549.15,139.65,147,154.35,5.23,76.115,147,,,1.2E-09,1.45E-09,1.7E-09,362884.086,5851797.32,12459911.5,0.000435,0.00849,0.0212,,,
NA,fiber,,fiber,SUB-1-6-01-250-500um_S1_A_14,Basin I/III,SUB-1-6,SUB-1-6-S1,14,black,,Fiber,0.571,0.094,0.771,0.771,732.45,771,809.55,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,136000,169000,252000,0.00017,0.000213,0.000323,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-2-01-250-500um_S1_C_63,Basin I/III,SUB-1-2,SUB-1-2-S1,63,black,,Non-Fiber,0.38,0.173,0,0.38,361,380,399,164.35,173,181.65,3.8,88.4,173,,,1.2E-09,1.45E-09,1.7E-09,225455.33,5811416,12538754.6,0.000271,0.00843,0.0213,,,
NA,film,,film,SUB-2-5_G-01-250-500um_S1_B_9,Basin II,SUB-2-5,SUB-2-5-S1,9,blue,,Non-Fiber,0.673,0.254,0,0.673,639.35,673,706.65,241.3,254,266.7,0.673,33.9865,67.3,,,1.02E-09,1.07E-09,1.43E-09,103827.179,5809720.28,12683597.3,0.000106,0.00622,0.0181,,,
NA,fragment,,fragment,UNB-2-00-05-500um_D_16,Upper Newport Bay,UNB-2,UNB-2-00-05,16,blue,,Non-Fiber,0.657,0.129,0.751,0.657,624.15,657,689.85,122.55,129,135.45,6.57,67.785,129,,,1.07599E-09,1.10533E-09,1.25876E-09,502536.557,5744982.11,12053783.5,0.000540722,0.006350077,0.015172845,,,
NA,film,,film,SUB-4-5-250um_S1_C_27,Lower Harbor,SUB-4-5,SUB-4-5-S1,27,orange,,Non-Fiber,0.603,0.312,0,0.603,572.85,603,633.15,296.4,312,327.6,0.603,30.4515,60.3,,,1.02E-09,1.07E-09,1.43E-09,102385.022,5729023.4,12507422.4,0.000104,0.00613,0.0179,,,
PE,fragment,poly(ethylene),fragment,SUB-1-4-01-250-500um_S1_A_9,Basin I/III,SUB-1-4,SUB-1-4-S1,9,black,,Non-Fiber,0.549,0.291,0,0.549,521.55,549,576.45,276.45,291,305.55,5.49,277.245,305.55,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.7E-09,791561.911,44292384,53817834.6,0.000719,0.0447,0.0915,,,
NA,film,,film,UNB-2-00-05-500um_B_18,Upper Newport Bay,UNB-2,UNB-2-00-05,18,gray,,Non-Fiber,0.597,0.316,0,0.597,567.15,597,626.85,300.2,316,331.8,0.597,30.1485,59.7,,,1.10894E-09,1.15071E-09,1.35275E-09,101644.283,5687574.82,12416933.2,0.000112717,0.006544722,0.016796974,,,
PE,film,poly(ethylene),film,SUB-4-7-250um_S2_A_16,Lower Harbor,SUB-4-7,SUB-4-7-S2,16,green,,Non-Fiber,0.524,0.409,0,0.524,497.8,524,550.2,388.55,409,429.45,0.524,26.462,52.4,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.7E-09,101352.18,5671229.99,12381249.6,0.000092,0.00573,0.021,,,
PE,fragment,poly(ethylene),fragment,SUB-3-7-250um_S1_A_82,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,82,gray,,Non-Fiber,0.444,0.157,0,0.444,421.8,444,466.2,149.15,157,164.85,4.44,80.72,157,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.7E-09,279326.927,5626829.76,12065932,0.000254,0.00568,0.0205,,,
NA,fragment,,fragment,SUB-1-2-01-250-500um_S1_B_38,Basin I/III,SUB-1-2,SUB-1-2-S1,38,black,,Non-Fiber,0.396,0.166,0,0.396,376.2,396,415.8,157.7,166,174.3,3.96,84.98,166,,,1.03E-09,1.08E-09,1.33E-09,234933.89,5586245.28,12030674,0.000242,0.00603,0.016,,,
NA,film,,film,SUB-1-6-01-250-500um_S1_A_8,Basin I/III,SUB-1-6,SUB-1-6-S1,8,blue,,Non-Fiber,0.918,0.13,0,0.918,872.1,918,963.9,123.5,130,136.5,0.918,46.359,91.8,Unknown,,1.02E-09,1.07E-09,1.43E-09,98872.5933,5532483.06,12078341.7,0.000101,0.00592,0.0173,,,
NA,fiber,,fiber,SUB-1-3-01-250-500um_S1_A_57,Basin I/III,SUB-1-3,SUB-1-3-S1,57,black,,Fiber,0.558,0.11,0.616,0.616,585.2,616,646.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,109000,135000,201000,0.000136,0.00017,0.000258,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2_G-01-250-500um_S1_D_47,Basin II,SUB-2-2,SUB-2-2-S1,47,black,,Non-Fiber,0.441,0.156,0,0.441,418.95,441,463.05,148.2,156,163.8,4.41,80.205,156,,,1.2E-09,1.45E-09,1.7E-09,273809.8,5517783.18,11832224,0.000329,0.008,0.0201,,,
NA,fragment,,fragment,SUB-1-2-01-250-500um_S1_A_19,Basin I/III,SUB-1-2,SUB-1-2-S1,19,clear,,Non-Fiber,1.296,0.086,1.33,1.296,1231.2,1296,1360.8,81.7,86,90.3,12.96,49.48,86,poly(propylene),poly(propylene),1.03E-09,1.08E-09,1.33E-09,1303633.96,5514842.88,10567700.6,0.00134,0.00596,0.0141,,,
NA,film,,film,SUB-3-9-250um_S1_B_76,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,76,translucent,,Non-Fiber,0.539,0.375,0,0.539,512.05,539,565.95,356.25,375,393.75,0.539,27.2195,53.9,,,1.02E-09,1.07E-09,1.43E-09,98323.2009,5501741.44,12011227.6,0.0001,0.00589,0.0172,,,
NA,fragment,,fragment,SUB-1-2-01-250-500um_S1_C_19,Basin I/III,SUB-1-2,SUB-1-2-S1,19,green,,Non-Fiber,0.887,0.106,0,0.887,842.65,887,931.35,100.7,106,111.3,8.87,57.435,106,,,1.03E-09,1.08E-09,1.33E-09,752662.564,5400153.57,10987881,0.000775,0.00583,0.0146,,,
NA,film,,film,SUB-2-2_G-01-250-500um_S1_D_27,Basin II,SUB-2-2,SUB-2-2-S1,27,green,,Non-Fiber,0.565,0.334,0,0.565,536.75,565,593.25,317.3,334,350.7,0.565,28.5325,56.5,polyurethanes (isocyanates),polyurethanes (isocyanates),1.02E-09,1.07E-09,1.43E-09,96225.5879,5384368.08,11754981.8,0.0000982,0.00576,0.0168,,,
PE,film,poly(ethylene),film,UNB-2-00-05-500um_B_32,Upper Newport Bay,UNB-2,UNB-2-00-05,32,gray,,Non-Fiber,0.576,0.316,0,0.576,547.2,576,604.8,300.2,316,331.8,0.576,29.088,57.6,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.7E-09,94619.1974,5294481.41,11558744.1,0.0000859,0.00535,0.0196,,,
NA,fragment,,fragment,SUB-3-9-1000um_S1_A_8,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,8,black,,Non-Fiber,0.601,0.129,0,0.601,570.95,601,631.05,122.55,129,135.45,6.01,67.505,129,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,420519.234,5233595.15,11026368.2,0.000433,0.00565,0.0147,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-4-1-250um_S1_F_12,Lower Harbor,SUB-4-1,SUB-4-1-S1,12,black,,Non-Fiber,0.263,0.149,0,0.263,249.85,263,276.15,141.55,149,156.45,2.63,132.815,156.45,,,1.2E-09,1.45E-09,1.7E-09,93013.2835,5204621.41,6759213.78,0.000112,0.00755,0.0115,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-6-01-250-500um_S1_A_55,Basin I/III,SUB-1-6,SUB-1-6-S1,55,black,,Non-Fiber,0.578,0.131,0,0.578,549.1,578,606.9,124.45,131,137.55,5.78,68.39,131,,,1.2E-09,1.45E-09,1.7E-09,394979.161,5178354.02,10935761.4,0.000474,0.00751,0.0186,,,
NA,fiber,,fiber,SUB-1-2-01-250-500um_S1_A_12,Basin I/III,SUB-1-2,SUB-1-2-S1,12,blue,,Fiber,0.548,0.156,0.678,0.678,644.1,678,711.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,120000,149000,222000,0.00015,0.000187,0.000284,,,
NA,film,,film,SUB-2-4_G-01-250-500um_S1_C_21,Basin II,SUB-2-4,SUB-2-4-S1,21,green,,Non-Fiber,0.53,0.365,0,0.53,503.5,530,556.5,346.75,365,383.25,0.53,26.765,53,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,92531.9713,5177689.25,11303767.1,0.0000944,0.00554,0.0162,,,
