Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg),,,
NA,fiber,,fiber,SUB-4-7-250um_S1_B_77,Lower Harbor,SUB-4-7,SUB-4-7-S1,77,black,,Fiber,1.115,0.171,1.265,1.265,1201.75,1265,1328.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,224000,277000,413000,0.000279,0.000349,0.000529,,,
NA,fiber,,fiber,SUB-4-7-PB_S1_A_4,Lower Harbor,SUB-4-7,SUB-4-7-S1,4,blue,,Fiber,1.115,0.55,1.703,1.703,1617.85,1703,1788.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,301000,373000,557000,0.000376,0.00047,0.000712,,,
NA,fiber,,fiber,SUB-4-11-250um_S1_C_33,Lower Harbor,SUB-4-11,SUB-4-11-S1,33,blue,,Fiber,1.112,0.623,1.852,1.852,1759.4,1852,1944.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,327000,406000,605000,0.000409,0.000511,0.000775,,,
NA,fiber,,fiber,SUB-4-9-250um_S1_B_51,Lower Harbor,SUB-4-9,SUB-4-9-S1,51,blue,,Fiber,1.112,0.745,2.018,2.018,1917.1,2018,2118.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,357000,442000,660000,0.000446,0.000557,0.000844,,,
NA,fiber,,fiber,SUB-4-11-1000um_S1_A_33,Lower Harbor,SUB-4-11,SUB-4-11-S1,33,pink,,Fiber,1.112,0.388,2.289,2.289,2174.55,2289,2403.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,404000,501000,748000,0.000506,0.000632,0.000958,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_B_34,Lower Harbor,SUB-4-10,SUB-4-10-S1,34,blue,,Fiber,1.111,0.067,1.147,1.147,1089.65,1147,1204.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,203000,251000,375000,0.000253,0.000317,0.00048,,,
NA,fiber,,fiber,SUB-4-7-250um_S1_A_58,Lower Harbor,SUB-4-7,SUB-4-7-S1,58,blue,,Fiber,1.111,0.316,1.36,1.36,1292,1360,1428,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,240000,298000,445000,0.0003,0.000375,0.000569,,,
NA,fragment,,fragment,SUB-4-7-250um_S1_B_24,Lower Harbor,SUB-4-7,SUB-4-7-S1,24,gray,,Non-Fiber,0.711,0.524,0,0.711,675.45,711,746.55,497.8,524,550.2,7.11,359.055,550.2,,,1.03E-09,1.08E-09,1.33E-09,2390659.36,133770967,225995646,0.00246,0.144,0.301,,,
NA,fragment,,fragment,SUB-4-4-250um_S1_B_63,Lower Harbor,SUB-4-4,SUB-4-4-S1,63,translucent,,Non-Fiber,0.719,0.512,0,0.719,683.05,719,754.95,486.4,512,537.6,7.19,363.095,537.6,,,1.03E-09,1.08E-09,1.33E-09,2388773.39,133665436,218190938,0.00246,0.144,0.29,,,
NA,fragment,,fragment,SUB-4-5-250um_S1_B_56,Lower Harbor,SUB-4-5,SUB-4-5-S1,56,white,,Non-Fiber,1.776,0.379,0,1.776,1687.2,1776,1864.8,360.05,379,397.95,17.76,198.38,379,,,1.03E-09,1.08E-09,1.33E-09,10788780.2,133530372,281254824,0.0111,0.144,0.374,,,
Nylon 6 - Poly(caprolactam),fragment,nylon 6 - poly(caprolactam),fragment,SUB-4-10-500um_S2_A_57,Lower Harbor,SUB-4-10,SUB-4-10-S2,57,gray,,Non-Fiber,1.481,0.417,0,1.481,1406.95,1481,1555.05,396.15,417,437.85,14.81,215.905,417,poly(acrylamide/amid)s,nylon 6 - poly(caprolactam),1.3E-09,1.3E-09,1.3E-09,8254549.62,133337962,283926394,0.0107,0.173,0.369,,,
NA,fiber,,fiber,SUB-4-9-250um_S2_A_39,Lower Harbor,SUB-4-9,SUB-4-9-S2,39,blue,,Fiber,1.109,0.279,1.484,1.484,1409.8,1484,1558.2,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,262000,325000,485000,0.000328,0.00041,0.000621,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_62,Basin II,SUB-2-3,SUB-2-3-S1,62,black,,Non-Fiber,1.061,0.496,0,1.061,1007.95,1061,1114.05,471.2,496,520.8,10.61,253.305,496,,,1.2E-09,1.45E-09,1.7E-09,5039177.48,133303276,287777831,0.00605,0.193,0.489,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-4-1-250um_S1_D_16,Lower Harbor,SUB-4-1,SUB-4-1-S1,16,black,,Non-Fiber,1.242,0.457,0,1.242,1179.9,1242,1304.1,434.15,457,479.85,12.42,234.71,457,,,1.2E-09,1.45E-09,1.7E-09,6362189.53,133219988,285977980,0.00763,0.193,0.486,,,
NA,fiber,,fiber,SUB-4-7-250um_S1_A_64,Lower Harbor,SUB-4-7,SUB-4-7-S1,64,gray,,Fiber,1.108,0.216,1.313,1.313,1247.35,1313,1378.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,232000,288000,429000,0.00029,0.000362,0.000549,,,
NA,foam,,foam,SUB-3-9-250um_S1_A_108,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,108,white,,Non-Fiber,1.049,0.498,0,1.049,996.55,1049,1101.45,473.1,498,522.9,10.49,254.245,498,,,2.55E-10,2.77E-10,3.37E-10,4945697.27,132818096,286822206,0.00126,0.0368,0.0967,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_B_20,Lower Harbor,SUB-4-10,SUB-4-10-S1,20,blue,,Fiber,1.107,0.21,1.22,1.22,1159,1220,1281,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,216000,267000,399000,0.000269,0.000337,0.00051,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_C_73,Lower Harbor,SUB-4-7,SUB-4-7-S2,73,gray,,Fiber,1.107,0.597,2.29,2.29,2175.5,2290,2404.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,405000,502000,748000,0.000506,0.000632,0.000958,,,
NA,fiber,,fiber,SUB-4-2-250um_S1_C_43,Lower Harbor,SUB-4-2,SUB-4-2-S1,43,black,,Fiber,1.106,0.505,1.829,1.829,1737.55,1829,1920.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,323000,401000,598000,0.000404,0.000505,0.000765,,,
NA,fiber,,fiber,SUB-4-9-250um_S1_B_2,Lower Harbor,SUB-4-9,SUB-4-9-S1,2,gray,,Fiber,1.105,0.149,1.168,1.168,1109.6,1168,1226.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,206000,256000,382000,0.000258,0.000322,0.000489,,,
NA,fiber,,fiber,SUB-4-10-250um_S2_B_9,Lower Harbor,SUB-4-10,SUB-4-10-S2,9,pink,,Fiber,1.105,0.43,1.747,1.747,1659.65,1747,1834.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,309000,383000,571000,0.000386,0.000482,0.000731,,,
NA,fiber,,fiber,SUB-4-4-250um_S1_C_25,Lower Harbor,SUB-4-4,SUB-4-4-S1,25,black,,Fiber,1.104,0.206,1.245,1.245,1182.75,1245,1307.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,220000,273000,407000,0.000275,0.000344,0.000521,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_A_30,Lower Harbor,SUB-4-10,SUB-4-10-S1,30,black,,Fiber,1.104,0.214,1.339,1.339,1272.05,1339,1405.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,237000,293000,438000,0.000296,0.00037,0.00056,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_C_32,Lower Harbor,SUB-4-7,SUB-4-7-S2,32,translucent,,Fiber,1.104,0.366,1.436,1.436,1364.2,1436,1507.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,254000,315000,469000,0.000317,0.000396,0.000601,,,
NA,fiber,,fiber,SUB-4-5-250um_S1_C_20,Lower Harbor,SUB-4-5,SUB-4-5-S1,20,black,,Fiber,1.102,0.223,1.656,1.656,1573.2,1656,1738.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,293000,363000,541000,0.000366,0.000457,0.000693,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_C_45,Lower Harbor,SUB-4-7,SUB-4-7-S2,45,blue,,Fiber,1.102,0.44,2.005,2.005,1904.75,2005,2105.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,354000,439000,655000,0.000443,0.000553,0.000839,,,
NA,fiber,,fiber,SUB-4-5-250um_S1_B_40,Lower Harbor,SUB-4-5,SUB-4-5-S1,40,blue,,Fiber,1.101,0.157,1.26,1.26,1197,1260,1323,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,223000,276000,412000,0.000278,0.000348,0.000527,,,
NA,fiber,,fiber,SUB-4-7-250um_S1_A_61,Lower Harbor,SUB-4-7,SUB-4-7-S1,61,blue,,Fiber,1.101,0.208,1.268,1.268,1204.6,1268,1331.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,224000,278000,414000,0.00028,0.00035,0.00053,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_B_40,Lower Harbor,SUB-4-7,SUB-4-7-S2,40,translucent,,Fiber,1.098,0.483,2.06,2.06,1957,2060,2163,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,364000,451000,673000,0.000455,0.000569,0.000862,,,
NA,fragment,,fragment,SUB-3-9-250um_S1_B_78,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,78,red,,Non-Fiber,0.694,0.546,0,0.694,659.3,694,728.7,518.7,546,573.3,6.94,350.47,573.3,,,1.03E-09,1.08E-09,1.33E-09,2373333.64,132801494,239503935,0.00244,0.143,0.319,,,
NA,fiber,,fiber,SUB-4-11-250um_S1_A_25,Lower Harbor,SUB-4-11,SUB-4-11-S1,25,blue,,Fiber,1.097,0.395,1.729,1.729,1642.55,1729,1815.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,306000,379000,565000,0.000382,0.000477,0.000723,,,
PE,fragment,poly(ethylene),fragment,SUB-1-03_01 (500um-1000um)_S1-_A_20,Basin I/III,SUB-1-3,SUB-1-3-S1,20,green,,Non-Fiber,1.366,0.434,NA,1.366,1297.7,1366,1434.3,412.3,434,455.7,13.66,223.83,434,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.7E-09,7308669.76,132696273,283666961,0.00664,0.134,0.482,,,
NA,fiber,,fiber,SUB-4-9-1000um_S2_A_18,Lower Harbor,SUB-4-9,SUB-4-9-S2,18,yellow,,Fiber,1.096,0.336,1.583,1.583,1503.85,1583,1662.15,15,16.7,20.4,15,16.7,20.4,polyacrylonitriles (nitriles),polyacrylonitriles (nitriles),1.25E-09,1.26E-09,1.28E-09,280000,347000,517000,0.00035,0.000437,0.000662,,,
PE,fragment,poly(ethylene),fragment,SUB-4-11-250um_S1_B_14,Lower Harbor,SUB-4-11,SUB-4-11-S1,14,translucent,,Non-Fiber,1.02,0.505,0,1.02,969,1020,1071,479.75,505,530.25,10.2,257.6,505,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.7E-09,4741753.05,132689760,286788364,0.00431,0.134,0.488,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_40,Basin II,SUB-2-3,SUB-2-3-S1,40,black,,Non-Fiber,0.724,0.501,0,0.724,687.8,724,760.2,475.95,501,526.05,7.24,365.62,526.05,,,1.2E-09,1.45E-09,1.7E-09,2370074.89,132619149,210369084,0.00284,0.192,0.358,,,
NA,fragment,,fragment,SUB-2-2_G-01-250-500um_S1_E_48,Basin II,SUB-2-2,SUB-2-2-S1,48,gray,,Non-Fiber,0.703,0.531,0,0.703,667.85,703,738.15,504.45,531,557.55,7.03,355.015,557.55,,,1.03E-09,1.08E-09,1.33E-09,2368385.44,132524614,229462787,0.00244,0.143,0.305,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_B_32,Lower Harbor,SUB-4-10,SUB-4-10-S1,32,pink,,Fiber,1.094,0.475,1.655,1.655,1572.25,1655,1737.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,292000,363000,541000,0.000366,0.000457,0.000692,,,
NA,fiber,,fiber,SUB-4-9-250um_S2_A_34,Lower Harbor,SUB-4-9,SUB-4-9-S2,34,pink,,Fiber,1.094,0.767,2.577,2.577,2448.15,2577,2705.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,455000,564000,842000,0.000569,0.000711,0.00108,,,
NA,fiber,,fiber,SUB-4-7-250um_S1_A_48,Lower Harbor,SUB-4-7,SUB-4-7-S1,48,black,,Fiber,1.093,0.273,1.714,1.714,1628.3,1714,1799.7,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,303000,375000,560000,0.000379,0.000473,0.000717,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_B_42,Lower Harbor,SUB-4-7,SUB-4-7-S2,42,blue,,Fiber,1.092,0.218,1.274,1.274,1210.3,1274,1337.7,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,225000,279000,416000,0.000281,0.000352,0.000533,,,
NA,fiber,,fiber,SUB-4-9-250um_S2_B_30,Lower Harbor,SUB-4-9,SUB-4-9-S2,30,blue,,Fiber,1.092,0.561,2.285,2.285,2170.75,2285,2399.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,404000,501000,747000,0.000505,0.000631,0.000956,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_C_35,Lower Harbor,SUB-4-1,SUB-4-1-S1,35,pink,,Fiber,1.092,0.324,2.288,2.288,2173.6,2288,2402.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,404000,501000,748000,0.000505,0.000631,0.000957,,,
NA,fiber,,fiber,SUB-4-10-250um_S2_A_58,Lower Harbor,SUB-4-10,SUB-4-10-S2,58,gray,,Fiber,1.092,0.796,2.308,2.308,2192.6,2308,2423.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,408000,506000,754000,0.00051,0.000637,0.000966,,,
NA,foam,,foam,UNB-2-00-05-500um_B_2,Upper Newport Bay,UNB-2,UNB-2-00-05,2,white,,Non-Fiber,0.679,0.569,0,0.679,645.05,679,712.95,540.55,569,597.45,6.79,342.895,597.45,,,1.30711E-10,1.48379E-10,1.66019E-10,2367549.27,132477826,254485009,0.000309464,0.019656947,0.042249336,,,
NA,fiber,,fiber,SUB-4-7-1000um_S2_A_21,Lower Harbor,SUB-4-7,SUB-4-7-S2,21,blue,,Fiber,1.091,0.336,1.54,1.54,1463,1540,1617,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,272000,337000,503000,0.00034,0.000425,0.000644,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_D_29,Lower Harbor,SUB-4-1,SUB-4-1-S1,29,gray,,Fiber,1.091,0.581,1.801,1.801,1710.95,1801,1891.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,318000,394000,589000,0.000398,0.000497,0.000753,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_A_39,Lower Harbor,SUB-4-10,SUB-4-10-S1,39,black,,Fiber,1.09,0.072,1.125,1.125,1068.75,1125,1181.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,199000,246000,368000,0.000249,0.00031,0.000471,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_C_8,Lower Harbor,SUB-4-7,SUB-4-7-S2,8,translucent,,Fiber,1.09,0.177,1.539,1.539,1462.05,1539,1615.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,272000,337000,503000,0.00034,0.000425,0.000644,,,
NA,fiber,,fiber,SUB-4-9-250um_S1_B_19,Lower Harbor,SUB-4-9,SUB-4-9-S1,19,translucent,,Fiber,1.09,0.305,2.475,2.475,2351.25,2475,2598.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,437000,542000,809000,0.000547,0.000683,0.00104,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_H_57,Basin II,SUB-2-3,SUB-2-3-S1,57,black,,Non-Fiber,1.293,0.446,0,1.293,1228.35,1293,1357.65,423.7,446,468.3,12.93,229.465,446,,,1.2E-09,1.45E-09,1.7E-09,6729443,132327417,283561223,0.00808,0.192,0.482,,,
NA,fiber,,fiber,SUB-4-9-1000um_S1_A_3,Lower Harbor,SUB-4-9,SUB-4-9-S1,3,gray,,Fiber,1.089,0.22,1.234,1.234,1172.3,1234,1295.7,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,218000,270000,403000,0.000273,0.000341,0.000516,,,
NA,fiber,,fiber,SUB-4-11-250um_S1_C_2,Lower Harbor,SUB-4-11,SUB-4-11-S1,2,translucent,,Fiber,1.089,0.529,2.251,2.251,2138.45,2251,2363.55,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,398000,493000,736000,0.000497,0.000621,0.000942,,,
NA,fiber,,fiber,SUB-4-10-1000um_S1_A_10,Lower Harbor,SUB-4-10,SUB-4-10-S1,10,black,,Fiber,1.088,0.471,1.572,1.572,1493.4,1572,1650.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,278000,344000,514000,0.000347,0.000434,0.000658,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2_G-01-250-500um_S1_I_27,Basin II,SUB-2-2,SUB-2-2-S1,27,black,,Non-Fiber,0.787,0.423,0,0.787,747.65,787,826.35,401.85,423,444.15,7.87,397.435,444.15,,,1.2E-09,1.45E-09,1.7E-09,2364487.61,132306509,163013422,0.00284,0.192,0.277,,,
PE,fragment,poly(ethylene),fragment,SUB-2-6-G_01 (500um-1mm)_S1-0_A_21,Basin II,SUB-2-6,SUB-2-6-S1,21,green,,Non-Fiber,1.045,0.498,NA,1.045,992.75,1045,1097.25,473.1,498,522.9,10.45,254.225,498,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.7E-09,4908051.76,132301232,285728508,0.00446,0.134,0.486,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_A_6,Lower Harbor,SUB-4-1,SUB-4-1-S1,6,blue,,Fiber,1.085,0.675,2.91,2.91,2764.5,2910,3055.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,514000,637000,951000,0.000643,0.000803,0.00122,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-3-7-250um_S1_C_6,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,6,black,,Non-Fiber,0.694,0.543,0,0.694,659.3,694,728.7,515.85,543,570.15,6.94,350.47,570.15,,,1.2E-09,1.45E-09,1.7E-09,2360293.34,132071816,236879254,0.00283,0.192,0.403,,,
NA,fiber,,fiber,SUB-4-4-250um_S1_C_4,Lower Harbor,SUB-4-4,SUB-4-4-S1,4,black,,Fiber,1.083,0.263,1.245,1.245,1182.75,1245,1307.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,220000,273000,407000,0.000275,0.000344,0.000521,,,
NA,fiber,,fiber,SUB-4-10-PB_S2_A_14,Lower Harbor,SUB-4-10,SUB-4-10-S2,14,translucent,,Fiber,1.083,0.544,3.177,3.177,3018.15,3177,3335.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,561000,696000,1040000,0.000702,0.000877,0.00133,,,
NA,fiber bundle,,fiber bundle,SUB-4-7-250um_S1_A_38,Lower Harbor,SUB-4-7,SUB-4-7-S1,38,translucent,,Fiber,1.083,0.663,0,1.083,1028.85,1083,1137.15,,NA,,,,,,,1.44E-09,1.45E-09,1.46E-09,120672.685,35280882.3,133375073,0.00249,0.00311,0.00471,,,
PP,fragment,poly(propylene),fragment,SUB-1-03_01 (500um-1000um)_S1-_A_14,Basin I/III,SUB-1-3,SUB-1-3-S1,14,black,,Non-Fiber,0.749,0.465,NA,0.749,711.55,749,786.45,441.75,465,488.25,7.49,378.245,488.25,poly(propylene),poly(propylene),9.98E-10,0.000000001,0.000000001,2354310.82,131737060,187480292,0.00235,0.132,0.187,,,
NA,fiber,,fiber,SUB-4-7-250um_S1_A_11,Lower Harbor,SUB-4-7,SUB-4-7-S1,11,pink,,Fiber,1.082,0.836,0,1.082,1027.9,1082,1136.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,191000,237000,354000,0.000239,0.000299,0.000453,,,
NA,fiber,,fiber,SUB-4-9-500um_S2_A_5,Lower Harbor,SUB-4-9,SUB-4-9-S2,5,blue,,Fiber,1.082,0.206,1.206,1.206,1145.7,1206,1266.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,213000,264000,394000,0.000266,0.000333,0.000505,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_A_38,Lower Harbor,SUB-4-10,SUB-4-10-S1,38,blue,,Fiber,1.082,0.32,1.376,1.376,1307.2,1376,1444.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,243000,301000,450000,0.000304,0.00038,0.000576,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-3-7-250um_S1_B_13,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,13,black,,Non-Fiber,0.751,0.461,0,0.751,713.45,751,788.55,437.95,461,484.05,7.51,379.255,484.05,,,1.2E-09,1.45E-09,1.7E-09,2346540.26,131302253,184760737,0.00282,0.19,0.314,,,
polystyrene,fragment,polystyrene,fragment,SUB-2-4-G_01 (500-1mm)_S1-_A_8,Basin II,SUB-2-4,SUB-2-4-S1,8,white,,Non-Fiber,2.026,0.35,NA,2.026,1924.7,2026,2127.3,332.5,350,367.5,20.26,185.13,350,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.05E-09,1.05E-09,1.05E-09,12965645.3,131275683,273623963,0.0136,0.138,0.287,,,
NA,fiber,,fiber,SUB-4-9-250um_S2_A_83,Lower Harbor,SUB-4-9,SUB-4-9-S2,83,translucent,,Fiber,1.08,0.169,1.203,1.203,1142.85,1203,1263.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,213000,264000,393000,0.000266,0.000332,0.000503,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_E_17,Lower Harbor,SUB-4-1,SUB-4-1-S1,17,black,,Fiber,1.08,0.247,1.236,1.236,1174.2,1236,1297.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,218000,271000,404000,0.000273,0.000341,0.000517,,,
NA,fiber,,fiber,SUB-4-10-500um_S2_A_25,Lower Harbor,SUB-4-10,SUB-4-10-S2,25,gray,,Fiber,1.079,0.183,1.222,1.222,1160.9,1222,1283.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,216000,268000,399000,0.00027,0.000337,0.000511,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_B_17,Lower Harbor,SUB-4-7,SUB-4-7-S2,17,gray,,Fiber,1.079,0.192,1.26,1.26,1197,1260,1323,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,223000,276000,412000,0.000278,0.000348,0.000527,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2_G-01-250-500um_S1_B_25,Basin II,SUB-2-2,SUB-2-2-S1,25,black,,Non-Fiber,0.677,0.567,0,0.677,643.15,677,710.85,538.65,567,595.35,6.77,341.885,595.35,,,1.2E-09,1.45E-09,1.7E-09,2345349.7,131235634,251954827,0.00281,0.19,0.428,,,
PP,fiber,poly(propylene),fiber,SUB-4-7-250um_S2_A_19,Lower Harbor,SUB-4-7,SUB-4-7-S2,19,pink,,Fiber,1.078,0.792,2.073,2.073,1969.35,2073,2176.65,15,16.7,20.4,15,16.7,20.4,poly(propylene),poly(propylene),9.98E-10,0.000000001,0.000000001,366000,454000,678000,0.000366,0.000454,0.000678,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_A_48,Lower Harbor,SUB-4-7,SUB-4-7-S2,48,blue,,Fiber,1.078,0.468,2.158,2.158,2050.1,2158,2265.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,381000,473000,705000,0.000477,0.000596,0.000903,,,
NA,fragment,,fragment,SUB-3-7-250um_S1_B_64,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,64,white,,Non-Fiber,0.733,0.483,0,0.733,696.35,733,769.65,458.85,483,507.15,7.33,370.165,507.15,,,1.03E-09,1.08E-09,1.33E-09,2342083.05,131052846,197954844,0.00241,0.142,0.263,,,
NA,fiber,,fiber,SUB-4-10-250um_S1_B_52,Lower Harbor,SUB-4-10,SUB-4-10-S1,52,black,,Fiber,1.077,0.373,1.421,1.421,1349.95,1421,1492.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,251000,311000,464000,0.000314,0.000392,0.000595,,,
NA,fiber,,fiber,SUB-4-1-250um_S1_E_28,Lower Harbor,SUB-4-1,SUB-4-1-S1,28,red,,Fiber,1.077,0.296,1.521,1.521,1444.95,1521,1597.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,269000,333000,497000,0.000336,0.00042,0.000636,,,
NA,fragment,,fragment,SUB-3-3-250um_S1_A_81,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,81,black,,Non-Fiber,0.687,0.549,0,0.687,652.65,687,721.35,521.55,549,576.45,6.87,346.935,576.45,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,2338476.6,130851045,239700712,0.00241,0.141,0.319,,,
NA,fiber,,fiber,SUB-4-7-250um_S2_C_37,Lower Harbor,SUB-4-7,SUB-4-7-S2,37,translucent,,Fiber,1.076,0.607,2.237,2.237,2125.15,2237,2348.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,395000,490000,731000,0.000494,0.000617,0.000936,,,
NA,fragment,,fragment,SUB-3-7-250um_S1_C_70,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,70,white,,Non-Fiber,0.736,0.477,0,0.736,699.2,736,772.8,453.15,477,500.85,7.36,371.68,500.85,,,1.03E-09,1.08E-09,1.33E-09,2331960.65,130486441,193857438,0.0024,0.141,0.258,,,
