"","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Unique_ID","Site","Location","Sample","Particle.x","Color","Plastic.or.not..morphology.","X1st.Order.Morph","Feret","MinFeret","Length","Length..mm.","Min.Length..microns.","Length..microns.","Max.Length..microns.","Min.Width..microns.","Width..microns.","Max.Width..microns.","Min.Height..Microns.","Height..microns.","Max.Height..Microns.","Polymer.Class..openspecy.","Polymer..openspecy.","Min.Density..mg.microns3.","Density..mg.microns3.","Max.Density..mg.microns3.","Min.Volume..microns3.","Volume..microns3.","Max.Volume..microns3.","Min.Mass..mg.","Mass..mg.","Max.Mass..mg.","X","X.1","X.2","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj"
"6438","tire wear","rubbery fragment","tire wear","TRWP","SUB-1-5-01-250-500um_S1_B_20","Basin I/III","SUB-1-5","SUB-1-5-S1",20,"black","","Non-Fiber",0.495,0.266,0,0.495,470.25,495,519.75,252.7,266,279.3,4.95,249.975,279.3,"","",1.2e-09,1.45e-09,1.7e-09,588219.266,32914208.3,40544912.7,0.000706,0.0477,0.0689,NA,NA,NA,0.000495,0.000266,0.000249975,0.688895200842886,0.000320475232196796,1026,1450,0.413255360623782,4.45130033461651,NA,0.0277312496783429,7.22534852014167,2.2525883237779,0.0277312496783429
"6439",NA,"fragment","","fragment","SUB-2-4_G-01-250-500um_S1_D_1","Basin II","SUB-2-4","SUB-2-4-S1",1,"yellow","","Non-Fiber",1.093,0.24,0,1.093,1038.35,1093,1147.65,228,240,252,10.93,125.465,240,"","",1.03e-09,1.08e-09,1.33e-09,2587609.73,32911978.8,69409872,0.00267,0.0355,0.0923,NA,NA,NA,0.001093,0.00024,0.000125465,0.244966608259355,0.000320467996216987,1026,1080,0.0526315789473684,2.23951027515934,4.6,0.00433062497392491,1.12831439655363,11.7635297669276,0.00433062497392491
"6440","tire wear","rubbery fragment","tire wear","TRWP","SUB-4-2-250um_S1_D_20","Lower Harbor","SUB-4-2","SUB-4-2-S1",20,"black","","Non-Fiber",0.777,0.287,0,0.777,738.15,777,815.85,272.65,287,301.35,7.77,147.385,287,"","",1.2e-09,1.45e-09,1.7e-09,1563763.76,32866707.6,70560786.1,0.00188,0.0477,0.12,NA,NA,NA,0.000777,0.000287,0.000147385,0.312105791790495,0.000320320991756663,1026,1450,0.413255360623782,4.44915798334004,NA,0.0172381789933321,4.48922812294554,5.82678332117959,0.0172381789933321
"6441","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-3_G-01-250-500um_S1_G_57","Basin II","SUB-2-3","SUB-2-3-S1",57,"black","","Non-Fiber",0.461,0.306,0,0.461,437.95,461,484.05,290.7,306,321.3,4.61,232.805,321.3,"","",1.2e-09,1.45e-09,1.7e-09,586908.62,32840870.1,49970267.6,0.000704,0.0476,0.0849,NA,NA,NA,0.000461,0.000306,0.000232805,0.619842181579601,0.000320237031835791,1026,1450,0.413255360623782,4.44799180640553,NA,0.0260128470110724,6.7725828588816,2.55812650865855,0.0260128470110724
"6442",NA,"fiber","","fiber","SUB-2-3_G-01-250-500um_S1_C_26","Basin II","SUB-2-3","SUB-2-3-S1",26,"gray","","Fiber",0.643,0.364,1.078,1.078,1024.1,1078,1131.9,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,190000,236000,352000,0.000238,0.000298,0.000451,NA,NA,NA,0.001078,1.67e-05,1.67e-05,0.124465461899826,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114403071579833,0.015532774759213,38.0642556910471,0.00114403071579833
"6443",NA,"fiber","","fiber","SUB-2-3_G-01-250-500um_S1_A_52","Basin II","SUB-2-3","SUB-2-3-S1",52,"black","","Fiber",0.643,0.328,1.54,1.54,1463,1540,1617,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,272000,337000,503000,0.00034,0.000425,0.000644,NA,NA,NA,0.00154,1.67e-05,1.67e-05,0.104135276655684,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114463245250806,0.0155409446803939,38.0242452241004,0.00114463245250806
"6444","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-2_G-01-250-500um_S1_E_40","Basin II","SUB-2-2","SUB-2-2-S1",40,"black","","Non-Fiber",0.445,0.328,0,0.445,422.75,445,467.25,311.6,328,344.4,4.45,224.725,344.4,"","",1.2e-09,1.45e-09,1.7e-09,586193.605,32800861,55421158,0.000703,0.0476,0.0942,NA,NA,NA,0.000445,0.000328,0.000224725,0.588212787634361,0.000320106933663285,1026,1450,0.413255360623782,4.44618478364486,NA,0.0251998938168274,6.55826076288212,2.72473267236681,0.0251998938168274
"6445",NA,"fragment","","fragment","SUB-4-9-1000um_S2_A_6","Lower Harbor","SUB-4-9","SUB-4-9-S2",6,"gray","","Non-Fiber",0.668,0.31,0,0.668,634.6,668,701.4,294.5,310,325.5,6.68,158.34,310,"polyacrylonitriles (nitriles)","polyacrylonitriles (nitriles)",1.03e-09,1.08e-09,1.33e-09,1248423.2,32789047.2,70774767,0.00129,0.0354,0.0941,NA,NA,NA,0.000668,0.00031,0.00015834,0.347953782907441,0.000320068498357209,1026,1080,0.0526315789473684,2.23671848448933,4.6,0.00534030416980241,1.38964482634098,7.72618472234984,0.00534030416980241
"6446",NA,"fragment","","fragment","SUB-2-6_G-01-250-500um_S1_A_21","Basin II","SUB-2-6","SUB-2-6-S1",21,"green","","Non-Fiber",0.473,0.29,0,0.473,449.35,473,496.65,275.5,290,304.5,4.73,238.865,304.5,"organic matter","organic matter",1.03e-09,1.08e-09,1.33e-09,585554.725,32765112.1,46049512.2,0.000603,0.0354,0.0612,NA,NA,NA,0.000473,0.00029,0.000238865,0.644945399987873,0.000319990598844904,1026,1080,0.0526315789473684,2.23617410327093,4.6,0.00773182927258811,2.01147372284717,3.68490970764061,0.00773182927258811
"6447",NA,"fiber","","fiber","SUB-2-2_G-01-250-500um_S1_E_45","Basin II","SUB-2-2","SUB-2-2-S1",45,"black","","Fiber",0.642,0.49,2.131,2.131,2024.45,2131,2237.55,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,377000,467000,697000,0.000471,0.000588,0.000892,NA,NA,NA,0.002131,1.67e-05,1.67e-05,0.0885251172643839,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114513650388404,0.015547788304767,37.9907785502115,0.00114513650388404
"6448","PP","fragment","poly(propylene)","fragment","SUB-4-7-1000um_S2_A_11","Lower Harbor","SUB-4-7","SUB-4-7-S2",11,"blue","","Non-Fiber",1.055,0.244,0,1.055,1002.25,1055,1107.75,231.8,244,256.2,10.55,127.275,244,"poly(propylene)","poly(propylene)",9.98e-10,1e-09,1e-09,2450992.35,32763130.5,69248554.2,0.00245,0.0328,0.0692,NA,NA,NA,0.001055,0.000244,0.000127275,0.250854538479106,0.000319984147977763,1026,1000,0.0253411306042884,1.75262924600175,4.6,0.00090188984724057,0.234626385641519,130.393276714111,-0.00090188984724057
"6449","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-2_G-01-250-500um_S1_E_42","Basin II","SUB-2-2","SUB-2-2-S1",42,"black","","Non-Fiber",0.464,0.301,0,0.464,440.8,464,487.2,285.95,301,316.05,4.64,234.32,316.05,"","",1.2e-09,1.45e-09,1.7e-09,584856.966,32726068.5,48665239.9,0.000702,0.0475,0.0827,NA,NA,NA,0.000464,0.000301,0.00023432,0.626999393303261,0.000319863445903014,1026,1450,0.413255360623782,4.44280281511849,NA,0.0261682048218978,6.80508306294966,2.5248930714879,0.0261682048218978
"6450","tire wear","rubbery fragment","tire wear","TRWP","SUB-1-2-01-250-500um_S1_B_25","Basin I/III","SUB-1-2","SUB-1-2-S1",25,"black","","Non-Fiber",0.758,0.29,0,0.758,720.1,758,795.9,275.5,290,304.5,7.58,148.79,290,"","",1.2e-09,1.45e-09,1.7e-09,1503777.63,32707017.8,70281949.5,0.0018,0.0474,0.119,NA,NA,NA,0.000758,0.00029,0.00014879,0.317351197921655,0.000319801366962751,1026,1450,0.413255360623782,4.44194055813322,NA,0.0173888277944148,4.52111455165343,5.71697038392504,0.0173888277944148
"6451",NA,"fragment","","fragment","SUB-2-2_G-01-250-500um_S1_E_18","Basin II","SUB-2-2","SUB-2-2-S1",18,"clear","","Non-Fiber",0.679,0.307,0,0.679,645.05,679,712.95,291.65,307,322.35,6.79,156.895,307,"","",1.03e-09,1.08e-09,1.33e-09,1277394.77,32705233.4,70554565.8,0.00132,0.0353,0.0938,NA,NA,NA,0.000679,0.000307,0.000156895,0.343641043099861,0.000319795551159475,1026,1080,0.0526315789473684,2.23481106140459,4.6,0.00529687424225134,1.3771681444904,7.84670339504167,0.00529687424225134
"6452",NA,"fragment","","fragment","SUB-4-7-250um_S1_A_5","Lower Harbor","SUB-4-7","SUB-4-7-S1",5,"blue","","Non-Fiber",0.449,0.321,0,0.449,426.55,449,471.45,304.95,321,337.05,4.49,226.745,337.05,"","",1.03e-09,1.08e-09,1.33e-09,584043.137,32680530.1,53557994.1,0.000602,0.0353,0.0712,NA,NA,NA,0.000449,0.000321,0.000226745,0.597258078085183,0.000319715013540218,1026,1080,0.0526315789473684,2.23424824443693,4.6,0.00737847066257944,1.91789255918105,4.04282054659945,0.00737847066257944
"6453","PP","fragment","poly(propylene)","fragment","UNB-2-00-05-500um_A_69","Upper Newport Bay","UNB-2","UNB-2-00-05",69,"white","","Non-Fiber",0.469,0.294,0,0.469,445.55,469,492.45,279.3,294,308.7,4.69,236.845,308.7,"poly(propylene)","poly(propylene)",9.98e-10,1e-09,1e-09,583633.519,32657609.7,46928362.5,0.000582,0.0327,0.0469,NA,NA,NA,0.000469,0.000294,0.000236845,0.637828813427314,0.000319640252196664,1026,1000,0.0253411306042884,1.7507456470568,4.6,0.000989831531041217,0.25722764245059,108.136579355923,-0.000989831531041217
"6454",NA,"fragment","","fragment","SUB-3-7-250um_S1_C_51","Middle Newport Bay","SUB-3-7","SUB-3-7-S1",51,"red","","Non-Fiber",0.443,0.329,0,0.443,420.85,443,465.15,312.55,329,345.45,4.43,223.715,345.45,"","",1.03e-09,1.08e-09,1.33e-09,582707.437,32605790.1,55509002,6e-04,0.0352,0.0738,NA,NA,NA,0.000443,0.000329,0.000223715,0.585996864520591,0.000319471099304834,1026,1080,0.0526315789473684,2.23254371093328,4.6,0.00729022860453961,1.89351003778522,4.13812328486888,0.00729022860453961
"6455",NA,"fiber","","fiber","SUB-2-2_G-01-250-500um_S1_G_49","Basin II","SUB-2-2","SUB-2-2-S1",49,"gray","","Fiber",0.636,0.271,0.876,0.876,832.2,876,919.8,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,155000,192000,286000,0.000194,0.000242,0.000366,NA,NA,NA,0.000876,1.67e-05,1.67e-05,0.138072180183552,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114365571753939,0.0155276833194373,38.0892218929902,0.00114365571753939
"6456",NA,"fragment","","fragment","SUB-2-3_G-01-250-500um_S1_D_5","Basin II","SUB-2-3","SUB-2-3-S1",5,"black","","Non-Fiber",0.736,0.294,0,0.736,699.2,736,772.8,279.3,294,308.7,7.36,150.68,294,"","",1.03e-09,1.08e-09,1.33e-09,1437309.08,32604741.1,70137627.8,0.00148,0.0352,0.0933,NA,NA,NA,0.000736,0.000294,0.00015068,0.32392393469578,0.000319467673287718,1026,1080,0.0526315789473684,2.2325197690713,4.6,0.00510817855148058,1.32674627364205,8.42847345541843,0.00510817855148058
"6457","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-3_G-01-250-500um_S1_G_18","Basin II","SUB-2-3","SUB-2-3-S1",18,"black","","Non-Fiber",0.489,0.27,0,0.489,464.55,489,513.45,256.5,270,283.5,4.89,246.945,283.5,"","",1.2e-09,1.45e-09,1.7e-09,582678.097,32604148.4,41267131.8,0.000699,0.0473,0.0702,NA,NA,NA,0.000489,0.00027,0.000246945,0.679616517685607,0.00031946573725026,1026,1450,0.413255360623782,4.43727876682637,NA,0.0274371977627457,7.12621513118435,2.29388171442859,0.0274371977627457
"6458",NA,"fiber","","fiber","SUB-2-5_G-01-250-500um_S1_B_25","Basin II","SUB-2-5","SUB-2-5-S1",25,"pink","","Fiber",0.635,0.452,1.523,1.523,1446.85,1523,1599.15,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,269000,334000,498000,0.000336,0.00042,0.000637,NA,NA,NA,0.001523,1.67e-05,1.67e-05,0.104714852158801,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114461450709228,0.0155407010312529,38.0254375316154,0.00114461450709228
"6459",NA,"film","","film","UNB-3-00-05-500um_B_19","Upper Newport Bay","UNB-3","UNB-3-00-05",19,"gray","","Non-Fiber",1.407,0.326,0,1.407,1336.65,1407,1477.35,309.7,326,342.3,1.407,71.0535,140.7,"","",1.10894e-09,1.15071e-09,1.35275e-09,582442.431,32590961.5,71151554.5,0.000645892,0.037502591,0.096250078,NA,NA,NA,0.001407,0.000326,7.10535e-05,0.104913077518276,0.000319422661760328,1026,1150.71,0.121549707602339,2.95055212930016,4.35,0.00429095122446922,1.11433094439325,27.5816492271365,0.00429095122446922
"6460","tire wear","rubbery fragment","tire wear","TRWP","SUB-1-5-01-250-500um_S1_B_46","Basin I/III","SUB-1-5","SUB-1-5-S1",46,"black","","Non-Fiber",0.466,0.297,0,0.466,442.7,466,489.3,282.15,297,311.85,4.66,235.33,311.85,"","",1.2e-09,1.45e-09,1.7e-09,582070.371,32570142.7,47584631.7,0.000698,0.0472,0.0809,NA,NA,NA,0.000466,0.000297,0.00023533,0.632566388365866,0.000319354632452783,1026,1450,0.413255360623782,4.43573555608027,NA,0.0262738800015415,6.82169535853726,2.50063920608552,0.0262738800015415
"6461","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-3_G-01-250-500um_S1_H_45","Basin II","SUB-2-3","SUB-2-3-S1",45,"black","","Non-Fiber",0.987,0.252,0,0.987,937.65,987,1036.35,239.4,252,264.6,9.87,130.935,252,"","",1.2e-09,1.45e-09,1.7e-09,2215552.56,32566676.9,69102988.9,0.00266,0.0472,0.117,NA,NA,NA,0.000987,0.000252,0.000130935,0.262540861392487,0.000319343304767303,1026,1450,0.413255360623782,4.43557821808624,NA,0.0155012372939258,4.0245661344914,7.18375191793804,0.0155012372939258
"6462",NA,"fiber","","fiber","SUB-2-2_G-01-250-500um_S1_B_35","Basin II","SUB-2-2","SUB-2-2-S1",35,"black","","Fiber",0.634,0.312,1.142,1.142,1084.9,1142,1199.1,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,202000,250000,373000,0.000252,0.000315,0.000478,NA,NA,NA,0.001142,1.67e-05,1.67e-05,0.12092753036716,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114413161110079,0.0155341446385229,38.0575425905331,0.00114413161110079
"6463","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-3-G_01 (500-1mm)_S1-_A_47","Basin II","SUB-2-3","SUB-2-3-S1",47,"black","","Non-Fiber",0.458,0.307,NA,0.458,435.1,458,480.9,291.65,307,322.35,4.58,231.29,322.35,"","",1.2e-09,1.45e-09,1.7e-09,581187.871,32520761.7,49970089.4,0.000697,0.0472,0.0849,NA,NA,NA,0.000458,0.000307,0.00023129,0.616815004021196,0.000319193155295614,1026,1450,0.413255360623782,4.43349268907675,NA,0.0258688892956302,6.71314829127247,2.5782453615736,0.0258688892956302
"6464",NA,"fiber","","fiber","SUB-2-2_G-01-250-500um_S1_A_27","Basin II","SUB-2-2","SUB-2-2-S1",27,"gray","","Fiber",0.633,0.231,0.823,0.823,781.85,823,864.15,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,145000,180000,269000,0.000182,0.000227,0.000344,NA,NA,NA,0.000823,1.67e-05,1.67e-05,0.142448643513661,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114353915644523,0.0155261007419799,38.0969871673584,0.00114353915644523
"6465",NA,"fragment","","fragment","SUB-2-2_G-01-250-500um_S1_E_46","Basin II","SUB-2-2","SUB-2-2-S1",46,"black","","Non-Fiber",0.44,0.332,0,0.44,418,440,462,315.4,332,348.6,4.4,222.2,348.6,"","",1.03e-09,1.08e-09,1.33e-09,580083.68,32458976,56143145.5,0.000597,0.0351,0.0747,NA,NA,NA,0.00044,0.000332,0.0002222,0.581364721804683,0.000318990883607885,1026,1080,0.0526315789473684,2.22918784388788,4.6,0.00724687103474406,1.87941934533772,4.18149276091037,0.00724687103474406
"6466","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-4_G-01-250-500um_S1_A_30","Basin II","SUB-2-4","SUB-2-4-S1",30,"black","","Non-Fiber",0.809,0.279,0,0.809,768.55,809,849.45,265.05,279,292.95,8.09,143.545,279,"","",1.2e-09,1.45e-09,1.7e-09,1647966.8,32399685.5,69428139.3,0.00198,0.047,0.118,NA,NA,NA,0.000809,0.000279,0.000143545,0.302142422664245,0.000318796539234676,1026,1450,0.413255360623782,4.42798381654184,NA,0.0168414651758355,4.36504131194933,6.07547299434144,0.0168414651758355
"6467","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-2_G-01-250-500um_S1_E_10","Basin II","SUB-2-2","SUB-2-2-S1",10,"black","","Non-Fiber",0.482,0.276,0,0.482,457.9,482,506.1,262.2,276,289.8,4.82,243.41,289.8,"","",1.2e-09,1.45e-09,1.7e-09,578695.852,32381319.1,42504322.6,0.000694,0.047,0.0723,NA,NA,NA,0.000482,0.000276,0.00024341,0.667360282288968,0.000318736289231089,1026,1450,0.413255360623782,4.42714696291266,NA,0.027089649894337,7.0198816942198,2.3477452335216,0.027089649894337
"6468","tire wear","rubbery fragment","tire wear","TRWP","SUB-4-1-250um_S1_A_4","Lower Harbor","SUB-4-1","SUB-4-1-S1",4,"black","","Non-Fiber",0.792,0.282,0,0.792,752.4,792,831.6,267.9,282,296.1,7.92,144.96,282,"","",1.2e-09,1.45e-09,1.7e-09,1596418.24,32375946.2,69438766.3,0.00192,0.0469,0.118,NA,NA,NA,0.000792,0.000282,0.00014496,0.306733376535891,0.000318718659451467,1026,1450,0.413255360623782,4.42690209081008,NA,0.0169912207412115,4.40277975372594,5.96739197311488,0.0169912207412115
"6469",NA,"fragment","","fragment","SUB-4-2-250um_S1_C_19","Lower Harbor","SUB-4-2","SUB-4-2-S1",19,"translucent","","Non-Fiber",0.444,0.325,0,0.444,421.8,444,466.2,308.75,325,341.25,4.44,224.22,341.25,"","",1.03e-09,1.08e-09,1.33e-09,578224.53,32354946,54289718.4,0.000596,0.0349,0.0722,NA,NA,NA,0.000444,0.000325,0.00022422,0.590257049610917,0.000318649733630645,1026,1080,0.0526315789473684,2.22680380277171,4.6,0.00730691858077626,1.89296557676843,4.10865018516554,0.00730691858077626
"6470",NA,"fragment","","fragment","SUB-2-3_G-01-250-500um_S1_A_47","Basin II","SUB-2-3","SUB-2-3-S1",47,"blue","","Non-Fiber",0.469,0.291,0,0.469,445.55,469,492.45,276.45,291,305.55,4.69,236.845,305.55,"","",1.03e-09,1.08e-09,1.33e-09,577678.075,32324368.8,45975527.2,0.000595,0.0349,0.0611,NA,NA,NA,0.000469,0.000291,0.000236845,0.641108160562256,0.000318549321347976,1026,1080,0.0526315789473684,2.22610209669983,4.6,0.00767642199318692,1.98806424090274,3.72145819874567,0.00767642199318692
"6471",NA,"fragment","","fragment","UNB-2-00-05-500um_B_46","Upper Newport Bay","UNB-2","UNB-2-00-05",46,"blue","","Non-Fiber",0.447,0.32,0,0.447,424.65,447,469.35,304,320,336,4.47,225.735,336,"","",1.07599e-09,1.10533e-09,1.25876e-09,577048.392,32289134.4,52987737.6,0.000620896,0.035690013,0.066698953,NA,NA,NA,0.000447,0.00032,0.000225735,0.596856806005427,0.000318433537076659,1026,1105.33,0.0773196881091617,2.52969654092527,4.6,0.0092602360738138,2.39737376191008,3.75554112060431,0.0092602360738138
"6472","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-2_G-01-250-500um_S1_I_64","Basin II","SUB-2-2","SUB-2-2-S1",64,"black","","Non-Fiber",0.683,0.304,0,0.683,648.85,683,717.15,288.8,304,319.2,6.83,155.415,304,"","",1.2e-09,1.45e-09,1.7e-09,1279859.22,32269127.3,69589941.1,0.00154,0.0468,0.118,NA,NA,NA,0.000683,0.000304,0.000155415,0.341071781091403,0.000318367753809091,1026,1450,0.413255360623782,4.4220281216343,NA,0.01809225502756,4.6829191824923,5.25738656917743,0.01809225502756
"6473","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-3_G-01-250-500um_S1_D_21","Basin II","SUB-2-3","SUB-2-3-S1",21,"black","","Non-Fiber",0.482,0.275,0,0.482,457.9,482,506.1,261.25,275,288.75,4.82,243.41,288.75,"","",1.2e-09,1.45e-09,1.7e-09,576599.128,32263995.5,42196878.3,0.000692,0.0468,0.0717,NA,NA,NA,0.000482,0.000275,0.00024341,0.6685725635466,0.000318350876171705,1026,1450,0.413255360623782,4.42179369655118,NA,0.027092927730819,7.01224169200237,2.34433899863267,0.027092927730819
"6474","tire wear","rubbery fragment","tire wear","TRWP","SUB-1-3-01-250-500um_S1_A_1","Basin I/III","SUB-1-3","SUB-1-3-S1",1,"black","","Non-Fiber",0.674,0.306,0,0.674,640.3,674,707.7,290.7,306,321.3,6.74,156.37,306,"","",1.2e-09,1.45e-09,1.7e-09,1254551.32,32250374.3,69579507.1,0.00151,0.0468,0.118,NA,NA,NA,0.000674,0.000306,0.00015637,0.344320416239006,0.000318306069386983,1026,1450,0.413255360623782,4.42117134438232,NA,0.0181926334506779,4.70798832966133,5.19852361140491,0.0181926334506779
"6475",NA,"film","","film","SUB-1-7_01 (>1mm)_S1-0_A_5","Basin I/III","SUB-1-7","SUB-1-7-S1",5,"blue","","Non-Fiber",1.021,0.612,NA,1.021,969.95,1021,1072.05,581.4,612,642.6,1.021,51.5605,102.1,"mineral","mineral",1.02e-09,1.07e-09,1.43e-09,575771.438,32217681.5,70336621.6,0.000587,0.0345,0.101,NA,NA,NA,0.001021,0.000612,5.15605e-05,0.0652271702730546,0.000318198475659103,1026,1070,0.0428849902534113,2.07691853230491,4.35,0.0017215104344542,0.445351216320786,60.2270838828115,0.0017215104344542
"6476",NA,"film","","film","SUB-4-2-250um_S1_B_6","Lower Harbor","SUB-4-2","SUB-4-2-S1",6,"white","","Non-Fiber",1.02,0.613,0,1.02,969,1020,1071,582.35,613,643.65,1.02,51.51,102,"organic matter","organic matter",1.02e-09,1.07e-09,1.43e-09,575583.093,32207142.6,70313613.3,0.000587,0.0345,0.101,NA,NA,NA,0.00102,0.000613,5.151e-05,0.0651420207786465,0.000318163775849171,1026,1070,0.0428849902534113,2.07669204260169,4.35,0.00172001162584686,0.444914953970658,60.3255134446215,0.00172001162584686
"6477","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-3_G-01-250-500um_S1_G_27","Basin II","SUB-2-3","SUB-2-3-S1",27,"black","","Non-Fiber",0.437,0.333,0,0.437,415.15,437,458.85,316.35,333,349.65,4.37,220.685,349.65,"","",1.2e-09,1.45e-09,1.7e-09,573923.91,32114301.9,56096763,0.000689,0.0466,0.0954,NA,NA,NA,0.000437,0.000333,0.000220685,0.578508813629877,0.000317857767323053,1026,1450,0.413255360623782,4.41494456949709,NA,0.0248092833629497,6.41123855173346,2.79145498843049,0.0248092833629497
"6478","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-3_G-01-250-500um_S1_F_11","Basin II","SUB-2-3","SUB-2-3-S1",11,"black","","Non-Fiber",0.474,0.283,0,0.474,450.3,474,497.7,268.85,283,297.15,4.74,239.37,297.15,"","",1.2e-09,1.45e-09,1.7e-09,573839.355,32109570.5,43945975.6,0.000689,0.0466,0.0747,NA,NA,NA,0.000474,0.000283,0.00023937,0.6535628097511,0.000317842156743225,1026,1450,0.413255360623782,4.41472774344556,NA,0.0266921506095342,6.89747212833279,2.41140748956175,0.0266921506095342
"6479","EPS","foam","polystyrene","foam","SUB-4-9-250um_S2_A_63","Lower Harbor","SUB-4-9","SUB-4-9-S2",63,"white","","Non-Fiber",0.719,0.295,0,0.719,683.05,719,754.95,280.25,295,309.75,7.19,151.095,295,"polystyrenes (polyphenylethylenes, -methylstyrene)","polystyrene",1.2e-11,3.1e-11,5e-11,1376344.04,32048005,68984499.9,1.65e-05,0.000993,0.00345,NA,NA,NA,0.000719,0.000295,0.000151095,0.328076134889537,0.000317638887631177,1026,31,0.969785575048733,5.86289119633427,5,0.0195241016913871,5.04196255548796,10.5700005129459,-0.0195241016913871
"6480","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-2_G-01-250-500um_S1_I_57","Basin II","SUB-2-2","SUB-2-2-S1",57,"black","","Non-Fiber",0.794,0.28,0,0.794,754.3,794,833.7,266,280,294,7.94,143.97,280,"","",1.2e-09,1.45e-09,1.7e-09,1593111.77,32007410.4,68630184,0.00191,0.0464,0.117,NA,NA,NA,0.000794,0.00028,0.00014397,0.305339322598896,0.000317504715328735,1026,1450,0.413255360623782,4.41004078816686,NA,0.0168931934364769,4.3607061569446,6.01385439974881,0.0168931934364769
"6481",NA,"fragment","","fragment","SUB-3-9-250um_S1_D_66","Middle Newport Bay","SUB-3-9","SUB-3-9-S1",66,"black","","Non-Fiber",0.486,0.268,0,0.486,461.7,486,510.3,254.6,268,281.4,4.86,245.43,281.4,"","",1.03e-09,1.08e-09,1.33e-09,571287.265,31966766.6,40408595.4,0.000588,0.0345,0.0537,NA,NA,NA,0.000486,0.000268,0.00024543,0.680051989891379,0.000317370266760672,1026,1080,0.0526315789473684,2.21786256921374,4.6,0.0079293387111783,2.04596450569299,3.47493304174711,0.0079293387111783
"6482",NA,"film","","film","UNB-2-00-05-500um_B_39","Upper Newport Bay","UNB-2","UNB-2-00-05",39,"black","","Non-Fiber",1.07,0.552,0,1.07,1016.5,1070,1123.5,524.4,552,579.6,1.07,54.035,107,"","",1.10894e-09,1.15071e-09,1.35275e-09,570366.282,31915232.4,69676324.2,0.0006325,0.036725026,0.094254464,NA,NA,NA,0.00107,0.000552,5.4035e-05,0.0703094544428982,0.000317199628792275,1026,1150.71,0.121549707602339,2.93001766057698,4.35,0.00335612088593308,0.865496178211361,44.7733037845988,0.00335612088593308
"6483","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-2_G-01-250-500um_S1_I_47","Basin II","SUB-2-2","SUB-2-2-S1",47,"black","","Non-Fiber",0.474,0.281,0,0.474,450.3,474,497.7,266.95,281,295.05,4.74,239.37,295.05,"","",1.2e-09,1.45e-09,1.7e-09,569783.953,31882647.8,43327025.9,0.000684,0.0462,0.0737,NA,NA,NA,0.000474,0.000281,0.00023937,0.655884532195228,0.000317091641183384,1026,1450,0.413255360623782,4.40430331800788,NA,0.0266984615830257,6.8828121954741,2.40457628285343,0.0266984615830257
"6484",NA,"fragment","","fragment","SUB-2-4_G-01-250-500um_S1_B_43","Basin II","SUB-2-4","SUB-2-4-S1",43,"green","","Non-Fiber",0.72,0.294,0,0.72,684,720,756,279.3,294,308.7,7.2,150.6,294,"","",1.03e-09,1.08e-09,1.33e-09,1375496.64,31879008,68612896.8,0.00142,0.0344,0.0913,NA,NA,NA,0.00072,0.000294,0.0001506,0.327329433175706,0.000317079574141522,1026,1080,0.0526315789473684,2.21583113669884,4.6,0.0051095700645605,1.31718723586757,8.36091275705951,0.0051095700645605
