"","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Unique_ID","Site","Location","Sample","Particle.x","Color","Plastic.or.not..morphology.","X1st.Order.Morph","Feret","MinFeret","Length","Length..mm.","Min.Length..microns.","Length..microns.","Max.Length..microns.","Min.Width..microns.","Width..microns.","Max.Width..microns.","Min.Height..Microns.","Height..microns.","Max.Height..Microns.","Polymer.Class..openspecy.","Polymer..openspecy.","Min.Density..mg.microns3.","Density..mg.microns3.","Max.Density..mg.microns3.","Min.Volume..microns3.","Volume..microns3.","Max.Volume..microns3.","Min.Mass..mg.","Mass..mg.","Max.Mass..mg.","X","X.1","X.2","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj"
"978",NA,"fragment","","fragment","UNB-2-00-05-1000um_B_16","Upper Newport Bay","UNB-2","UNB-2-00-05",16,"clear","","Non-Fiber",1.213,0.828,0,1.213,1152.35,1213,1273.65,786.6,828,869.4,12.13,612.565,869.4,"","",1.07599e-09,1.10533e-09,1.25876e-09,10995099.1,615238234,962696453,0.011830571,0.68003868,1.211805751,NA,NA,NA,0.001213,0.000828,0.000612565,0.611232742067901,0.000850513292585054,1026,1105.33,0.0773196881091617,6.75663924728323,4.6,0.0206135968416503,14.2537708307422,2.02428374258812,0.0206135968416503
"979",NA,"fragment","","fragment","UNB-2-00-05-500um_D_81","Upper Newport Bay","UNB-2","UNB-2-00-05",81,"blue","","Non-Fiber",1.275,0.744,0,1.275,1211.25,1275,1338.75,706.8,744,781.2,12.75,643.875,781.2,"","",1.07599e-09,1.10533e-09,1.25876e-09,10915421.6,610779825,817003568,0.011744839,0.675110686,1.028413078,NA,NA,NA,0.001275,0.000744,0.000643875,0.661089109336912,0.000848453855946712,1026,1105.33,0.0773196881091617,6.74027869120582,4.6,0.0215647044899328,14.8753306315731,1.84518129245075,0.0215647044899328
"980","tire wear","rubbery fragment","tire wear","TRWP","SUB-1-2_01 (500um-1mm)_S1-0_A_56","Basin I/III","SUB-1-2","SUB-1-2-S1",56,"black","","Non-Fiber",1.756,0.824,NA,1.756,1668.2,1756,1843.8,782.8,824,865.2,17.56,420.78,824,"","",1.2e-09,1.45e-09,1.7e-09,22931023.8,608845096,1314490746,0.0275,0.883,2.23,NA,NA,NA,0.001756,0.000824,0.00042078,0.34980758938589,0.000847557043787894,1026,1450,0.413255360623782,11.7723011752212,NA,0.0402044990694745,27.7037450230057,2.83430032505216,0.0402044990694745
"981",NA,"fragment","","fragment","UNB-2-00-05-250um_B_63","Upper Newport Bay","UNB-2","UNB-2-00-05",63,"white","","Non-Fiber",2.029,0.764,0,2.029,1927.55,2029,2130.45,725.8,764,802.2,20.29,392.145,764,"","",1.07599e-09,1.10533e-09,1.25876e-09,28386030.4,607885925,1305711900,0.030542967,0.671911984,1.643580574,NA,NA,NA,0.002029,0.000764,0.000392145,0.314962594400693,0.000847111730731647,1026,1105.33,0.0773196881091617,6.72961659340919,4.6,0.0138036160737399,9.50667081510651,4.49627422001123,0.0138036160737399
"982",NA,"fragment","","fragment","UNB-2-00-05-250um_B_41","Upper Newport Bay","UNB-2","UNB-2-00-05",41,"clear","","Non-Fiber",1.888,0.79,0,1.888,1793.6,1888,1982.4,750.5,790,829.5,18.88,404.44,790,"","",1.07599e-09,1.10533e-09,1.25876e-09,25414307.6,603230349,1299076632,0.027345435,0.666766055,1.635228351,NA,NA,NA,0.001888,0.00079,0.00040444,0.331161286509913,0.000844943613431036,1026,1105.33,0.0773196881091617,6.71239265749457,4.6,0.0141961587144882,9.75199483013021,4.24017589553758,0.0141961587144882
"983",NA,"fragment","","fragment","SUB-3-9-500um_S1_A_36","Middle Newport Bay","SUB-3-9","SUB-3-9-S1",36,"translucent","","Non-Fiber",1.135,0.923,0,1.135,1078.25,1135,1191.75,876.85,923,969.15,11.35,573.175,969.15,"organic matter","organic matter",1.03e-09,1.08e-09,1.33e-09,10731010.9,600460996,1119353240,0.0111,0.648,1.49,NA,NA,NA,0.001135,0.000923,0.000573175,0.560000556221671,0.000843648620547337,1026,1080,0.0526315789473684,5.89562694759851,4.6,0.0154276957772037,10.5817514314324,2.44013363403108,0.0154276957772037
"984",NA,"fragment","","fragment","UNB-2-00-05-250um_C_21","Upper Newport Bay","UNB-2","UNB-2-00-05",21,"clear","","Non-Fiber",1.276,0.73,0,1.276,1212.2,1276,1339.8,693.5,730,766.5,12.76,644.38,766.5,"","",1.07599e-09,1.10533e-09,1.25876e-09,10726830.5,600227082,787162311,0.011541918,0.663446467,0.990850036,NA,NA,NA,0.001276,0.00073,0.00064438,0.667659887987437,0.000843539056721909,1026,1105.33,0.0773196881091617,6.7012345920432,4.6,0.0215924665292947,14.8082023157892,1.82977851151178,0.0215924665292947
"985",NA,"fiber","","fiber","SUB-1-04_01 (500-1mm)_S1-0_A_2","Basin I/III","SUB-1-4","SUB-1-4-S1",2,"black","","Fiber",3.969,0.689,4.499,4.499,4274.05,4499,4723.95,15,16.7,20.4,15,16.7,20.4,"","",1.25e-09,1.26e-09,1.28e-09,795000,985000,1470000,0.000994,0.00124,0.00188,NA,NA,NA,0.004499,1.67e-05,1.67e-05,0.0609256595021721,1.67e-05,1026,1260,0.228070175438596,0.190264996822831,NA,0.00114615425520474,0.0155616065544058,37.9233391141968,0.00114615425520474
"986","PP","fragment","poly(propylene)","fragment","SUB-1-7-01-250-500um_S1_A_45","Basin I/III","SUB-1-7","SUB-1-7-S1",45,"gray","","Non-Fiber",1.326,0.674,0,1.326,1259.7,1326,1392.3,640.3,674,707.7,13.26,669.63,707.7,"poly(propylene)","poly(propylene)",9.98e-10,1e-09,1e-09,10695329.2,598464402,697318543,0.0107,0.598,0.697,NA,NA,NA,0.001326,0.000674,0.00066963,0.708326013809858,0.000842712509795201,1026,1000,0.0253411306042884,4.61573674812555,4.6,0.00446859728062842,3.06157953627836,13.9884868308847,-0.00446859728062842
"987",NA,"fragment","","fragment","UNB-2-00-05-250um_B_11","Upper Newport Bay","UNB-2","UNB-2-00-05",11,"green","","Non-Fiber",1.268,0.735,0,1.268,1204.6,1268,1331.4,698.25,735,771.75,12.68,640.34,771.75,"","",1.07599e-09,1.10533e-09,1.25876e-09,10665299.5,596784073,792979260,0.011475711,0.65964082,0.998172191,NA,NA,NA,0.001268,0.000735,0.00064034,0.66329593440533,0.000841923066262682,1026,1105.33,0.0773196881091617,6.68839685669533,4.6,0.0214747073965473,14.6992288604837,1.84635724741995,0.0214747073965473
"988",NA,"fragment","","fragment","SUB-4-10-250um_S2_A_47","Lower Harbor","SUB-4-10","SUB-4-10-S2",47,"white","","Non-Fiber",1.17,0.86,0,1.17,1111.5,1170,1228.5,817,860,903,11.7,590.85,903,"Unknown","",1.03e-09,1.08e-09,1.33e-09,10624717.4,594513270,1001729957,0.0109,0.642,1.33,NA,NA,NA,0.00117,0.00086,0.00059085,0.589026838335122,0.00084085385116295,1026,1080,0.0526315789473684,5.87609640218705,4.6,0.0158604744559687,10.8425536809535,2.30113612846971,0.0158604744559687
"989","EPS","foam","polystyrene","foam","SUB-3-3-250um_S1_A_59","Middle Newport Bay","SUB-3-3","SUB-3-3-S1",59,"white","","Non-Fiber",1.209,0.801,0,1.209,1148.55,1209,1269.45,760.95,801,841.05,12.09,610.545,841.05,"polystyrenes (polyphenylethylenes, -methylstyrene)","polystyrene",1.2e-11,3.1e-11,5e-11,10566528.5,591257273,897964629,0.000127,0.0183,0.0449,NA,NA,NA,0.001209,0.000801,0.000610545,0.620423544469289,0.000839315993104749,1026,31,0.969785575048733,15.4918636808417,5,0.059311731512707,40.4725892986585,3.02640995659899,-0.059311731512707
"990","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-4-G_01 (500-1mm)_S1-_A_45","Basin II","SUB-2-4","SUB-2-4-S1",45,"black","","Non-Fiber",1.215,0.793,NA,1.215,1154.25,1215,1275.75,753.35,793,832.65,12.15,613.575,832.65,"","",1.2e-09,1.45e-09,1.7e-09,10565084,591176445,884485158,0.0127,0.857,1.5,NA,NA,NA,0.001215,0.000793,0.000613575,0.625090535687272,0.00083927774491577,1026,1450,0.413255360623782,11.6573043138811,NA,0.0565109083950462,38.5596323259643,1.42058547519141,0.0565109083950462
"991","PP","fragment","poly(propylene)","fragment","SUB-4-2-500um_S1_A_17","Lower Harbor","SUB-4-2","SUB-4-2-S1",17,"black","","Non-Fiber",1.158,0.867,0,1.158,1100.1,1158,1215.9,823.65,867,910.35,11.58,584.79,910.35,"poly(propylene)","poly(propylene)",9.98e-10,1e-09,1e-09,10492607.5,587120973,1007661467,0.0105,0.587,1.01,NA,NA,NA,0.001158,0.000867,0.00058479,0.5836279862186,0.00083735419061179,1026,1000,0.0253411306042884,4.58638796016337,4.6,0.00429498648988043,2.92392271213203,15.0459399844978,-0.00429498648988043
"992","PVC","fragment","poly(vinyl chloride)","fragment","SUB-3-7-500um_S1_A_60","Middle Newport Bay","SUB-3-7","SUB-3-7-S1",60,"white","","Non-Fiber",1.756,0.808,0,1.756,1668.2,1756,1843.8,767.6,808,848.4,17.56,412.78,808,"polyhaloolefins (vinylhalides)","poly(vinyl chloride)",1.33e-09,1.33e-09,1.33e-09,22485761.2,585672077,1263938175,0.0299,0.779,1.68,NA,NA,NA,0.001756,0.000808,0.00041278,0.346537877075636,0.000836664816442914,1026,1330,0.296296296296296,10.4011136575632,4.6,0.0324069557691011,22.043707073194,3.08751446128505,0.0324069557691011
"993","PE","fragment","poly(ethylene)","fragment","SUB-1-05_01 (500-1mm)_S1-0_A_21","Basin I/III","SUB-1-5","SUB-1-5-S1",21,"white","","Non-Fiber",1.19,0.815,NA,1.19,1130.5,1190,1249.5,774.25,815,855.75,11.9,600.95,855.75,"poly(ethylene)","poly(ethylene)",9.08e-10,1.01e-09,1.7e-09,10415946.5,582831358,915018924,0.00946,0.589,1.56,NA,NA,NA,0.00119,0.000815,0.00060095,0.610219461678373,0.000835309915197831,1026,1010,0.0155945419103314,3.89156933008559,4.6,0.00292857288022032,1.98883411725813,19.8662515272474,-0.00292857288022032
"994","tire wear","rubbery fragment","tire wear","TRWP","SUB-1-03_01 (500um-1000um)_S1-_A_28","Basin I/III","SUB-1-3","SUB-1-3-S1",28,"black","","Non-Fiber",1.199,0.801,NA,1.199,1139.05,1199,1258.95,760.95,801,841.05,11.99,605.495,841.05,"","",1.2e-09,1.45e-09,1.7e-09,10392453.6,581516793,890537296,0.0125,0.843,1.51,NA,NA,NA,0.001199,0.000801,0.000605495,0.617852362480489,0.000834681433931686,1026,1450,0.413255360623782,11.593462997717,NA,0.0558713800161597,37.9144744614881,1.44533392384222,0.0558713800161597
"995",NA,"fragment","","fragment","SUB-4-7-500um_S1_A_23","Lower Harbor","SUB-4-7","SUB-4-7-S1",23,"translucent","","Non-Fiber",1.278,0.705,0,1.278,1214.1,1278,1341.9,669.75,705,740.25,12.78,645.39,740.25,"","",1.03e-09,1.08e-09,1.33e-09,10391973.6,581489936,735321027,0.0107,0.628,0.978,NA,NA,NA,0.001278,0.000705,0.00064539,0.67992693599965,0.000834668584266796,1026,1080,0.0526315789473684,5.83287221464864,4.6,0.0171849120052903,11.6615497351261,1.94568972411906,0.0171849120052903
"996","tire wear","rubbery fragment","tire wear","TRWP","SUB-1-03_01 (500um-1000um)_S1-_A_33","Basin I/III","SUB-1-3","SUB-1-3-S1",33,"black","","Non-Fiber",1.734,0.81,NA,1.734,1647.3,1734,1820.7,769.5,810,850.5,17.34,413.67,810,"","",1.2e-09,1.45e-09,1.7e-09,21980138,581016062,1254289334,0.0264,0.842,2.13,NA,NA,NA,0.001734,0.00081,0.00041367,0.349049459874863,0.000834441790153999,1026,1450,0.413255360623782,11.5901344209015,NA,0.0396543639122282,26.9018361059657,2.86840393914286,0.0396543639122282
"997","PP","fragment","poly(propylene)","fragment","SUB-2-2-G_01 (500-1mm)_S1-_B_25","Basin II","SUB-2-2","SUB-2-2-S1",25,"brown","","Non-Fiber",1.958,0.76,NA,1.958,1860.1,1958,2055.9,722,760,798,19.58,389.79,760,"poly(propylene)","poly(propylene)",9.98e-10,1e-09,1e-09,26295787.3,580038703,1246862232,0.0262,0.58,1.25,NA,NA,NA,0.001958,0.00076,0.00038979,0.319534351145138,0.000833973640972897,1026,1000,0.0253411306042884,4.56787188615743,4.6,0.00400808684488659,2.7175925035493,17.2072635098884,-0.00400808684488659
"998",NA,"fragment","","fragment","UNB-2-00-05-250um_B_21","Upper Newport Bay","UNB-2","UNB-2-00-05",21,"white","","Non-Fiber",2.219,0.712,0,2.219,2108.05,2219,2329.95,676.4,712,747.6,22.19,367.095,712,"","",1.07599e-09,1.10533e-09,1.25876e-09,31640388.6,579983669,1240211881,0.03404461,0.641070901,1.561131637,NA,NA,NA,0.002219,0.000712,0.000367095,0.2920517556541,0.000833947264347737,1026,1105.33,0.0773196881091617,6.6250355703793,4.6,0.0130278182423208,8.83293771024629,4.96927514682812,0.0130278182423208
"999","tire wear","rubbery fragment","tire wear","TRWP","SUB-1-2_01 (500um-1mm)_S1-0_A_46","Basin I/III","SUB-1-2","SUB-1-2-S1",46,"black","","Non-Fiber",1.646,0.829,NA,1.646,1563.7,1646,1728.3,787.55,829,870.45,16.46,422.73,829,"","",1.2e-09,1.45e-09,1.7e-09,20270357.3,576829458,1247146551,0.0243,0.836,2.12,NA,NA,NA,0.001646,0.000829,0.00042273,0.361885255626312,0.000832432722339595,1026,1450,0.413255360623782,11.5622290998781,NA,0.0404449047583441,27.3720830672797,2.75072864077909,0.0404449047583441
"1000",NA,"fragment","","fragment","UNB-3-00-05-500um_C_2","Upper Newport Bay","UNB-3","UNB-3-00-05",2,"green","","Non-Fiber",1.128,0.897,0,1.128,1071.6,1128,1184.4,852.15,897,941.85,11.28,569.64,941.85,"","",1.07599e-09,1.10533e-09,1.25876e-09,10300489.2,576370866,1050659237,0.01108318,0.637077576,1.322529964,NA,NA,NA,0.001128,0.000897,0.00056964,0.566304100681039,0.000832212063331718,1026,1105.33,0.0773196881091617,6.61125080371078,4.6,0.019350935113626,13.0927492994381,2.24764609947914,0.019350935113626
"1001","CA","fragment","cellulose acetate","fragment","SUB-4-11-250um_S1_A_21","Lower Harbor","SUB-4-11","SUB-4-11-S1",21,"gray","","Non-Fiber",1.972,0.753,0,1.972,1873.4,1972,2070.6,715.35,753,790.65,19.72,386.36,753,"cellulose derivatives (ether cellulose)","cellulose acetate",1.27e-09,1.3e-09,1.33e-09,26427495.5,573712146,1232751277,0.0336,0.746,1.64,NA,NA,NA,0.001972,0.000753,0.00038636,0.317059823840534,0.000830930463640393,1026,1300,0.267056530214425,9.97819553565565,4.6,0.0287084183304946,19.394064515236,3.52173842121718,0.0287084183304946
"1002",NA,"fragment","","fragment","UNB-2-00-05-250um_B_37","Upper Newport Bay","UNB-2","UNB-2-00-05",37,"white","","Non-Fiber",1.139,0.873,0,1.139,1082.05,1139,1195.95,829.35,873,916.65,11.39,575.195,916.65,"","",1.07599e-09,1.10533e-09,1.25876e-09,10221365.1,571943423,1004893666,0.010998044,0.63218381,1.264922001,NA,NA,NA,0.001139,0.000873,0.000575195,0.57682771423792,0.000830075680264715,1026,1105.33,0.0773196881091617,6.59427897057943,4.6,0.0195257062040268,13.177084438989,2.20192248744885,0.0195257062040268
"1003","tire wear","rubbery fragment","tire wear","TRWP","SUB-3-7-500um_S1_A_7","Middle Newport Bay","SUB-3-7","SUB-3-7-S1",7,"black","","Non-Fiber",1.154,0.847,0,1.154,1096.3,1154,1211.7,804.65,847,889.35,11.54,582.77,889.35,"","",1.2e-09,1.45e-09,1.7e-09,10179870.2,569621543,958386145,0.0122,0.826,1.63,NA,NA,NA,0.001154,0.000847,0.00058277,0.589457607930066,0.000828950889747037,1026,1450,0.413255360623782,11.5138675385864,NA,0.0540177582382313,36.4049339461156,1.53561352390451,0.0540177582382313
"1004","PE","fragment","poly(ethylene)","fragment","SUB-2-2-G_01 (500-1mm)_S1-_A_18","Basin II","SUB-2-2","SUB-2-2-S1",18,"pink","","Non-Fiber",1.266,0.701,NA,1.266,1202.7,1266,1329.3,665.95,701,736.05,12.66,639.33,736.05,"poly(ethylene)","poly(ethylene)",9.08e-10,1.01e-09,1.7e-09,10139875.9,567383638,720174333,0.00921,0.573,1.22,NA,NA,NA,0.001266,0.000701,0.00063933,0.678655263878303,0.000827863882353797,1026,1010,0.0155945419103314,3.85687950715947,4.6,0.00294039622818231,1.97906328221257,19.531139759286,-0.00294039622818231
"1005","PE","fragment","poly(ethylene)","fragment","SUB-4-7-500um_S2_A_2","Lower Harbor","SUB-4-7","SUB-4-7-S2",2,"translucent","","Non-Fiber",1.169,0.821,0,1.169,1110.55,1169,1227.45,779.95,821,862.05,11.69,590.345,862.05,"poly(ethylene)","poly(ethylene)",9.08e-10,1.01e-09,1.7e-09,10125567.9,566583023,912155167,0.00919,0.572,1.55,NA,NA,NA,0.001169,0.000821,0.000590345,0.602597124754578,0.00082747430954035,1026,1010,0.0155945419103314,3.85506455251202,4.6,0.00288428628352762,1.94038439103961,20.2888838440926,-0.00288428628352762
"1006",NA,"fragment","","fragment","SUB-1-2_01 (500um-1mm)_S1-0_A_3","Basin I/III","SUB-1-2","SUB-1-2-S1",3,"gray","","Non-Fiber",1.282,0.679,NA,1.282,1217.9,1282,1346.1,645.05,679,712.95,12.82,647.41,712.95,"organic matter","organic matter",1.03e-09,1.08e-09,1.33e-09,10071474,563556162,684219537,0.0104,0.609,0.91,NA,NA,NA,0.001282,0.000679,0.00064741,0.693905777665007,0.000825998136614995,1026,1080,0.0526315789473684,5.77228096424093,4.6,0.0172513174500923,11.5850049332764,1.91068316383576,0.0172513174500923
"1007",NA,"fragment","","fragment","UNB-2-00-05-1000um_B_27","Upper Newport Bay","UNB-2","UNB-2-00-05",27,"white","","Non-Fiber",3.077,0.587,0,3.077,2923.15,3077,3230.85,557.65,587,616.35,30.77,308.885,587,"Unknown","",1.07599e-09,1.10533e-09,1.25876e-09,50158010.8,557907778,1168913291,0.053969309,0.616669849,1.471383678,NA,NA,NA,0.003077,0.000587,0.000308885,0.229833864750668,0.000823229273768167,1026,1105.33,0.0773196881091617,6.53988981612327,4.6,0.0111673462957538,7.47421656989514,6.67603608660615,0.0111673462957538
"1008",NA,"fragment","","fragment","SUB-2-5-G_01 (>1mm)_S1-0_A_4","Basin II","SUB-2-5","SUB-2-5-S1",4,"black","","Non-Fiber",1.263,0.685,NA,1.263,1199.85,1263,1326.15,650.75,685,719.25,12.63,637.815,719.25,"","",1.03e-09,1.08e-09,1.33e-09,9861534.15,551808836,686044664,0.0102,0.596,0.912,NA,NA,NA,0.001263,0.000685,0.000637815,0.68572150185202,0.000820218480512386,1026,1080,0.0526315789473684,5.73189128607814,4.6,0.0170329947078891,11.3583553153499,1.94626364472704,0.0170329947078891
"1009",NA,"fragment","","fragment","UNB-2-00-05-250um_C_4","Upper Newport Bay","UNB-2","UNB-2-00-05",4,"green","","Non-Fiber",1.078,0.94,0,1.078,1024.1,1078,1131.9,893,940,987,10.78,544.39,987,"","",1.07599e-09,1.10533e-09,1.25876e-09,9858539.61,551641275,1102661891,0.010607649,0.609743322,1.387988931,NA,NA,NA,0.001078,0.00094,0.00054439,0.540800185304639,0.000820135449962647,1026,1105.33,0.0773196881091617,6.51531189179123,4.6,0.0186043925293314,12.4049771043292,2.39636205384419,0.0186043925293314
"1010",NA,"fragment","","fragment","UNB-2-00-05-250um_C_17","Upper Newport Bay","UNB-2","UNB-2-00-05",17,"clear","","Non-Fiber",2.247,0.689,0,2.247,2134.65,2247,2359.35,654.55,689,723.45,22.47,355.735,689,"","",1.07599e-09,1.10533e-09,1.25876e-09,31395874,550742880,1176034641,0.033781516,0.608750303,1.480347763,NA,NA,NA,0.002247,0.000689,0.000355735,0.285900851895805,0.000819689987661102,1026,1105.33,0.0773196881091617,6.51177305460191,4.6,0.0126862685713313,8.45431490138209,5.15085904288947,0.0126862685713313
"1011",NA,"fragment","","fragment","UNB-2-00-05-250um_A_6","Upper Newport Bay","UNB-2","UNB-2-00-05",6,"purple","","Non-Fiber",1.683,0.797,0,1.683,1598.85,1683,1767.15,757.15,797,836.85,16.83,406.915,797,"","",1.07599e-09,1.10533e-09,1.25876e-09,20373880.9,545815842,1178635064,0.021922007,0.603304321,1.483621077,NA,NA,NA,0.001683,0.000797,0.000406915,0.351343950956085,0.000817238301038463,1026,1105.33,0.0773196881091617,6.4922963900971,4.6,0.0143219906426091,9.51583682947532,4.02939439964975,0.0143219906426091
"1012","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-3-G_01 (500-1mm)_S1-_A_20","Basin II","SUB-2-3","SUB-2-3-S1",20,"black","","Non-Fiber",1.199,0.747,NA,1.199,1139.05,1199,1258.95,709.65,747,784.35,11.99,605.495,784.35,"","",1.2e-09,1.45e-09,1.7e-09,9691838.72,542313413,774512237,0.0116,0.786,1.32,NA,NA,NA,0.001199,0.000747,0.000605495,0.639794745156904,0.000815486511550687,1026,1450,0.413255360623782,11.3268515537318,NA,0.0560015175261916,37.1288472918526,1.40554071496319,0.0560015175261916
"1013",NA,"fragment","","fragment","SUB-2-3-G_01 (500-1mm)_S1-_A_1","Basin II","SUB-2-3","SUB-2-3-S1",1,"black","","Non-Fiber",1.16,0.796,NA,1.16,1102,1160,1218,756.2,796,835.8,11.6,585.8,835.8,"organic matter","organic matter",1.03e-09,1.08e-09,1.33e-09,9666655.84,540904288,850848078,0.00996,0.584,1.13,NA,NA,NA,0.00116,0.000796,0.0005858,0.609626502345337,0.000814779589863411,1026,1080,0.0526315789473684,5.69388296188466,4.6,0.0157880730499682,10.4583737271436,2.25027725304982,0.0157880730499682
"1014","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-2-G_01 (500-1mm)_S1-_B_54","Basin II","SUB-2-2","SUB-2-2-S1",54,"black","","Non-Fiber",1.82,0.76,NA,1.82,1729,1820,1911,722,760,798,18.2,389.1,760,"","",1.2e-09,1.45e-09,1.7e-09,22719751.6,538203120,1158983280,0.0273,0.78,1.97,NA,NA,NA,0.00182,0.00076,0.0003891,0.330840554975742,0.000813421043722557,1026,1450,0.413255360623782,11.2981628542292,NA,0.0376240494134378,24.8814581649981,3.10606522441602,0.0376240494134378
"1015","tire wear","rubbery fragment","tire wear","TRWP","SUB-3-9-250um_S1_C_15","Middle Newport Bay","SUB-3-9","SUB-3-9-S1",15,"black","","Non-Fiber",1.151,0.804,0,1.151,1093.45,1151,1208.55,763.8,804,844.2,11.51,581.255,844.2,"","",1.2e-09,1.45e-09,1.7e-09,9612888.54,537895702,861301728,0.0115,0.78,1.46,NA,NA,NA,0.001151,0.000804,0.000581255,0.60422823498265,0.00081326614069377,1026,1450,0.413255360623782,11.2960112998044,NA,0.0539944014494318,35.70066543565,1.50786155626568,0.0539944014494318
"1016",NA,"foam","","foam","UNB-2-00-05-500um_D_45","Upper Newport Bay","UNB-2","UNB-2-00-05",45,"white","","Non-Fiber",1.187,0.753,0,1.187,1127.65,1187,1246.35,715.35,753,790.65,11.87,599.435,790.65,"","",1.30711e-10,1.48379e-10,1.66019e-10,9575106.75,535781597,779127563,0.001251571,0.079498816,0.129349946,NA,NA,NA,0.001187,0.000753,0.000599435,0.634043784437896,0.000812199274856214,1026,148.379,0.855381091617934,14.3770154968637,5,0.0531771320846666,35.1141692017068,3.21351376239146,-0.0531771320846666
"1017","PVC","fragment","poly(vinyl chloride)","fragment","SUB-4-1-500um_S1_B_32","Lower Harbor","SUB-4-1","SUB-4-1-S1",32,"white","","Non-Fiber",1.134,0.824,0,1.134,1077.3,1134,1190.7,782.8,824,865.2,11.34,572.67,865.2,"polyhaloolefins (vinylhalides)","poly(vinyl chloride)",1.33e-09,1.33e-09,1.33e-09,9563140.39,535112011,891323537,0.0127,0.712,1.19,NA,NA,NA,0.001134,0.000824,0.00057267,0.592426258161489,0.000811860788659391,1026,1330,0.296296296296296,10.0927589770848,4.6,0.043642783099429,28.8063937450351,1.65192626227028,0.043642783099429
"1018",NA,"film","","film","SUB-3-3-500um_S1_A_18","Middle Newport Bay","SUB-3-3","SUB-3-3-S1",18,"translucent","","Non-Fiber",3.165,1.055,0,3.165,3006.75,3165,3323.25,1002.25,1055,1107.75,3.165,159.8325,316.5,"organic matter","organic matter",1.02e-09,1.07e-09,1.43e-09,9537775.57,533692705,1165141004,0.00973,0.571,1.67,NA,NA,NA,0.003165,0.001055,0.0001598325,0.0874685657822283,0.000811142372737434,1026,1070,0.0428849902534113,5.29442079440067,4.35,0.00433993210190093,2.8620348151669,24.1570711497352,0.00433993210190093
"1019","tire wear","rubbery fragment","tire wear","TRWP","SUB-2-4-G_01 (500-1mm)_S1-_A_26","Basin II","SUB-2-4","SUB-2-4-S1",26,"black","","Non-Fiber",1.222,0.703,NA,1.222,1160.9,1222,1283.1,667.85,703,738.15,12.22,617.11,738.15,"","",1.2e-09,1.45e-09,1.7e-09,9474252.33,530138219,699116824,0.0114,0.769,1.19,NA,NA,NA,0.001222,0.000703,0.00061711,0.665808474419498,0.000809337577227621,1026,1450,0.413255360623782,11.241444786968,NA,0.0570105622185125,37.5128376441589,1.34600073491881,0.0570105622185125
"1020","PP","fragment","poly(propylene)","fragment","SUB-2-3-G_01 (500-1mm)_S1-_A_55","Basin II","SUB-2-3","SUB-2-3-S1",55,"clear","","Non-Fiber",1.074,0.908,NA,1.074,1020.3,1074,1127.7,862.6,908,953.4,10.74,542.37,953.4,"poly(propylene)","poly(propylene)",9.98e-10,1e-09,1e-09,9452389.78,528914885,1025047228,0.00943,0.529,1.03,NA,NA,NA,0.001074,0.000908,0.00054237,0.549225375611742,0.000808714561779224,1026,1000,0.0253411306042884,4.42952190475465,4.6,0.00406222871228731,2.67088090480033,16.2442719433313,-0.00406222871228731
"1021","EPS","foam","polystyrene","foam","SUB-4-4-250um_S1_A_68","Lower Harbor","SUB-4-4","SUB-4-4-S1",68,"white","","Non-Fiber",1.257,0.662,0,1.257,1194.15,1257,1319.85,628.9,662,695.1,12.57,634.785,695.1,"polystyrenes (polyphenylethylenes, -methylstyrene)","polystyrene",1.2e-11,3.1e-11,5e-11,9440081.75,528226181,637704019,0.000113,0.0164,0.0319,NA,NA,NA,0.001257,0.000662,0.000634785,0.695873057883995,0.000808363398315017,1026,31,0.969785575048733,14.9205492021588,5,0.058435163491164,38.4039409274885,3.0029048960095,-0.058435163491164
"1022",NA,"fragment","","fragment","SUB-4-5-500um_S1_A_20","Lower Harbor","SUB-4-5","SUB-4-5-S1",20,"yellow","","Non-Fiber",1.118,0.836,3.646,1.118,1062.1,1118,1173.9,794.2,836,877.8,11.18,564.59,877.8,"organic matter","organic matter",1.03e-09,1.08e-09,1.33e-09,9430551.59,527692914,904528501,0.00971,0.57,1.2,NA,NA,NA,0.001118,0.000836,0.00056459,0.583995016610448,0.000808091280941596,1026,1080,0.0526315789473684,5.64714339122344,4.6,0.0152852495013502,10.0421763000471,2.38105539694136,0.0152852495013502
"1023",NA,"fragment","","fragment","UNB-2-00-05-250um_C_9","Upper Newport Bay","UNB-2","UNB-2-00-05",9,"purple","","Non-Fiber",1.18,0.75,0,1.18,1121,1180,1239,712.5,750,787.5,11.8,595.9,787.5,"","",1.07599e-09,1.10533e-09,1.25876e-09,9424807.5,527371500,768373594,0.010140959,0.582917314,0.967199512,NA,NA,NA,0.00118,0.00075,0.0005959,0.633434553314968,0.000807927179906015,1026,1105.33,0.0773196881091617,6.41832707412263,4.6,0.020211742302343,13.2761105360318,2.00014993043519,0.020211742302343
