Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg),OS_Plastic_Not
EPS,foam,polystyrene,foam,UNB-2-15-20-1000um_C_3,Upper Newport Bay,UNB-2,UNB-2-15-20,3,white,,Non-Fiber,10.89,8.106,NA,10.89,10345.5,10890,11434.5,7700.7,8106,8511.3,108.9,5499.45,8511.3,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,8675800752,4.85E+11,8.28E+11,1.04E-01,1.50E+01,4.14E+01,
EPS,foam,polystyrene,foam,UNB-2-15-20-1000um_C_4,Upper Newport Bay,UNB-2,UNB-2-15-20,4,white,,Non-Fiber,2.648,2.077,NA,2.648,2515.6,2648,2780.4,1973.15,2077,2180.85,26.48,1337.24,2180.85,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,131437615,7354680927,1.32E+10,1.58E-03,2.28E-01,6.61E-01,
EPS,foam,polystyrene,foam,UNB-2-15-20-1000um_C_5,Upper Newport Bay,UNB-2,UNB-2-15-20,5,white,,Non-Fiber,5.895,3.293,NA,5.895,5600.25,5895,6189.75,3128.35,3293,3457.65,58.95,2976.975,3457.65,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,1032777006,5.78E+10,7.40E+10,1.24E-02,1.79E+00,3.70E+00,
EPS,foam,polystyrene,foam,UNB-2-15-20-1000um_C_6,Upper Newport Bay,UNB-2,UNB-2-15-20,6,white,,Non-Fiber,3.175,1.724,NA,3.175,3016.25,3175,3333.75,1637.8,1724,1810.2,31.75,1603.375,1810.2,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,156845452,8776393738,1.09E+10,1.88E-03,2.72E-01,5.46E-01,
EPS,foam,polystyrene,foam,UNB-2-15-20-1000um_C_7,Upper Newport Bay,UNB-2,UNB-2-15-20,7,white,,Non-Fiber,3.166,2.109,NA,3.166,3007.7,3166,3324.3,2003.55,2109,2214.45,31.66,1598.83,2214.45,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,190785608,1.07E+10,1.63E+10,2.29E-03,3.31E-01,8.15E-01,
EPS,foam,polystyrene,foam,UNB-3-00-05-1000um_A_11,Upper Newport Bay,UNB-3,UNB-3-00-05,11,white,,Non-Fiber,1.992,1.517,NA,1.992,1892.4,1992,2091.6,1441.15,1517,1592.85,19.92,1005.96,1592.85,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,54326466.6,3039874309,5306747120,6.52E-04,9.42E-02,2.65E-01,
EPS,foam,polystyrene,foam,UNB-3-00-05-1000um_A_2,Upper Newport Bay,UNB-3,UNB-3-00-05,2,white,,Non-Fiber,6.653,4.924,NA,6.653,6320.35,6653,6985.65,4677.8,4924,5170.2,66.53,3359.765,5170.2,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,1966981620,1.10E+11,1.87E+11,2.36E-02,3.41E+00,9.34E+00,
EPS,foam,polystyrene,foam,UNB-3-00-05-1000um_A_5,Upper Newport Bay,UNB-3,UNB-3-00-05,5,white,,Non-Fiber,4.144,2.475,NA,4.144,3936.8,4144,4351.2,2351.25,2475,2598.75,41.44,2092.72,2598.75,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,383585257,2.15E+10,2.94E+10,4.60E-03,6.65E-01,1.47E+00,
EPS,foam,polystyrene,foam,UNB-3-00-05-1000um_A_8,Upper Newport Bay,UNB-3,UNB-3-00-05,8,white,,Non-Fiber,4.24,2.311,NA,4.24,4028,4240,4452,2195.45,2311,2426.55,42.4,2141.2,2426.55,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,374954758,2.10E+10,2.62E+10,4.50E-03,6.50E-01,1.31E+00,
EPS,foam,polystyrene,foam,UNB-3-00-05-1000um_A_9,Upper Newport Bay,UNB-3,UNB-3-00-05,9,white,,Non-Fiber,3.941,3.448,NA,3.941,3743.95,3941,4138.05,3275.6,3448,3620.4,39.41,1990.205,3620.4,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,483311732,2.70E+10,5.42E+10,5.80E-03,8.38E-01,2.71E+00,
EPS,foam,polystyrene,foam,UNB-3-05-10-1000um_A_6,Upper Newport Bay,UNB-3,UNB-3-05-10,6,white,,Non-Fiber,6.526,4.169,NA,6.526,6199.7,6526,6852.3,3960.55,4169,4377.45,65.26,3295.63,4377.45,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,1602408517,8.97E+10,1.31E+11,1.92E-02,2.78E+00,6.57E+00,
EPS,foam,polystyrene,foam,UNB-3-15-20-1000um_A_3,Upper Newport Bay,UNB-3,UNB-3-15-20,3,white,,Non-Fiber,2.323,2.176,NA,2.323,2206.85,2323,2439.15,2067.2,2176,2284.8,23.23,1173.115,2284.8,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,105975267,5929918012,1.27E+10,1.27E-03,1.84E-01,6.37E-01,
EPS,foam,polystyrene,foam,UNB-3-15-20-1000um_D_1,Upper Newport Bay,UNB-3,UNB-3-15-20,1,white,,Non-Fiber,1.692,1.438,NA,1.692,1607.4,1692,1776.6,1366.1,1438,1509.9,16.92,854.46,1509.9,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,37154105.8,2078983208,4050289145,4.46E-04,6.44E-02,2.03E-01,
EPS,foam,polystyrene,foam,UNB-3-15-20-1000um_D_2,Upper Newport Bay,UNB-3,UNB-3-15-20,2,white,,Non-Fiber,3.602,3.208,NA,3.602,3421.9,3602,3782.1,3047.6,3208,3368.4,36.02,1819.01,3368.4,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,375637539,2.10E+10,4.29E+10,4.51E-03,6.52E-01,2.15E+00,
EPS,foam,polystyrene,foam,UNB-3-20-25-1000um_D_1,Upper Newport Bay,UNB-3,UNB-3-20-25,1,white,,Non-Fiber,1.657,1.367,NA,1.657,1574.15,1657,1739.85,1298.65,1367,1435.35,16.57,836.785,1435.35,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,33873552.2,1895417602,3584490509,4.06E-04,5.88E-02,1.79E-01,
EPS,foam,polystyrene,foam,UNB-3-20-25-1000um_D_2,Upper Newport Bay,UNB-3,UNB-3-20-25,2,white,,Non-Fiber,1.79,1.441,NA,1.79,1700.5,1790,1879.5,1368.95,1441,1513.05,17.9,903.95,1513.05,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.20E-11,3.10E-11,5.00E-11,41669400.6,2331639591,4302777509,5.00E-04,7.23E-02,2.15E-01,
"POLYSTYRENES (POLYPHENYLETHYLENES, _-Methylstyrene)",foam,"polystyrenes (polyphenylethylenes, -methylstyrene)",foam,UNB-3-00-05-1000um_A_10,Upper Newport Bay,UNB-3,UNB-3-00-05,10,white,,Non-Fiber,3.78,2.512,NA,3.78,3591,3780,3969,2386.4,2512,2637.6,37.8,1908.9,2637.6,"polystyrenes (polyphenylethylenes, -methylstyrene)",,1.05E-09,1.05E-09,1.05E-09,323929459,1.81E+10,2.76E+10,3.40E-01,1.90E+01,2.90E+01,
"POLYSTYRENES (POLYPHENYLETHYLENES, _-Methylstyrene)",foam,"polystyrenes (polyphenylethylenes, -methylstyrene)",foam,UNB-3-00-05-1000um_A_7,Upper Newport Bay,UNB-3,UNB-3-00-05,7,white,,Non-Fiber,6.544,3.718,NA,6.544,6216.8,6544,6871.2,3532.1,3718,3903.9,65.44,3304.72,3903.9,"polystyrenes (polyphenylethylenes, -methylstyrene)",,1.05E-09,1.05E-09,1.05E-09,1436955031,8.04E+10,1.05E+11,1.51E+00,8.44E+01,1.10E+02,
"1,4-Polyisoprene (cis and trans)(Latex)",fragment,"1,4-polyisoprene (cis and trans)(latex)",fragment,UNB-1-15-20-1000um_C_2,Upper Newport Bay,UNB-1,UNB-1-15-20,2,gray,,Non-Fiber,1.69,1.372,0,1.69,1605.5,1690,1774.5,1303.4,1372,1440.6,16.9,853.45,1440.6,"polydienes (butadienes, isoprenes)","1,4-polyisoprene (cis and trans)(latex)",8.72E-10,9.05E-10,9.38E-10,35365087,1978877446,3682670175,3.08E-02,1.79E+00,3.45E+00,
ABS,fragment,acrylonitrile butadiene styrene (abs),fragment,UNB-1-05-10-500um_B_18,Upper Newport Bay,UNB-1,UNB-1-05-10,18,black,,Non-Fiber,0.68,0.362,0,0.68,646,680,714,343.9,362,380.1,6.8,343.4,380.1,"polystyrenes (polyphenylethylenes, -methylstyrene)",acrylonitrile butadiene styrene (abs),1.11E-09,1.11E-09,1.11E-09,1510683.92,84531344,103155871,1.68E-03,9.38E-02,1.15E-01,
ABS,fragment,acrylonitrile butadiene styrene (abs),fragment,UNB-1-25-30-1000um_A_6,Upper Newport Bay,UNB-1,UNB-1-25-30,6,green,,Non-Fiber,2.91,2.361,0,2.91,2764.5,2910,3055.5,2242.95,2361,2479.05,29.1,1469.55,2479.05,"polystyrenes (polyphenylethylenes, -methylstyrene)",acrylonitrile butadiene styrene (abs),1.11E-09,1.11E-09,1.11E-09,180438487,1.01E+10,1.88E+10,2.00E-01,1.12E+01,2.08E+01,
ABS,fragment,acrylonitrile butadiene styrene (abs),fragment,UNB-2-25-30-1000um_A_26,Upper Newport Bay,UNB-2,UNB-2-25-30,26,white,,Non-Fiber,3.665,1.333,0,3.665,3481.75,3665,3848.25,1266.35,1333,1399.65,36.65,684.825,1333,"polystyrenes (polyphenylethylenes, -methylstyrene)",acrylonitrile butadiene styrene (abs),1.11E-09,1.11E-09,1.11E-09,161594032,3345674872,7179808749,1.79E-01,3.71E+00,7.97E+00,
CA,fragment,cellulose acetate,fragment,UNB-2-00-05-1000um_B_19,Upper Newport Bay,UNB-2,UNB-2-00-05,19,white,,Non-Fiber,2.27,0.458,0,2.27,2156.5,2270,2383.5,435.1,458,480.9,22.7,240.35,458,cellulose derivatives (ether cellulose),cellulose acetate,1.27E-09,1.30E-09,1.33E-09,21299254.5,249882281,524971119,2.71E-02,3.25E-01,6.98E-01,
CA,fragment,cellulose acetate,fragment,UNB-2-00-05-1000um_B_21,Upper Newport Bay,UNB-2,UNB-2-00-05,21,white,,Non-Fiber,4.048,2.328,0,4.048,3845.6,4048,4250.4,2211.6,2328,2444.4,40.48,2044.24,2444.4,cellulose derivatives (ether cellulose),cellulose acetate,1.27E-09,1.30E-09,1.33E-09,344279524,1.93E+10,2.54E+10,4.37E-01,2.50E+01,3.38E+01,
CA,fragment,cellulose acetate,fragment,UNB-2-00-05-500um_A_1,Upper Newport Bay,UNB-2,UNB-2-00-05,1,white,,Non-Fiber,0.862,0.681,0,0.862,818.9,862,905.1,646.95,681,715.05,8.62,435.31,715.05,cellulose derivatives (ether cellulose),cellulose acetate,1.27E-09,1.30E-09,1.33E-09,4566767,255536547,462774464,5.80E-03,3.32E-01,6.15E-01,
CA,fragment,cellulose acetate,fragment,UNB-2-05-10-500um_A_36,Upper Newport Bay,UNB-2,UNB-2-05-10,36,white,,Non-Fiber,1.152,0.839,0,1.152,1094.4,1152,1209.6,797.05,839,880.95,11.52,581.76,880.95,cellulose derivatives (ether cellulose),cellulose acetate,1.27E-09,1.30E-09,1.33E-09,10048798.3,562287329,938737783,1.28E-02,7.31E-01,1.25E+00,
CA,fragment,cellulose acetate,fragment,UNB-2-05-10-500um_A_59,Upper Newport Bay,UNB-2,UNB-2-05-10,59,white,,Non-Fiber,1.751,0.388,0,1.751,1663.45,1751,1838.55,368.6,388,407.4,17.51,202.755,388,cellulose derivatives (ether cellulose),cellulose acetate,1.27E-09,1.30E-09,1.33E-09,10736215.7,137749314,290621805,1.36E-02,1.79E-01,3.87E-01,
CA,fragment,cellulose acetate,fragment,UNB-2-15-20-500um_A_8,Upper Newport Bay,UNB-2,UNB-2-15-20,8,pink,,Non-Fiber,1.572,0.958,0,1.572,1493.4,1572,1650.6,910.1,958,1005.9,15.72,793.86,1005.9,cellulose derivatives (ether cellulose),cellulose acetate,1.27E-09,1.30E-09,1.33E-09,21365733.3,1195534107,1670134537,2.71E-02,1.55E+00,2.22E+00,
CA,fragment,cellulose acetate,fragment,UNB-2-25-30-500um_A_45,Upper Newport Bay,UNB-2,UNB-2-25-30,45,clear,,Non-Fiber,1.651,0.861,0,1.651,1568.45,1651,1733.55,817.95,861,904.05,16.51,833.755,904.05,cellulose derivatives (ether cellulose),cellulose acetate,1.27E-09,1.30E-09,1.33E-09,21180904.8,1185191904,1416841514,2.69E-02,1.54E+00,1.88E+00,
CA,fragment,cellulose acetate,fragment,UNB-3-15-20-1000um_C_2,Upper Newport Bay,UNB-3,UNB-3-15-20,2,yellow,,Non-Fiber,3.4,2.394,0,3.4,3230,3400,3570,2274.3,2394,2513.7,34,1717,2513.7,cellulose derivatives (ether cellulose),cellulose acetate,1.27E-09,1.30E-09,1.33E-09,249763626,1.40E+10,2.26E+10,3.17E-01,1.82E+01,3.00E+01,
EVA,fragment,ethylene-vinyl acetate,fragment,UNB-2-00-05-1000um_B_24,Upper Newport Bay,UNB-2,UNB-2-00-05,24,white,,Non-Fiber,5.051,2.76,0,5.051,4798.45,5051,5303.55,2622,2760,2898,50.51,2550.755,2898,cellulose derivatives (ether cellulose),ethylene-vinyl acetate,9.31E-10,9.39E-10,9.47E-10,635493378,3.56E+10,4.45E+10,5.92E-01,3.34E+01,4.22E+01,
EVA,fragment,ethylene-vinyl acetate,fragment,UNB-3-05-10-1000um_C_3,Upper Newport Bay,UNB-3,UNB-3-05-10,3,clear,,Non-Fiber,2.719,2.072,0,2.719,2583.05,2719,2854.95,1968.4,2072,2175.6,27.19,1373.095,2175.6,cellulose derivatives (ether cellulose),ethylene-vinyl acetate,9.31E-10,9.39E-10,9.47E-10,138246892,7735698672,1.35E+10,1.29E-01,7.26E+00,1.28E+01,
EVA,fragment,ethylene-vinyl acetate,fragment,UNB-3-15-20-1000um_C_12,Upper Newport Bay,UNB-3,UNB-3-15-20,12,clear,,Non-Fiber,2.172,1.39,0,2.172,2063.4,2172,2280.6,1320.5,1390,1459.5,21.72,1096.86,1459.5,cellulose derivatives (ether cellulose),ethylene-vinyl acetate,9.31E-10,9.39E-10,9.47E-10,59180911.9,3311508089,4857997854,5.51E-02,3.11E+00,4.60E+00,
EVA,fragment,ethylene-vinyl acetate,fragment,UNB-3-15-20-1000um_E_2,Upper Newport Bay,UNB-3,UNB-3-15-20,2,clear,,Non-Fiber,1.315,0.816,0,1.315,1249.25,1315,1380.75,775.2,816,856.8,13.15,664.075,856.8,cellulose derivatives (ether cellulose),ethylene-vinyl acetate,9.31E-10,9.39E-10,9.47E-10,12734704.6,712579038,1013617191,1.19E-02,6.69E-01,9.60E-01,
EVA,fragment,ethylene-vinyl acetate,fragment,UNB-2-00-05-500um_A_53,Upper Newport Bay,UNB-2,UNB-2-00-05,53,pink,,Non-Fiber,0.96,0.607,0,0.96,912,960,1008,576.65,607,637.35,9.6,484.8,637.35,poly(ethylene),ethylene-vinyl acetate,9.31E-10,9.39E-10,9.47E-10,5048686.08,282502656,409464743,4.70E-03,2.65E-01,3.88E-01,
EVA,fragment,ethylene-vinyl acetate,fragment,UNB-1-05-10-500um_B_41,Upper Newport Bay,UNB-1,UNB-1-05-10,41,white,,Non-Fiber,0.494,0.352,0,0.494,469.3,494,518.7,334.4,352,369.6,4.94,249.47,369.6,"polydienes (butadienes, isoprenes)",ethylene-vinyl acetate,9.31E-10,9.39E-10,9.47E-10,775253.565,43379839.4,70856577.8,7.22E-04,4.07E-02,6.71E-02,
EVA,fragment,ethylene-vinyl acetate,fragment,UNB-2-05-10-1000um_B_41,Upper Newport Bay,UNB-2,UNB-2-05-10,41,green,,Non-Fiber,2.216,1.6,0,2.216,2105.2,2216,2326.8,1520,1600,1680,22.16,1119.08,1680,"polydienes (butadienes, isoprenes)",ethylene-vinyl acetate,9.31E-10,9.39E-10,9.47E-10,70909872.6,3967810048,6567160320,6.60E-02,3.73E+00,6.22E+00,
EVA,fragment,ethylene-vinyl acetate,fragment,UNB-3-10-15-1000um_C_17,Upper Newport Bay,UNB-3,UNB-3-10-15,17,clear,,Non-Fiber,1.962,1.527,0,1.962,1863.9,1962,2060.1,1450.65,1527,1603.35,19.62,990.81,1603.35,"polydienes (butadienes, isoprenes)",ethylene-vinyl acetate,9.31E-10,9.39E-10,9.47E-10,53049861.4,2968440999,5295963391,4.94E-02,2.79E+00,5.02E+00,
EVA,fragment,ethylene-vinyl acetate,fragment,UNB-2-10-15-500um_A_37,Upper Newport Bay,UNB-2,UNB-2-10-15,37,clear,,Non-Fiber,0.962,0.807,0,0.962,913.9,962,1010.1,766.65,807,847.35,9.62,485.81,847.35,polyhaloolefins (vinylhalides),ethylene-vinyl acetate,9.31E-10,9.39E-10,9.47E-10,6740170.6,377150821,725253843,6.28E-03,3.54E-01,6.87E-01,
EVA,fragment,ethylene-vinyl acetate,fragment,UNB-3-05-10-1000um_E_20,Upper Newport Bay,UNB-3,UNB-3-05-10,20,clear,,Non-Fiber,5.533,2.844,0,5.533,5256.35,5533,5809.65,2701.8,2844,2986.2,55.33,2794.165,2986.2,polyhaloolefins (vinylhalides),ethylene-vinyl acetate,9.31E-10,9.39E-10,9.47E-10,785774884,4.40E+10,5.18E+10,7.32E-01,4.13E+01,4.91E+01,
EVA,fragment,ethylene-vinyl acetate,fragment,UNB-3-05-10-1000um_E_6,Upper Newport Bay,UNB-3,UNB-3-05-10,6,white,,Non-Fiber,4.881,2.32,0,4.881,4636.95,4881,5125.05,2204,2320,2436,48.81,1184.405,2320,polyhaloolefins (vinylhalides),ethylene-vinyl acetate,9.31E-10,9.39E-10,9.47E-10,498830283,1.34E+10,2.90E+10,4.64E-01,1.26E+01,2.74E+01,
EVA,fragment,ethylene-vinyl acetate,fragment,UNB-3-15-20-1000um_E_5,Upper Newport Bay,UNB-3,UNB-3-15-20,5,clear,,Non-Fiber,1.692,1.212,0,1.692,1607.4,1692,1776.6,1151.4,1212,1272.6,16.92,854.46,1272.6,polyhaloolefins (vinylhalides),ethylene-vinyl acetate,9.31E-10,9.39E-10,9.47E-10,31314865.3,1752244540,2877222816,2.92E-02,1.65E+00,2.72E+00,
EVA,fragment,ethylene-vinyl acetate,fragment,UNB-3-00-05-1000um_B_13,Upper Newport Bay,UNB-3,UNB-3-00-05,13,white,,Non-Fiber,1.801,0.531,0,1.801,1710.95,1801,1891.05,504.45,531,557.55,18.01,274.505,531,Unknown,ethylene-vinyl acetate,9.31E-10,9.39E-10,9.47E-10,15544228,262517641,559862467,1.45E-02,2.47E-01,5.30E-01,
Nylon 11 - Poly(undecano-11-lactam),fragment,nylon 11 - poly(undecano-11-lactam),fragment,UNB-3-30-35-500um_B_5,Upper Newport Bay,UNB-3,UNB-3-30-35,5,yellow,,Non-Fiber,1.249,0.516,0,1.249,1186.55,1249,1311.45,490.2,516,541.8,12.49,264.245,516,poly(acrylamide/amid)s,nylon 11 - poly(undecano-11-lactam),1.08E-09,1.10E-09,1.12E-09,7264768.66,170301675,366640503,7.85E-03,1.87E-01,4.11E-01,
Nylon 6 - Poly(caprolactam),fragment,nylon 6 - poly(caprolactam),fragment,UNB-3-20-25-1000um_C_4,Upper Newport Bay,UNB-3,UNB-3-20-25,4,yellow,,Non-Fiber,3.645,0.716,0,3.645,3462.75,3645,3827.25,680.2,716,751.8,36.45,376.225,716,poly(acrylamide/amid)s,nylon 6 - poly(caprolactam),1.30E-09,1.30E-09,1.30E-09,85852964.9,981879530,2060165810,1.12E-01,1.28E+00,2.68E+00,
Nylon 6 - Poly(caprolactam),fragment,nylon 6 - poly(caprolactam),fragment,UNB-3-25-30-500um_B_27,Upper Newport Bay,UNB-3,UNB-3-25-30,27,yellow,,Non-Fiber,2.64,1.422,0,2.64,2508,2640,2772,1350.9,1422,1493.1,26.4,1333.2,1493.1,poly(acrylamide/amid)s,nylon 6 - poly(caprolactam),1.30E-09,1.30E-09,1.30E-09,89444710.1,5004939456,6.18E+09,1.16E-01,6.51E+00,8.03E+00,
Nylon 6 - Poly(caprolactam),fragment,nylon 6 - poly(caprolactam),fragment,UNB-3-25-30-500um_B_34,Upper Newport Bay,UNB-3,UNB-3-25-30,34,yellow,,Non-Fiber,2.185,0.844,0,2.185,2075.75,2185,2294.25,801.8,844,886.2,21.85,432.925,844,poly(acrylamide/amid)s,nylon 6 - poly(caprolactam),1.30E-09,1.30E-09,1.30E-09,36365749.2,798374310,1715990711,4.73E-02,1.04E+00,2.23E+00,
Nylon 6 - Poly(caprolactam),fragment,nylon 6 - poly(caprolactam),fragment,UNB-3-30-35-500um_A_23,Upper Newport Bay,UNB-3,UNB-3-30-35,23,yellow,,Non-Fiber,4.91,1.147,0,4.91,4664.5,4910,5155.5,1089.65,1147,1204.35,49.1,598.05,1147,poly(acrylamide/amid)s,nylon 6 - poly(caprolactam),1.30E-09,1.30E-09,1.30E-09,249559216,3368080049,7121753309,3.24E-01,4.38E+00,9.26E+00,
Nylon 6 - Poly(caprolactam),fragment,nylon 6 - poly(caprolactam),fragment,UNB-3-30-35-500um_A_34,Upper Newport Bay,UNB-3,UNB-3-30-35,34,yellow,,Non-Fiber,3.887,1.259,0,3.887,3692.65,3887,4081.35,1196.05,1259,1321.95,38.87,648.935,1259,poly(acrylamide/amid)s,nylon 6 - poly(caprolactam),1.30E-09,1.30E-09,1.30E-09,171673010,3175714624,6792733856,2.23E-01,4.13E+00,8.83E+00,
Nylon 6 - Poly(caprolactam),fragment,nylon 6 - poly(caprolactam),fragment,UNB-3-30-35-500um_A_37,Upper Newport Bay,UNB-3,UNB-3-30-35,37,yellow,,Non-Fiber,2.468,0.549,0,2.468,2344.6,2468,2591.4,521.55,549,576.45,24.68,286.84,549,poly(acrylamide/amid)s,nylon 6 - poly(caprolactam),1.30E-09,1.30E-09,1.30E-09,30179348.9,388648695,820103079,3.92E-02,5.05E-01,1.07E+00,
Nylon 6 - Poly(caprolactam),fragment,nylon 6 - poly(caprolactam),fragment,UNB-3-30-35-500um_B_3,Upper Newport Bay,UNB-3,UNB-3-30-35,3,brown,,Non-Fiber,5.877,1.721,0,5.877,5583.15,5877,6170.85,1634.95,1721,1807.05,58.77,889.885,1721,poly(acrylamide/amid)s,nylon 6 - poly(caprolactam),1.30E-09,1.30E-09,1.30E-09,536462615,9000578984,1.92E+10,6.97E-01,1.17E+01,2.49E+01,
"Nylon 6,12 - Poly(hexamethylene dodecanediamide)",fragment,"nylon 6,12 - poly(hexamethylene dodecanediamide)",fragment,UNB-1-05-10-1000um_A_17,Upper Newport Bay,UNB-1,UNB-1-05-10,17,blue,,Non-Fiber,2.371,1.215,0,2.371,2252.45,2371,2489.55,1154.25,1215,1275.75,23.71,1197.355,1275.75,poly(acrylamide/amid)s,"nylon 6,12 - poly(hexamethylene dodecanediamide)",1.24E-09,1.25E-09,1.26E-09,61643401.7,3449298377,4051837383,7.64E-02,4.31E+00,5.11E+00,
"Nylon 6,12 - Poly(hexamethylene dodecanediamide)",fragment,"nylon 6,12 - poly(hexamethylene dodecanediamide)",fragment,UNB-3-20-25-1000um_A_16,Upper Newport Bay,UNB-3,UNB-3-20-25,16,yellow,,Non-Fiber,1.616,0.849,0,1.616,1535.2,1616,1696.8,806.55,849,891.45,16.16,816.08,891.45,poly(acrylamide/amid)s,"nylon 6,12 - poly(hexamethylene dodecanediamide)",1.24E-09,1.25E-09,1.26E-09,20009563.4,1119648703,1348418288,2.48E-02,1.40E+00,1.70E+00,
"Nylon 6,6 - Poly(hexamethylene adipamide)",fragment,"nylon 6,6 - poly(hexamethylene adipamide)",fragment,UNB-1-10-15-500um_D_4,Upper Newport Bay,UNB-1,UNB-1-10-15,4,clear,,Non-Fiber,2.34,0.253,0,2.34,2223,2340,2457,240.35,253,265.65,23.4,138.2,253,poly(acrylamide/amid)s,"nylon 6,6 - poly(hexamethylene adipamide)",1.33E-09,1.33E-09,1.33E-09,12502574.4,81817164,165133619,1.66E-02,1.09E-01,2.20E-01,
"Nylon 6,6 - Poly(hexamethylene adipamide)",fragment,"nylon 6,6 - poly(hexamethylene adipamide)",fragment,UNB-2-20-25-1000um_B_13,Upper Newport Bay,UNB-2,UNB-2-20-25,13,gray,,Non-Fiber,1.339,0.745,0,1.339,1272.05,1339,1405.95,707.75,745,782.25,13.39,676.195,782.25,poly(acrylamide/amid)s,"nylon 6,6 - poly(hexamethylene adipamide)",1.33E-09,1.33E-09,1.33E-09,12054928.5,674541703,860321982,1.60E-02,8.97E-01,1.14E+00,
"Nylon 6,6 - Poly(hexamethylene adipamide)",fragment,"nylon 6,6 - poly(hexamethylene adipamide)",fragment,UNB-3-20-25-1000um_B_14,Upper Newport Bay,UNB-3,UNB-3-20-25,14,yellow,,Non-Fiber,5.039,1.353,0,5.039,4787.05,5039,5290.95,1285.35,1353,1420.65,50.39,701.695,1353,poly(acrylamide/amid)s,"nylon 6,6 - poly(hexamethylene adipamide)",1.33E-09,1.33E-09,1.33E-09,310051419,4783993015,1.02E+10,4.12E-01,6.36E+00,1.35E+01,
"Nylon 6,6 - Poly(hexamethylene adipamide)",fragment,"nylon 6,6 - poly(hexamethylene adipamide)",fragment,UNB-3-20-25-1000um_B_9,Upper Newport Bay,UNB-3,UNB-3-20-25,9,yellow,,Non-Fiber,7.5,1.032,0,7.5,7125,7500,7875,980.4,1032,1083.6,75,553.5,1032,poly(acrylamide/amid)s,"nylon 6,6 - poly(hexamethylene adipamide)",1.33E-09,1.33E-09,1.33E-09,523901250,4284090000,8806417200,6.97E-01,5.70E+00,1.17E+01,
"Nylon 6,6 - Poly(hexamethylene adipamide)",fragment,"nylon 6,6 - poly(hexamethylene adipamide)",fragment,UNB-3-20-25-1000um_C_3,Upper Newport Bay,UNB-3,UNB-3-20-25,3,yellow,,Non-Fiber,4.919,2.004,0,4.919,4673.05,4919,5164.95,1903.8,2004,2104.2,49.19,1026.595,2004,poly(acrylamide/amid)s,"nylon 6,6 - poly(hexamethylene adipamide)",1.33E-09,1.33E-09,1.33E-09,437621422,1.01E+10,2.18E+10,5.82E-01,1.35E+01,2.90E+01,
"Nylon 6,6 - Poly(hexamethylene adipamide)",fragment,"nylon 6,6 - poly(hexamethylene adipamide)",fragment,UNB-3-25-30-1000um_A_1,Upper Newport Bay,UNB-3,UNB-3-25-30,1,white,,Non-Fiber,2.011,0.703,0,2.011,1910.45,2011,2111.55,667.85,703,738.15,20.11,361.555,703,poly(acrylamide/amid)s,"nylon 6,6 - poly(hexamethylene adipamide)",1.33E-09,1.33E-09,1.33E-09,25658229,511142235,1095724365,3.41E-02,6.80E-01,1.46E+00,
