Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg),OS_Plastic_Not
NA,fragment,,fragment,UNB-3-50-55-250um_A_30,Upper Newport Bay,UNB-3,UNB-3-50-55,30,,not plastic,,1.147,0.525,0,1.147,1089.65,1147,1204.35,498.75,525,551.25,11.47,268.235,525,,,1.12E-09,1.16E-09,1.30E-09,6233519.89,161524411,348546417,6.98E-03,1.87E-01,4.53E-01,Not
NA,fragment,,fragment,UNB-3-50-55-250um_A_6,Upper Newport Bay,UNB-3,UNB-3-50-55,6,,not plastic,,0.841,0.442,0,0.841,798.95,841,883.05,419.9,442,464.1,8.41,424.705,464.1,,,1.12E-09,1.16E-09,1.30E-09,2821379.27,157872192,190199089,3.16E-03,1.83E-01,2.47E-01,Not
NA,fragment,,fragment,UNB-2-05-10-250um_B_3,Upper Newport Bay,UNB-2,UNB-2-05-10,3,,not plastic,,0.0007512,0,0.0007512,0.0007512,0.71364,0.7512,0.78876,0,0,0,0,0,0,,,1.12E-09,1.16E-09,1.30E-09,0,0,0,0.00E+00,0.00E+00,0.00E+00,Not
NA,fragment,,fragment,UNB-2-00-05-500um_D_74,Upper Newport Bay,UNB-2,UNB-2-00-05,74,,not plastic,,0.128,0,0.125,0.128,121.6,128,134.4,0,0,0,0,0,0,,,1.12E-09,1.16E-09,1.30E-09,0,0,0,0.00E+00,0.00E+00,0.00E+00,Not
NA,fragment,,fragment,UNB-3-45-50-250um_A_29,Upper Newport Bay,UNB-3,UNB-3-45-50,29,,not plastic,,0.224,0,0.224,0.224,212.8,224,235.2,0,0,0,0,0,0,,,1.12E-09,1.16E-09,1.30E-09,0,0,0,0.00E+00,0.00E+00,0.00E+00,Not
NA,fragment,,fragment,UNB-3-45-50-250um_A_21,Upper Newport Bay,UNB-3,UNB-3-45-50,21,,not plastic,,0.361,0.002,0.361,0.361,342.95,361,379.05,1.9,2,2.1,1.9,2,2.10E+00,,,1.12E-09,1.16E-09,1.30E-09,1238.0495,1444,1671.6105,1.39E-06,1.68E-06,2.17E-06,Not
NA,fragment,,fragment,UNB-3-45-50-250um_A_20,Upper Newport Bay,UNB-3,UNB-3-45-50,20,black,not plastic,,0.371,0.019,0.376,0.371,352.45,371,389.55,18.05,19,19.95,3.71,11.355,19,,,1.12E-09,1.16E-09,1.30E-09,23601.9905,80041.395,147658.928,2.64E-05,9.28E-05,1.92E-04,Not
NA,fragment,,fragment,UNB-3-45-50-250um_A_24,Upper Newport Bay,UNB-3,UNB-3-45-50,24,,not plastic,,0.385,0,0.385,0.385,365.75,385,404.25,0,0,0,0,0,0,,,1.12E-09,1.16E-09,1.30E-09,0,0,0,0.00E+00,0.00E+00,0.00E+00,Not
NA,fragment,,fragment,UNB-3-45-50-250um_A_23,Upper Newport Bay,UNB-3,UNB-3-45-50,23,,not plastic,,0.425,0,0.425,0.425,403.75,425,446.25,0,0,0,0,0,0,,,1.12E-09,1.16E-09,1.30E-09,0,0,0,0.00E+00,0.00E+00,0.00E+00,Not
NA,fragment,,fragment,UNB-3-00-05-500um_A_55,Upper Newport Bay,UNB-3,UNB-3-00-05,55,gray,not plastic,,0.272,0.12,0.462,0.272,258.4,272,285.6,114,120,126,2.72,61.36,120,,,1.12E-09,1.16E-09,1.30E-09,80124.672,2002790.4,4318272,8.97E-05,2.32E-03,5.61E-03,Not
NA,fragment,,fragment,UNB-3-30-35-250um_B_7,Upper Newport Bay,UNB-3,UNB-3-30-35,7,gray,not plastic,,0.258,0.064,0.465,0.258,245.1,258,270.9,60.8,64,67.2,2.58,33.29,64,,,1.12E-09,1.16E-09,1.30E-09,38447.3664,549684.48,1165086.72,4.31E-05,6.38E-04,1.51E-03,Not
NA,fragment,,fragment,UNB-3-45-50-250um_A_22,Upper Newport Bay,UNB-3,UNB-3-45-50,22,,not plastic,,0.513,0,0.513,0.513,487.35,513,538.65,0,0,0,0,0,0,,,1.12E-09,1.16E-09,1.30E-09,0,0,0,0.00E+00,0.00E+00,0.00E+00,Not
NA,fragment,,fragment,UNB-3-15-20-1000um_B_13,Upper Newport Bay,UNB-3,UNB-3-15-20,13,n/a,not plastic,,0.502,0.058,0.545,0.502,476.9,502,527.1,55.1,58,60.9,5.02,31.51,58,,,1.12E-09,1.16E-09,1.30E-09,131911.494,917445.16,1861822.62,1.48E-04,1.06E-03,2.42E-03,Not
NA,fragment,,fragment,UNB-2-15-20-1000um_A_14,Upper Newport Bay,UNB-2,UNB-2-15-20,14,red,not plastic,,0.519,0.054,0.548,0.519,493.05,519,544.95,51.3,54,56.7,5.19,29.595,54,,,1.12E-09,1.16E-09,1.30E-09,131273.083,829429.47,1668527.91,1.47E-04,9.62E-04,2.17E-03,Not
NA,fragment,,fragment,UNB-3-40-45-250um_A_9,Upper Newport Bay,UNB-3,UNB-3-40-45,9,,not plastic,,0.572,0.08,0.6,0.572,543.4,572,600.6,76,80,84,5.72,42.86,80,,,1.12E-09,1.16E-09,1.30E-09,236226.848,1961273.6,4036032,2.65E-04,2.28E-03,5.25E-03,Not
NA,fragment,,fragment,UNB-2-05-10-500um_C_59,Upper Newport Bay,UNB-2,UNB-2-05-10,59,none,not plastic,,0.59,0.037,0.602,0.59,560.5,590,619.5,35.15,37,38.85,5.9,21.45,37,,,1.12E-09,1.16E-09,1.30E-09,116239.293,468253.5,890500.275,1.30E-04,5.43E-04,1.16E-03,Not
NA,fragment,,fragment,UNB-3-40-45-250um_A_31,Upper Newport Bay,UNB-3,UNB-3-40-45,31,,not plastic,,0.643,0.137,0.706,0.643,610.85,643,675.15,130.15,137,143.85,6.43,71.715,137,,,1.12E-09,1.16E-09,1.30E-09,511198.68,6317446.07,13305484.9,5.73E-04,7.33E-03,1.73E-02,Not
NA,fragment,,fragment,UNB-1-15-20-500um_C_14,Upper Newport Bay,UNB-1,UNB-1-15-20,14,brown,not plastic,,0.723,0.07,0.743,0.723,686.85,723,759.15,66.5,70,73.5,7.23,38.615,70,,,1.12E-09,1.16E-09,1.30E-09,330234.046,1954305.15,3905826.75,3.70E-04,2.27E-03,5.08E-03,Not
NA,fragment,,fragment,UNB-2-05-10-500um_B_40,Upper Newport Bay,UNB-2,UNB-2-05-10,40,red,not plastic,,0.73,0.045,0.746,0.73,693.5,730,766.5,42.75,45,47.25,7.3,26.15,45,,,1.12E-09,1.16E-09,1.30E-09,216424.013,859027.5,1629770.63,2.42E-04,9.96E-04,2.12E-03,Not
NA,fragment,,fragment,UNB-3-40-45-250um_A_10,Upper Newport Bay,UNB-3,UNB-3-40-45,10,,not plastic,,0.794,0.077,0.811,0.794,754.3,794,833.7,73.15,77,80.85,7.94,42.47,77,,,1.12E-09,1.16E-09,1.30E-09,438105.737,2596530.86,5190157.67,4.91E-04,3.01E-03,6.75E-03,Not
NA,fragment,,fragment,UNB-2-10-15-1000um_D_7,Upper Newport Bay,UNB-2,UNB-2-10-15,7,gray,not plastic,,0.726,0.161,0.825,0.726,689.7,726,762.3,152.95,161,169.05,7.26,84.13,161,,,1.12E-09,1.16E-09,1.30E-09,765854.605,9833619.18,20747557.2,8.58E-04,1.14E-02,2.70E-02,Not
NA,fragment,,fragment,UNB-2-05-10-250um_H_34,Upper Newport Bay,UNB-2,UNB-2-05-10,34,,not plastic,,0.667,0.177,0.832,0.667,633.65,667,700.35,168.15,177,185.85,6.67,91.835,177,,,1.12E-09,1.16E-09,1.30E-09,710676.811,10841948.3,23038328.4,7.96E-04,1.26E-02,2.99E-02,Not
NA,fragment,,fragment,UNB-3-25-30-250um_G_33,Upper Newport Bay,UNB-3,UNB-3-25-30,33,white,not plastic,,0.807,0.118,0.876,0.807,766.65,807,847.35,112.1,118,123.9,8.07,63.035,118,,,1.12E-09,1.16E-09,1.30E-09,693547.623,6002570.91,12388426.5,7.77E-04,6.96E-03,1.61E-02,Not
NA,fragment,,fragment,UNB-3-00-05-500um_A_11,Upper Newport Bay,UNB-3,UNB-3-00-05,11,black,not plastic,,0.848,0.098,0.917,0.848,805.6,848,890.4,93.1,98,102.9,8.48,53.24,98,,,1.12E-09,1.16E-09,1.30E-09,636011.533,4424456.96,8978971.68,7.12E-04,5.13E-03,1.17E-02,Not
NA,fragment,,fragment,UNB-2-10-15-1000um_C_19,Upper Newport Bay,UNB-2,UNB-2-10-15,19,black,not plastic,,0.912,0.034,0.924,0.912,866.4,912,957.6,32.3,34,35.7,9.12,21.56,34,,,1.12E-09,1.16E-09,1.30E-09,255220.646,668532.48,1162334.88,2.86E-04,7.75E-04,1.51E-03,Not
NA,fragment,,fragment,UNB-2-10-15-1000um_D_14,Upper Newport Bay,UNB-2,UNB-2-10-15,14,purple,not plastic,,0.9,0.047,0.938,0.9,855,900,945,44.65,47,49.35,9,28,47,,,1.12E-09,1.16E-09,1.30E-09,343581.75,1184400,2191880.25,3.85E-04,1.37E-03,2.85E-03,Not
NA,fragment,,fragment,UNB-3-40-45-250um_A_34,Upper Newport Bay,UNB-3,UNB-3-40-45,34,,not plastic,,0.866,0.173,0.941,0.866,822.7,866,909.3,164.35,173,181.65,8.66,90.83,173,,,1.12E-09,1.16E-09,1.30E-09,1170925.05,13607968.9,28575161.7,1.31E-03,1.58E-02,3.71E-02,Not
NA,fragment,,fragment,UNB-2-10-15-1000um_D_6,Upper Newport Bay,UNB-2,UNB-2-10-15,6,black,not plastic,,0.59,0.328,0.943,0.59,560.5,590,619.5,311.6,328,344.4,5.9,297.95,344.4,,,1.12E-09,1.16E-09,1.30E-09,1030445.62,57659284,73479737.5,1.15E-03,6.69E-02,9.55E-02,Not
NA,fragment,,fragment,UNB-2-05-10-500um_C_33,Upper Newport Bay,UNB-2,UNB-2-05-10,33,pink,not plastic,,0.827,0.239,1,0.827,785.65,827,868.35,227.05,239,250.95,8.27,123.635,239,,,1.12E-09,1.16E-09,1.30E-09,1475217.75,24436828.7,52081071.4,1.65E-03,2.83E-02,6.77E-02,Not
NA,fragment,,fragment,UNB-2-10-15-500um_A_74,Upper Newport Bay,UNB-2,UNB-2-10-15,74,,not plastic,,0.916,0.143,1.006,0.916,870.2,916,961.8,135.85,143,150.15,9.16,76.08,143,,,1.12E-09,1.16E-09,1.30E-09,1082864.7,9965567.04,20651240.6,1.21E-03,1.16E-02,2.68E-02,Not
NA,fragment,,fragment,UNB-3-15-20-250um_D_57,Upper Newport Bay,UNB-3,UNB-3-15-20,57,brown,not plastic,,0.689,0.183,1.037,0.689,654.55,689,723.45,173.85,183,192.15,6.89,94.945,183,,,1.12E-09,1.16E-09,1.30E-09,784037.336,11971330.2,25438997.9,8.78E-04,1.39E-02,3.31E-02,Not
NA,fragment,,fragment,UNB-3-40-45-250um_A_28,Upper Newport Bay,UNB-3,UNB-3-40-45,28,,not plastic,,0.85,0.152,1.073,0.85,807.5,850,892.5,144.4,152,159.6,8.5,80.25,152,,,1.12E-09,1.16E-09,1.30E-09,991125.5,10368300,21651336,1.11E-03,1.20E-02,2.81E-02,Not
NA,fragment,,fragment,UNB-3-40-45-250um_A_6,Upper Newport Bay,UNB-3,UNB-3-40-45,6,,not plastic,,0.713,0.35,1.082,0.713,677.35,713,748.65,332.5,350,367.5,7.13,178.565,350,,,1.12E-09,1.16E-09,1.30E-09,1605810.58,44560895.8,96295106.3,1.80E-03,5.17E-02,1.25E-01,Not
NA,fragment,,fragment,UNB-2-10-15-1000um_D_30,Upper Newport Bay,UNB-2,UNB-2-10-15,30,translucent,not plastic,,1.083,0.057,1.11,1.083,1028.85,1083,1137.15,54.15,57,59.85,10.83,33.915,57,,,1.12E-09,1.16E-09,1.30E-09,603363.424,2093606.87,3879330.37,6.76E-04,2.43E-03,5.04E-03,Not
NA,fragment,,fragment,UNB-3-20-25-250um_B_2,Upper Newport Bay,UNB-3,UNB-3-20-25,2,black,not plastic,,0.65,0.257,1.114,0.65,617.5,650,682.5,244.15,257,269.85,6.5,131.75,257,,,1.12E-09,1.16E-09,1.30E-09,979957.063,22008837.5,47332364.6,1.10E-03,2.55E-02,6.15E-02,Not
NA,fragment,,fragment,UNB-2-15-20-1000um_A_11,Upper Newport Bay,UNB-2,UNB-2-15-20,11,red,not plastic,,1.064,0.18,1.149,1.064,1010.8,1064,1117.2,171,180,189,10.64,95.32,180,,,1.12E-09,1.16E-09,1.30E-09,1839089.95,18255686.4,38007144,2.06E-03,2.12E-02,4.94E-02,Not
NA,fragment,,fragment,UNB-3-15-20-500um_A_18,Upper Newport Bay,UNB-3,UNB-3-15-20,18,black,not plastic,,0.515,0.234,1.158,0.515,489.25,515,540.75,222.3,234,245.7,5.15,119.575,234,,,1.12E-09,1.16E-09,1.30E-09,560115.416,14409983.3,31089772.4,6.27E-04,1.67E-02,4.04E-02,Not
NA,fragment,,fragment,UNB-1-15-20-250um_A_40,Upper Newport Bay,UNB-1,UNB-1-15-20,40,orange,not plastic,,1.153,0.088,1.187,1.153,1095.35,1153,1210.65,83.6,88,92.4,11.53,49.765,88,,,1.12E-09,1.16E-09,1.30E-09,1055816.63,5049355.96,9844037.28,1.18E-03,5.86E-03,1.28E-02,Not
NA,fragment,,fragment,UNB-3-20-25-500um_B_14,Upper Newport Bay,UNB-3,UNB-3-20-25,14,brown,not plastic,,0.604,0.098,1.2,0.604,573.8,604,634.2,93.1,98,102.9,6.04,52.02,98,,,1.12E-09,1.16E-09,1.30E-09,322661.511,3079167.84,6395399.64,3.61E-04,3.57E-03,8.31E-03,Not
NA,fragment,,fragment,UNB-3-35-40-1000um_A_16,Upper Newport Bay,UNB-3,UNB-3-35-40,16,clear,not plastic,,0.53,0.457,1.225,0.53,503.5,530,556.5,434.15,457,479.85,5.3,267.65,479.85,,,1.12E-09,1.16E-09,1.30E-09,1158550.98,64827506.5,128137477,1.30E-03,7.52E-02,1.67E-01,Not
NA,fragment,,fragment,UNB-3-40-45-250um_A_12,Upper Newport Bay,UNB-3,UNB-3-40-45,12,,not plastic,,1.136,0.191,1.242,1.136,1079.2,1136,1192.8,181.45,191,200.55,11.36,101.18,191,,,1.12E-09,1.16E-09,1.30E-09,2224524.74,21953631.7,45690263.6,2.49E-03,2.55E-02,5.94E-02,Not
NA,fragment,,fragment,UNB-3-30-35-500um_A_13,Upper Newport Bay,UNB-3,UNB-3-30-35,13,black,not plastic,,0.541,0.176,1.255,0.541,513.95,541,568.05,167.2,176,184.8,5.41,90.705,176,,,1.12E-09,1.16E-09,1.30E-09,464894.5,8636567.28,18475712.6,5.21E-04,1.00E-02,2.40E-02,Not
NA,fragment,,fragment,UNB-1-00-05-250um_B_24,Upper Newport Bay,UNB-1,UNB-1-00-05,24,red,not plastic,,1.156,0.183,1.259,1.156,1098.2,1156,1213.8,173.85,183,192.15,11.56,97.28,183,,,1.12E-09,1.16E-09,1.30E-09,2207059.13,20579389.4,42681395.6,2.47E-03,2.39E-02,5.55E-02,Not
PET,fragment,poly(ethylene terephthalate),fragment,UNB-2-35-40-1000um_A_2,Upper Newport Bay,UNB-2,UNB-2-35-40,2,black,not plastic,,1.086,0.333,1.296,1.086,1031.7,1086,1140.3,316.35,333,349.65,10.86,171.93,333,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,3544468.28,62176421.3,132769063,5.10E-03,9.02E-02,1.94E-01,Not
NA,fragment,,fragment,UNB-1-30-35-1000um_A_12,Upper Newport Bay,UNB-1,UNB-1-30-35,12,yellow,not plastic,,1.637,1.203,1.296,1.637,1555.15,1637,1718.85,1142.85,1203,1263.15,16.37,826.685,1263.15,,,1.12E-09,1.16E-09,1.30E-09,29094453,1627999864,2742507547,3.26E-02,1.89E+00,3.57E+00,Not
NA,fragment,,fragment,UNB-3-35-40-1000um_A_21,Upper Newport Bay,UNB-3,UNB-3-35-40,21,clear,not plastic,,1.079,0.298,1.334,1.079,1025.05,1079,1132.95,283.1,298,312.9,10.79,154.395,298,,,1.12E-09,1.16E-09,1.30E-09,3131167.96,49644477.1,105641016,3.51E-03,5.76E-02,1.37E-01,Not
NA,fragment,,fragment,UNB-3-10-15-500um_B_25,Upper Newport Bay,UNB-3,UNB-3-10-15,25,clear,not plastic,,1.301,0.109,1.351,1.301,1235.95,1301,1366.05,103.55,109,114.45,13.01,61.005,109,,,1.12E-09,1.16E-09,1.30E-09,1665053.92,8651058.05,17041542.1,1.86E-03,1.00E-02,2.22E-02,Not
NA,fragment,,fragment,UNB-1-10-15-500um_A_28,Upper Newport Bay,UNB-1,UNB-1-10-15,28,black,not plastic,,1.041,0.205,1.384,1.041,988.95,1041,1093.05,194.75,205,215.25,10.41,107.705,205,,,1.12E-09,1.16E-09,1.30E-09,2004945.31,22984785.5,48232197.6,2.25E-03,2.67E-02,6.27E-02,Not
NA,fragment,,fragment,UNB-2-35-40-1000um_A_3,Upper Newport Bay,UNB-2,UNB-2-35-40,3,red,not plastic,,1.142,0.332,1.436,1.142,1084.9,1142,1199.1,315.4,332,348.6,11.42,171.71,332,,,1.12E-09,1.16E-09,1.30E-09,3907666.59,65102816.2,138778078,4.38E-03,7.55E-02,1.80E-01,Not
NA,fragment,,fragment,UNB-3-10-15-500um_E_25,Upper Newport Bay,UNB-3,UNB-3-10-15,25,gray,not plastic,,1.269,0.222,1.448,1.269,1205.55,1269,1332.45,210.9,222,233.1,12.69,117.345,222,,,1.12E-09,1.16E-09,1.30E-09,3226438.78,33058198.7,68951889.1,3.61E-03,3.83E-02,8.96E-02,Not
NA,fragment,,fragment,UNB-2-15-20-500um_A_58,Upper Newport Bay,UNB-2,UNB-2-15-20,58,,not plastic,,1.216,0.383,1.502,1.216,1155.2,1216,1276.8,363.85,383,402.15,12.16,197.58,383,,,1.12E-09,1.16E-09,1.30E-09,5111085.36,92018538.2,196657141,5.72E-03,1.07E-01,2.56E-01,Not
NA,fragment,,fragment,UNB-1-10-15-500um_B_18,Upper Newport Bay,UNB-1,UNB-1-10-15,18,black,not plastic,,0.786,0.472,1.508,0.786,746.7,786,825.3,448.4,472,495.6,7.86,396.93,495.6,,,1.12E-09,1.16E-09,1.30E-09,2631687.4,147257855,202709658,2.95E-03,1.71E-01,2.64E-01,Not
NA,fragment,,fragment,UNB-2-10-15-1000um_C_18,Upper Newport Bay,UNB-2,UNB-2-10-15,18,red,not plastic,,1.309,0.226,1.522,1.309,1243.55,1309,1374.45,214.7,226,237.3,13.09,119.545,226,,,1.12E-09,1.16E-09,1.30E-09,3494901.52,35365475.5,73711478.6,3.91E-03,4.10E-02,9.58E-02,Not
NA,fragment,,fragment,UNB-3-10-15-500um_D_52,Upper Newport Bay,UNB-3,UNB-3-10-15,52,white,not plastic,,1.026,0.358,1.548,1.026,974.7,1026,1077.3,340.1,358,375.9,10.26,184.13,358,,,1.12E-09,1.16E-09,1.30E-09,3401143.52,67632422,144974631,3.81E-03,7.85E-02,1.88E-01,Not
NA,fragment,,fragment,UNB-2-10-15-1000um_D_4,Upper Newport Bay,UNB-2,UNB-2-10-15,4,translucent,not plastic,,0.823,0.518,1.549,0.823,781.85,823,864.15,492.1,518,543.9,8.23,415.615,543.9,,,1.12E-09,1.16E-09,1.30E-09,3166479.21,177182493,255639084,3.55E-03,2.06E-01,3.32E-01,Not
NA,fragment,,fragment,UNB-2-05-10-500um_B_27,Upper Newport Bay,UNB-2,UNB-2-05-10,27,red,not plastic,,1.528,0.072,1.557,1.528,1451.6,1528,1604.4,68.4,72,75.6,15.28,43.64,72,,,1.12E-09,1.16E-09,1.30E-09,1517142.64,4801098.24,8733070.08,1.70E-03,5.57E-03,1.14E-02,Not
NA,fragment,,fragment,UNB-2-35-40-500um_A_7,Upper Newport Bay,UNB-2,UNB-2-35-40,7,red,not plastic,,1.522,0.113,1.562,1.522,1445.9,1522,1598.1,107.35,113,118.65,15.22,64.11,113,,,1.12E-09,1.16E-09,1.30E-09,2362408.3,11026022.5,21426445.8,2.65E-03,1.28E-02,2.79E-02,Not
NA,fragment,,fragment,UNB-2-10-15-1000um_C_11,Upper Newport Bay,UNB-2,UNB-2-10-15,11,red,not plastic,,1.51,0.129,1.571,1.51,1434.5,1510,1585.5,122.55,129,135.45,15.1,72.05,129,,,1.12E-09,1.16E-09,1.30E-09,2654549.42,14034619.5,27703520.8,2.97E-03,1.63E-02,3.60E-02,Not
NA,fragment,,fragment,UNB-3-35-40-250um_A_32,Upper Newport Bay,UNB-3,UNB-3-35-40,32,clear,not plastic,,1.072,0.322,1.593,1.072,1018.4,1072,1125.6,305.9,322,338.1,10.72,166.36,322,,,1.12E-09,1.16E-09,1.30E-09,3339586.16,57424810.2,122542046,3.74E-03,6.66E-02,1.59E-01,Not
NA,fragment,,fragment,UNB-2-15-20-1000um_A_7,Upper Newport Bay,UNB-2,UNB-2-15-20,7,red,not plastic,,1.539,0.057,1.596,1.539,1462.05,1539,1615.95,54.15,57,59.85,15.39,36.195,57,,,1.12E-09,1.16E-09,1.30E-09,1218426.42,3175133.99,5512732.63,1.36E-03,3.68E-03,7.17E-03,Not
NA,fragment,,fragment,UNB-3-15-20-500um_A_17,Upper Newport Bay,UNB-3,UNB-3-15-20,17,black,not plastic,,0.478,0.278,1.611,0.478,454.1,478,501.9,264.1,278,291.9,4.78,241.39,291.9,,,1.12E-09,1.16E-09,1.30E-09,573254.932,32076868.8,42764695.7,6.42E-04,3.72E-02,5.56E-02,Not
NA,fragment,,fragment,UNB-3-10-15-250um_B_59,Upper Newport Bay,UNB-3,UNB-3-10-15,59,yellow,not plastic,,1.049,0.502,1.629,1.049,996.55,1049,1101.45,476.9,502,527.1,10.49,256.245,502,,,1.12E-09,1.16E-09,1.30E-09,4985421.75,134938105,291448296,5.58E-03,1.57E-01,3.79E-01,Not
NA,fragment,,fragment,UNB-3-20-25-500um_A_17,Upper Newport Bay,UNB-3,UNB-3-20-25,17,gray,not plastic,,1.512,0.226,1.65,1.512,1436.4,1512,1587.6,214.7,226,237.3,15.12,120.56,226,,,1.12E-09,1.16E-09,1.30E-09,4662933.61,41196798.7,85142670.5,5.22E-03,4.78E-02,1.11E-01,Not
NA,fragment,,fragment,UNB-2-35-40-500um_A_6,Upper Newport Bay,UNB-2,UNB-2-35-40,6,orange,not plastic,,1.17,0.483,1.657,1.17,1111.5,1170,1228.5,458.85,483,507.15,11.7,247.35,483,,,1.12E-09,1.16E-09,1.30E-09,5967137.77,139779959,300925313,6.68E-03,1.62E-01,3.91E-01,Not
NA,fragment,,fragment,UNB-2-05-10-500um_B_64,Upper Newport Bay,UNB-2,UNB-2-05-10,64,red,not plastic,,1.207,0.51,1.73,1.207,1146.65,1207,1267.35,484.5,510,535.5,12.07,261.035,510,,,1.12E-09,1.16E-09,1.30E-09,6705511.73,160685315,346119622,7.51E-03,1.86E-01,4.50E-01,Not
NA,fragment,,fragment,UNB-3-10-15-1000um_C_23,Upper Newport Bay,UNB-3,UNB-3-10-15,23,yellow,not plastic,,1.619,0.279,1.754,1.619,1538.05,1619,1699.95,265.05,279,292.95,16.19,147.595,279,,,1.12E-09,1.16E-09,1.30E-09,6600017.87,66668809.1,138942098,7.39E-03,7.73E-02,1.81E-01,Not
NA,fragment,,fragment,UNB-2-05-10-500um_C_11,Upper Newport Bay,UNB-2,UNB-2-05-10,11,red,not plastic,,1.622,0.209,1.766,1.622,1540.9,1622,1703.1,198.55,209,219.45,16.22,112.61,209,,,1.12E-09,1.16E-09,1.30E-09,4962439.17,38174564.8,78112766.7,5.56E-03,4.43E-02,1.02E-01,Not
NA,fragment,,fragment,UNB-3-35-40-1000um_A_37,Upper Newport Bay,UNB-3,UNB-3-35-40,37,clear,not plastic,,0.88,0.237,1.769,0.88,836,880,924,225.15,237,248.85,8.8,122.9,237,,,1.12E-09,1.16E-09,1.30E-09,1656383.52,25632024,54495163.8,1.86E-03,2.97E-02,7.08E-02,Not
NA,fragment,,fragment,UNB-3-50-55-500um_B_2,Upper Newport Bay,UNB-3,UNB-3-50-55,2,black,not plastic,,0.678,0.104,1.778,0.678,644.1,678,711.9,98.8,104,109.2,6.78,55.39,104,,,1.12E-09,1.16E-09,1.30E-09,431459.402,3905659.68,8084905.92,4.83E-04,4.53E-03,1.05E-02,Not
NA,fragment,,fragment,UNB-3-40-45-1000um_A_5,Upper Newport Bay,UNB-3,UNB-3-40-45,5,black,not plastic,,1.723,0.174,1.811,1.723,1636.85,1723,1809.15,165.3,174,182.7,17.23,95.615,174,,,1.12E-09,1.16E-09,1.30E-09,4661943.59,28665568.2,57512516.7,5.22E-03,3.33E-02,7.48E-02,Not
NA,fragment,,fragment,UNB-3-35-40-250um_A_23,Upper Newport Bay,UNB-3,UNB-3-35-40,23,orange,not plastic,,1.723,0.196,1.859,1.723,1636.85,1723,1809.15,186.2,196,205.8,17.23,106.615,196,,,1.12E-09,1.16E-09,1.30E-09,5251384.73,36004738.4,72975321.7,5.88E-03,4.18E-02,9.49E-02,Not
NA,fragment,,fragment,UNB-2-10-15-1000um_D_19,Upper Newport Bay,UNB-2,UNB-2-10-15,19,red,not plastic,,1.831,0.108,1.879,1.831,1739.45,1831,1922.55,102.6,108,113.4,18.31,63.155,108,,,1.12E-09,1.16E-09,1.30E-09,3267741.21,12488774.9,23545854.4,3.66E-03,1.45E-02,3.06E-02,Not
PP,fragment,poly(propylene),fragment,UNB-1-00-05-1000um_B_7,Upper Newport Bay,UNB-1,UNB-1-00-05,7,black,not plastic,,1.546,0.417,1.9,1.546,1468.7,1546,1623.3,396.15,417,437.85,15.46,216.23,417,poly(propylene),poly(propylene),9.98E-10,1.00E-09,1.00E-09,8995022.31,139399589,296387714,8.98E-03,1.39E-01,2.96E-01,Not
NA,fragment,,fragment,UNB-3-45-50-250um_A_28,Upper Newport Bay,UNB-3,UNB-3-45-50,28,,not plastic,,0.858,0.276,1.966,0.858,815.1,858,900.9,262.2,276,289.8,8.58,142.29,276,,,1.12E-09,1.16E-09,1.30E-09,1833710.91,33695410.3,72058306.3,2.05E-03,3.91E-02,9.37E-02,Not
NA,fragment,,fragment,UNB-2-10-15-1000um_D_20,Upper Newport Bay,UNB-2,UNB-2-10-15,20,orange,not plastic,,1.806,0.333,2,1.806,1715.7,1806,1896.3,316.35,333,349.65,18.06,175.53,333,,,1.12E-09,1.16E-09,1.30E-09,9802276.21,105563391,220792751,1.10E-02,1.22E-01,2.87E-01,Not
NA,fragment,,fragment,UNB-3-25-30-250um_D_28,Upper Newport Bay,UNB-3,UNB-3-25-30,28,brown,not plastic,,1.275,0.24,2.006,1.275,1211.25,1275,1338.75,228,240,252,12.75,126.375,240,,,1.12E-09,1.16E-09,1.30E-09,3521103.75,38670750,80967600,3.94E-03,4.49E-02,1.05E-01,Not
NA,fragment,,fragment,UNB-3-30-35-1000um_B_9,Upper Newport Bay,UNB-3,UNB-3-30-35,9,clear,not plastic,,1.474,0.49,2.03,1.474,1400.3,1474,1547.7,465.5,490,514.5,14.74,252.37,490,,,1.12E-09,1.16E-09,1.30E-09,9608116.44,182276756,390182909,1.08E-02,2.11E-01,5.07E-01,Not
NA,fragment,,fragment,UNB-1-05-10-1000um_A_7,Upper Newport Bay,UNB-1,UNB-1-05-10,7,red,not plastic,,1.383,0.435,2.09,1.383,1313.85,1383,1452.15,413.25,435,456.75,13.83,224.415,435,,,1.12E-09,1.16E-09,1.30E-09,7508977.93,135009186,288522238,8.41E-03,1.57E-01,3.75E-01,Not
