Site,Location,Sample,Depth,Size,Unique_ID,Color,Color-Group,Morphology,1st Order Morph,Comment,Feret,MinFeret,Length,plastic_or_not,match_val,good_match_vals,material_class,material_class_specific,spectrum_identity
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,250um,UNB-3-05-10-250um_D_57,gray,Black,fragment,Non-Fiber,,0.565,0.336,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,250um,UNB-3-05-10-250um_D_6,green,Green,fragment,Non-Fiber,,1.461,0.124,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,250um,UNB-3-05-10-250um_D_7,clear,Transparent,fragment,Non-Fiber,brittle,0.664,0.33,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,250um,UNB-3-05-10-250um_D_8,clear,Transparent,fragment,Non-Fiber,brittle,1.009,0.407,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,250um,UNB-3-05-10-250um_D_9,clear,Transparent,fragment,Non-Fiber,brittle,0.924,0.601,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,250um,UNB-3-05-10-250um_E_1,black,Black,fiber,Fiber,,0.522,0.348,3.061,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,250um,UNB-3-05-10-250um_E_2,yellow,Yellow,fragment,Non-Fiber,,1.387,0.341,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,250um,UNB-3-05-10-250um_E_3,gray,Black,fiber,Fiber,,1.131,0.382,2.417,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,250um,UNB-3-05-10-250um_E_4,white,White,fragment,Non-Fiber,,0.526,0.279,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,250um,UNB-3-05-10-250um_E_5,white,White,foam,Non-Fiber,flat,0.732,0.598,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,250um,UNB-3-05-10-250um_E_6,gray,Black,fiber,Fiber,,1.079,0.098,1.114,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,250um,UNB-3-05-10-250um_E_7,blue,Blue,fiber,Fiber,,0.71,0.254,0.92,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,250um,UNB-3-05-10-250um_E_8,green,Green,fiber,Fiber,,1.045,0.563,1.675,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_1,green,Green,fragment,Non-Fiber,,1.916,0.57,0,plastic,0.824455866,TRUE,poly(propylene),,rubber
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_10,gray,Black,fiber,Fiber,,2.185,0.2,2.289,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_11,white,White,foam,Non-Fiber,,1.042,0.51,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_12,yellow,Yellow,fragment,Non-Fiber,,1.266,0.562,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_13,blue,Blue,fragment,Non-Fiber,brittle,1.233,0.252,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_14,blue,Blue,fragment,Non-Fiber,brittle,2.077,0.55,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_15,clear,Transparent,film,Non-Fiber,,1.56,0.566,2.772,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_16,gray,Black,fiber,Fiber,,1.431,0.829,2.46,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_17,clear,Transparent,film,Non-Fiber,,1.427,0.512,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_18,black,Black,fiber,Fiber,,0.567,0.372,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_19,white,White,foam,Non-Fiber,,1.26,0.843,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_2,white,White,foam,Non-Fiber,,1.196,0.651,0,plastic,0.826949504,TRUE,poly(propylene),,rubber
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_20,white,White,foam,Non-Fiber,,0.928,0.625,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_21,blue,Blue,fragment,Non-Fiber,,1.055,0.666,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_22,gray,Black,fragment,Non-Fiber,,1.05,0.768,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_23,green,Green,fragment,Non-Fiber,,0.816,0.626,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_24,black,Black,fiber,Fiber,,1.782,0.531,2.387,plastic,0.652364666,FALSE,Unknown,poly(acrylonitrile),*acrylic 8. orange fiber
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_25,gray,Black,fragment,Non-Fiber,,1.19,0.853,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_26,blue,Blue,fiber,Fiber,,1.709,0.703,2.349,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_27,white,White,fragment,Non-Fiber,,1.558,0.836,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_28,green,Green,fragment,Non-Fiber,,1.07,0.766,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_29,gray,Black,film,Non-Fiber,,1.014,0.546,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_3,black,Black,fragment,Non-Fiber,,1.556,0.813,0,plastic,0.936922457,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,ps
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_30,clear,Transparent,film,Non-Fiber,,1.451,0.997,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_31,green,Green,fragment,Non-Fiber,,0.902,0.701,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_32,white,White,foam,Non-Fiber,,1.659,0.922,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_33,clear,Transparent,film,Non-Fiber,,0.721,0.49,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_34,clear,Transparent,film,Non-Fiber,,0.967,0.708,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_35,clear,Transparent,film,Non-Fiber,,2.445,0.56,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_36,clear,Transparent,film,Non-Fiber,,1.203,0.79,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_37,red,Red,fiber,Fiber,,2.79,0.296,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_38,gray,Black,fragment,Non-Fiber,,2.053,0.782,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_39,black,Black,fiber,Fiber,,1.22,0.32,1.411,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_4,white,White,foam,Non-Fiber,,1.276,1.062,0,not plastic,0.831559609,TRUE,mineral,,amber
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_40,clear,Transparent,film,Non-Fiber,,2.547,0.872,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_41,clear,Transparent,film,Non-Fiber,,1.457,0.474,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_42,black,Black,fragment,Non-Fiber,,0.769,0.525,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_43,black,Black,fiber,Fiber,,1.107,0.513,2.332,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_44,white,White,fragment,Non-Fiber,,0.924,0.574,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_45,gray,Black,fiber,Fiber,,0.669,0.388,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_46,white,White,fragment,Non-Fiber,,1.397,0.625,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_47,clear,Transparent,film,Non-Fiber,,1.98,0.852,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_48,clear,Transparent,film,Non-Fiber,,1.499,0.858,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_49,green,Green,fiber,Fiber,,2.288,1.607,4.363,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_5,black,Black,fiber,Fiber,,0.843,0.399,1.258,plastic,0.800348776,TRUE,poly(propylene),,rubber
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_50,white,White,fragment,Non-Fiber,,1.101,0.571,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_51,white,White,foam,Non-Fiber,,1.295,0.835,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_52,white,White,foam,Non-Fiber,,1.563,1.308,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_53,clear,Transparent,film,Non-Fiber,,1.906,1.008,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_54,pink,Red,fragment,Non-Fiber,,1.347,1.088,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_55,yellow,Yellow,fragment,Non-Fiber,,1.29,0.899,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_56,white,White,foam,Non-Fiber,,0.822,0.527,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_57,white,White,foam,Non-Fiber,,1.772,0.668,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_58,green,Green,fragment,Non-Fiber,,2.549,0.412,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_6,black,Black,fiber,Fiber,,2.695,0.699,6.891,plastic,0.7298944,TRUE,poly(propylene),poly(propylene),pp
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_7,gray,Black,fiber,Fiber,,0.785,0.57,1.94,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_8,green,Green,fragment,Non-Fiber,,0.996,0.588,1.94,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_A_9,gray,Black,fiber,Fiber,,2.061,1.045,6.346,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_1,pink,Red,fragment,Non-Fiber,brittle,1.461,1.045,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_10,white,White,foam,Non-Fiber,,1.253,0.769,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_11,clear,Transparent,film,Non-Fiber,,2.732,1.273,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_12,clear,Transparent,film,Non-Fiber,,1.463,0.86,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_13,clear,Transparent,film,Non-Fiber,,1.194,0.724,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_14,clear,Transparent,film,Non-Fiber,,1.896,1.488,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_15,black,Black,fiber,Fiber,,1.136,0.565,1.737,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_16,white,White,foam,Non-Fiber,,1.422,1.135,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_17,black,Black,fiber,Fiber,,2.044,0.464,2.56,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_18,black,Black,fiber,Fiber,,3.824,1.328,12.134,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_19,red,Red,fiber,Fiber,,1.01,0.317,1.469,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_2,clear,Transparent,film,Non-Fiber,,2.328,0.838,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_20,clear,Transparent,fragment,Non-Fiber,,1.175,0.713,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_21,black,Black,fragment,Non-Fiber,,1.041,0.625,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_22,blue,Blue,fragment,Non-Fiber,,1.175,0.63,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_23,white,White,foam,Non-Fiber,,1.724,0.798,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_24,clear,Transparent,film,Non-Fiber,,1.377,0.752,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_25,clear,Transparent,film,Non-Fiber,,2.003,0.863,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_26,clear,Transparent,film,Non-Fiber,,1.238,0.806,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_27,white,White,fragment,Non-Fiber,,1.272,0.78,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_28,clear,Transparent,fragment,Non-Fiber,,1.202,0.627,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_29,clear,Transparent,film,Non-Fiber,,1.871,0.717,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_3,green,Green,fragment,Non-Fiber,brittle,1.384,0.498,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_30,white,White,fragment,Non-Fiber,,1.384,0.739,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_31,black,Black,fragment,Non-Fiber,,1.909,0.915,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_32,clear,Transparent,fragment,Non-Fiber,,1.506,0.195,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_33,blue,Blue,fragment,Non-Fiber,,1.276,0.589,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_34,white,White,film,Non-Fiber,brittle,1.186,0.52,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_35,clear,Transparent,film,Non-Fiber,,1.998,0.804,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_36,clear,Transparent,film,Non-Fiber,,1.809,0.602,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_37,green,Green,fragment,Non-Fiber,,1.408,0.158,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_38,clear,Transparent,film,Non-Fiber,,2.187,0.807,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_39,pink,Red,fiber,Fiber,,2.759,0.137,2.818,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_4,green,Green,fragment,Non-Fiber,brittle,1.057,0.811,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_40,clear,Transparent,film,Non-Fiber,,1.949,1.044,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_41,clear,Transparent,film,Non-Fiber,,1.721,1.005,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_42,white,White,foam,Non-Fiber,,2.501,1.666,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_43,white,White,foam,Non-Fiber,,1.214,0.84,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_44,clear,Transparent,film,Non-Fiber,,1.271,0.685,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_45,blue,Blue,fiber,Fiber,,3.128,0.47,3.423,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_46,clear,Transparent,film,Non-Fiber,,1.588,0.956,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_47,clear,Transparent,film,Non-Fiber,,1.252,0.587,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_48,blue,Blue,fiber,Fiber,,2.11,0.271,2.635,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_49,white,White,fragment,Non-Fiber,,1.385,0.59,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_5,clear,Transparent,fragment,Non-Fiber,,0.909,0.59,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_50,clear,Transparent,film,Non-Fiber,,2.383,0.518,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_51,white,White,foam,Non-Fiber,,0.961,0.757,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_52,white,White,foam,Non-Fiber,,1.774,1.247,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_53,blue,Blue,fiber,Fiber,,1.583,0.388,1.849,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_54,black,Black,fragment,Non-Fiber,,1.095,0.347,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_55,clear,Transparent,film,Non-Fiber,,1.125,0.775,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_6,clear,Transparent,film,Non-Fiber,,1.783,0.883,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_7,clear,Transparent,film,Non-Fiber,,2.359,1.312,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_8,clear,Transparent,film,Non-Fiber,,1.111,0.621,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_B_9,clear,Transparent,fragment,Non-Fiber,brittle,0.749,0.648,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_1,clear,Transparent,fragment,Non-Fiber,,1.462,0.305,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_10,clear,Transparent,film,Non-Fiber,,2.27,0.629,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_11,white,White,foam,Non-Fiber,,1.314,1.068,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_12,white,White,fragment,Non-Fiber,,1.533,1.018,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_13,white,White,fragment,Non-Fiber,,1.277,0.821,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_14,black,Black,fiber,Fiber,,0.594,0.315,1.221,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_15,clear,Transparent,film,Non-Fiber,,1.2,0.726,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_16,white,White,foam,Non-Fiber,,1.535,0.8,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_17,pink,Red,fragment,Non-Fiber,,1.39,0.418,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_18,white,White,fragment,Non-Fiber,brittle,1.446,0.408,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_19,gray,Black,fiber,Fiber,,0.858,0.468,1.899,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_2,green,Green,fiber,Fiber,,2.475,1.565,6.713,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_20,black,Black,fiber,Fiber,,1.267,0.568,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_21,clear,Transparent,film,Non-Fiber,,2.693,0.844,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_22,white,White,fragment,Non-Fiber,brittle,1.558,0.956,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_23,blue,Blue,fiber,Fiber,,1.259,0.723,3.648,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_24,white,White,foam,Non-Fiber,,1.807,1.012,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_25,white,White,fragment,Non-Fiber,,0.853,0.374,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_26,white,White,foam,Non-Fiber,,1.199,0.644,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_27,blue,Blue,fragment,Non-Fiber,,1.274,0.95,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_28,white,White,fragment,Non-Fiber,,1.136,0.971,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_29,gray,Black,fragment,Non-Fiber,,1.686,1.161,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_3,clear,Transparent,film,Non-Fiber,,1.141,1.05,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_30,black,Black,fiber,Fiber,,2.832,1.153,4.149,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_31,white,White,foam,Non-Fiber,,1.899,1.204,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_32,blue,Blue,film,Non-Fiber,not transparent,1.646,1.036,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_33,white,White,foam,Non-Fiber,,1.353,1.155,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_34,gray,Black,fragment,Non-Fiber,,1.748,0.832,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_35,clear,Transparent,fragment,Non-Fiber,,2.025,1.08,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_36,clear,Transparent,film,Non-Fiber,brittle,1.264,0.587,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_37,black,,not plastic,,maybe organic,1.479,0.869,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-05-10,05-10cm,500um,UNB-3-05-10-500um_C_38,clear,Transparent,film,Non-Fiber,,1.783,0.737,0,,,,,,
