Site,Location,Sample,Depth,Size,Unique_ID,Color,Color-Group,Morphology,1st Order Morph,Comment,Feret,MinFeret,Length,plastic_or_not,match_val,good_match_vals,material_class,material_class_specific,spectrum_identity
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_39,black,Black,fragment,Non-Fiber,,0.653,0.496,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_4,clear,Translucent,fiber,Fiber,,4.536,1.4,10.246,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_40,red,Red,fiber,Fiber,,1.608,0.302,2.077,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_41,clear,Translucent,fiber,Fiber,,1.041,0.322,1.482,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_42,black,Black,fiber,Fiber,,0.691,0.191,0.891,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_43,black,Black,fiber,Fiber,,1.322,0.152,1.514,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_44,black,Black,fiber,Fiber,,0.424,0.11,0.523,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_45,brown,Black,fiber,Fiber,,0.751,0.336,1.136,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_46,blue,Blue,fiber,Fiber,,2.319,0.752,2.964,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_47,blue,Blue,fiber,Fiber,,0.654,0.288,1.283,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_48,black,Black,fiber,Fiber,,0.591,0.294,1.15,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_49,gray,Black,fiber,Fiber,,0.878,0.438,1.842,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_5,blue,Blue,fiber,Fiber,,0.533,0.288,1.007,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_50,black,Black,fiber,Fiber,,0.446,0.304,0.895,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_51,blue,Blue,fiber,Fiber,,0.419,0.125,0.498,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_52,brown,Black,fiber,Fiber,,0.905,0.347,1.181,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_53,black,Black,fiber,Fiber,,0.148,0.063,0.207,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_54,black,Black,fiber,Fiber,,0.632,0.147,0.835,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_55,white,White,sphere spike,Spike,,0.296,0.296,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_6,black,Black,fiber,Fiber,,0.867,0.606,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_7,gr,,fragment,Non-Fiber,,0.459,0.147,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_8,black,Black,fiber,Fiber,,1.356,0.652,2.235,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_E_9,blue,Blue,fiber,Fiber,,1.202,0.349,1.45,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_1,black,Black,fiber,Fiber,,0.966,0.095,1.006,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_10,white,White,fragment,Non-Fiber,,0.767,0.377,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_11,blue,Blue,fiber,Fiber,,0.968,0.211,1.469,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_12,blue,Blue,fiber,Fiber,,0.911,0.203,1.182,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_13,black,Black,fiber,Fiber,,0.421,0.168,0.575,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_14,clear,Translucent,fiber,Fiber,,2.032,0.443,2.329,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_15,brown,Black,fiber,Fiber,,0.366,0.07,0.412,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_16,black,Black,TRWP,Non-Fiber,,0.797,0.56,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_17,gray,Black,fiber,Fiber,,0.991,0.366,1.436,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_18,black,Black,TRWP,Non-Fiber,,0.71,0.184,0.931,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_19,black,Black,fiber,Fiber,,0.531,0.322,1.075,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_2,gray,Black,fiber,Fiber,,0.861,0.211,1.02,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_20,gray,Black,fiber,Fiber,,0.36,0.186,0.526,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_21,black,Black,fiber,Fiber,,0.742,0.313,1.224,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_22,black,Black,fiber,Fiber,,0.751,0.115,0.835,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_23,gray,Black,fiber,Fiber,,1.297,0.296,1.628,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_24,black,Black,fiber,Fiber,,0.551,0.382,0.991,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_25,black,Black,fiber,Fiber,,0.714,0.306,1.774,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_26,black,Black,fiber,Fiber,,0.745,0.332,1.068,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_27,white,White,foam,Non-Fiber,,0.728,0.442,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_28,black,Black,fiber,Fiber,,2.092,0.184,2.33,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_29,gray,Black,fragment,Non-Fiber,,0.956,0.498,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_3,purple,Blue,fragment,Non-Fiber,,0.333,0.215,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_30,black,Black,fiber,Fiber,,0.513,0.357,1.214,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_31,clear,Translucent,fiber,Fiber,,1.646,0.586,2.392,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_32,gray,Black,fiber,Fiber,,0.933,0.173,1.032,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_33,red,Red,fiber,Fiber,,1.069,0.193,1.409,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_34,white,White,fragment,Non-Fiber,,0.467,0.317,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_35,black,Black,fiber,Fiber,,0.725,0.47,1.358,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_36,gray,Black,fiber,Fiber,,0.69,0.399,1.26,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_37,gray,Black,fiber,Fiber,,0.721,0.184,0.861,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_38,red,Red,fiber,Fiber,,0.409,0.105,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_39,black,Black,fiber,Fiber,,0.739,0.116,0.84,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_4,red,Red,fiber,Fiber,,0.422,0.285,0.789,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_40,black,Black,fiber,Fiber,,0.365,0.236,0.996,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_41,green,Green,fiber,Fiber,,1.419,0.224,1.527,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_42,gray,Black,fiber,Fiber,,1.244,0.176,1.427,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_43,black,Black,fiber,Fiber,,1.961,0.413,2.464,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_44,blue,Blue,fragment,Non-Fiber,,0.64,0.418,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_45,blue,Blue,fiber,Fiber,,1.407,0.414,1.939,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_46,black,Black,fiber,Fiber,,0.692,0.501,1.437,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_47,black,Black,fiber,Fiber,,0.333,0.037,0.343,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_48,red,Red,fiber,Fiber,,1.05,0.428,1.522,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_49,gray,Black,fiber,Fiber,,0.761,0.395,1.183,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_5,blue,Blue,fiber,Fiber,,0.589,0.267,1.008,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_50,blue,Blue,fiber,Fiber,,0.777,0.19,1.068,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_51,gray,Black,fiber,Fiber,,0.703,0.249,1.028,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_52,blue,Blue,fiber,Fiber,,0.692,0.067,0.714,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_53,clear,Translucent,fiber,Fiber,,0.71,0.463,2.669,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_54,blue,Blue,fiber,Fiber,,0.969,0.307,1.803,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_55,black,Black,fiber,Fiber,,1.118,0.54,1.901,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_56,black,Black,fiber,Fiber,,0.536,0.329,1.038,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_57,black,Black,fiber,Fiber,,0.465,0.123,0.547,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_58,black,Black,fiber,Fiber,,0.781,0.423,1.571,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_59,black,Black,fiber,Fiber,,0.351,0.223,0.639,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_6,gray,Black,fiber,Fiber,,0.488,0.119,0.579,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_60,black,Black,fiber,Fiber,,2.081,0.516,2.481,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_7,white,White,fragment,Non-Fiber,,0.609,0.416,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_8,gray,Black,fiber,Fiber,,0.537,0.342,1.759,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_F_9,blue,Blue,fiber,Fiber,,0.518,0.119,0.578,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_1,black,Black,fiber,Fiber,,0.987,0.216,1.132,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_10,red,Red,fiber,Fiber,,0.872,0.07,0.907,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_11,brown,Black,TRWP,Non-Fiber,,1.301,0.396,1.627,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_12,black,Black,fiber,Fiber,,1.152,0.123,1.209,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_13,black,Black,fragment,Non-Fiber,,0.756,0.5,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_14,red,Red,fiber,Fiber,,0.948,0.533,1.643,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_15,red,Red,fiber,Fiber,,0.805,0.062,0.846,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_16,gray,Black,fiber,Fiber,,0.581,0.28,1.286,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_17,gray,Black,fiber,Fiber,,0.674,0.471,1.626,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_18,black,Black,fiber,Fiber,,0.539,0.431,1.246,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_19,black,Black,fiber,Fiber,,0.92,0.458,2.009,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_2,blue,Blue,fiber,Fiber,,0.472,0.095,0.579,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_20,black,Black,fiber,Fiber,,0.661,0.388,1.112,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_21,gray,Black,fiber,Fiber,,0.767,0.265,0.966,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_22,gray,Black,fiber,Fiber,,1.031,0.074,1.054,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_23,black,Black,fiber,Fiber,,1.38,0.182,1.552,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_24,black,Black,fiber,Fiber,,0.783,0.378,1.265,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_25,black,Black,fiber,Fiber,,0.917,0.234,1.113,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_26,red,Red,fiber,Fiber,,0.227,0.112,0.427,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_27,black,Black,fiber,Fiber,,0.52,0.367,1.19,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_28,black,Black,fiber,Fiber,,0.948,0.288,1.327,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_29,black,Black,fiber,Fiber,,0.625,0.279,1.217,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_3,blue,Blue,fiber,Fiber,,1.481,0.231,1.601,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_30,gray,Black,fiber,Fiber,,0.302,0.213,0.571,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_31,blue,Blue,fiber,Fiber,,0.767,0.161,0.866,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_32,white,White,sphere spike,Spike,,0.391,0.265,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_33,white,White,sphere spike,Spike,,0.378,0.302,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_34,gray,Black,fiber,Fiber,,0.659,0.196,0.836,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_35,blue,Blue,fiber,Fiber,,0.499,0.113,0.573,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_36,gray,Black,fiber,Fiber,,1.409,0.338,2.123,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_37,brown,Black,fiber,Fiber,,0.265,0.022,0.271,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_38,white,White,sphere spike,Spike,,0.288,0.288,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_39,white,White,sphere spike,Spike,,0.312,0.312,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_4,black,Black,fiber,Fiber,,1.209,0.357,1.767,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_40,white,White,sphere spike,Spike,,0.289,0.243,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_41,white,White,sphere spike,Spike,,0.302,0.256,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_42,white,White,sphere spike,Spike,,0.317,0.264,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_5,black,Black,fiber,Fiber,,2.209,0.309,2.329,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_6,white,White,fragment,Non-Fiber,,0.776,0.408,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_7,gray,Black,fragment,Non-Fiber,,1.059,0.335,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_8,blue,Blue,fiber,Fiber,,0.918,0.256,1.13,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_G_9,black,Black,fiber,Fiber,,0.594,0.141,0.728,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_1,blue,Blue,fragment,Non-Fiber,,0.513,0.385,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_10,blue,Blue,sphere spike,Spike,,0.431,0.353,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_11,green,Green,sphere spike,Spike,,0.321,0.288,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_12,green,Green,sphere spike,Spike,,0.343,0.304,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_13,clear,Translucent,fragment,Non-Fiber,breaks apart easily,1.388,0.418,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_14,black,Black,fiber,Fiber,,0.789,0.295,1.099,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_15,black,Black,fiber,Fiber,,2.695,1.225,5.995,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_16,blue,Blue,fragment,Non-Fiber,,0.33,0.256,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_17,,,not plastic,,crumbly,0.696,0.55,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_18,green,Green,sphere spike,Spike,,0.365,0.304,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_19a,blue,Blue,fragment,Non-Fiber,,0.337,0.177,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_19b,blue,Blue,sphere spike,Spike,Two 19s on the slide,0.369,0.321,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_2,blue,Blue,sphere spike,Spike,,0.37,0.329,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_20,green,Green,sphere spike,Spike,,0.556,0.484,1.923,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_21,black,Black,fiber,Fiber,,1.238,0.533,1.99,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_22,,,not plastic,,waxy,0.953,0.734,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_23,green,Green,fragment,Non-Fiber,,0.431,0.269,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_24,blue,Blue,fragment,Non-Fiber,breaks apart easily,0.619,0.286,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_25,gray,Black,fragment,Non-Fiber,,1.138,0.58,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_26,white,White,fragment,Non-Fiber,pellet?,0.907,0.379,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_27,,,not plastic,,,1.165,0.879,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_28,blue,Blue,sphere spike,Spike,,0.402,0.304,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_29,black,Black,fiber,Fiber,,2.033,1.394,5.843,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_3,green,Green,sphere spike,Spike,,0.325,0.288,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_30,blue,Blue,sphere spike,Spike,,0.354,0.332,1.014,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_31,green,Green,sphere spike,Spike,,0.323,0.309,1.014,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_32,blue,Blue,sphere spike,Spike,,0.381,0.353,1.159,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_33,black,Black,fiber,Fiber,,0.969,0.753,2.281,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_34,,,not plastic,,,0.667,0.177,0.832,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_35,blue,Blue,fragment,Non-Fiber,,2.548,0.414,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_36,blue,Blue,sphere spike,Spike,,0.306,0.268,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_37,green,Green,sphere spike,Spike,,0.313,0.26,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_38,red,Red,fiber,Fiber,,1.369,0.707,2.306,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_39,blue,Blue,fragment,Non-Fiber,,0.471,0.264,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_4,blue,Blue,fragment,Non-Fiber,,0.81,0.434,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_40,,,not plastic,,,0.764,0.253,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_41,blue,Blue,fragment,Non-Fiber,,0.513,0.33,0,,,,,,
