Sample ID,Type,Top,Bottom,width,plot,D10 (mm):,D50 (mm):,D90 (mm):,(D90 / D10) (mm):,(D90 - D10) (mm):,(D75 / D25) (mm):,(D75 - D25) (mm):,D10 (f):,D50 (f):,D90 (f):,(D90 / D10) (f):,(D90 - D10) (f):,(D75 / D25) (f):,(D75 - D25) (f):,GRAVEL_Perc,SAND_Perc,MUD_Perc,Perc_VCOARSEGRAVEL,Perc_COARSEGRAVEL,Perc_MEDIUMGRAVEL,Perc_FGRAVEL,Perc_VFGRAVEL,Perc_VCOARSESAND,Perc_COARSESAND,Perc_MSAND,Perc_FSAND,Perc_VFSAND,Perc_VCOARSESILT,Perc_COARSESILT,Perc_MEDIUMSILT,Perc_FSILT,Perc_VFSILT,Perc_CLAY,Wet mass (g),Dry mass (g),Dry BD (g/mL),Dry BD (kg/m3),Water content (g),Organic matter (g),% OM LOI
UNB-1-1-58-62,repeated,58,62,4,59.5,0.963694657,4.961769276,19.41492979,20.14634994,18.45123514,4.656347693,7.917228724,5.6866897,7.654929634,10.01913627,1.76185739,4.332446574,1.334620183,2.219198789,0,0.008444682,0.991555318,0,0,0,0,0,0,0,1.20E-06,0.002024415,0.006419062,0.030290199,0.10177658,0.194537562,0.247675883,0.190877315,0.226397779,,,,,,,
UNB-1-1-58-62,repeated,58,62,4,60.5,0.963694657,4.961769276,19.41492979,20.14634994,18.45123514,4.656347693,7.917228724,5.6866897,7.654929634,10.01913627,1.76185739,4.332446574,1.334620183,2.219198789,0,0.008444682,0.991555318,0,0,0,0,0,0,0,1.20E-06,0.002024415,0.006419062,0.030290199,0.10177658,0.194537562,0.247675883,0.190877315,0.226397779,,,,,,,
UNB-1-1-58-62,repeated,58,62,4,61.5,0.963694657,4.961769276,19.41492979,20.14634994,18.45123514,4.656347693,7.917228724,5.6866897,7.654929634,10.01913627,1.76185739,4.332446574,1.334620183,2.219198789,0,0.008444682,0.991555318,0,0,0,0,0,0,0,1.20E-06,0.002024415,0.006419062,0.030290199,0.10177658,0.194537562,0.247675883,0.190877315,0.226397779,,,,,,,
UNB-1-1-62-64,N,62,64,2,62.5,0.996189778,5.582260687,23.16658052,23.25518796,22.17039074,5.151327645,9.632015082,5.431811077,7.484934786,9.971291773,1.835721388,4.539480695,1.370299301,2.364944304,0,0.014593627,0.985406373,0,0,0,0,0,0,0,4.22E-07,0.00452652,0.010066684,0.044578389,0.123454873,0.20270058,0.228608354,0.172926334,0.213137843,,,,,,,
UNB-1-1-62-64,repeated,62,64,2,63.5,0.996189778,5.582260687,23.16658052,23.25518796,22.17039074,5.151327645,9.632015082,5.431811077,7.484934786,9.971291773,1.835721388,4.539480695,1.370299301,2.364944304,0,0.014593627,0.985406373,0,0,0,0,0,0,0,4.22E-07,0.00452652,0.010066684,0.044578389,0.123454873,0.20270058,0.228608354,0.172926334,0.213137843,,,,,,,
UNB-1-1-64-66,N,64,66,2,64.5,1.031200626,5.759588696,22.79469124,22.10500136,21.76349062,4.999749796,9.702974107,5.455158322,7.439818495,9.92145924,1.818729843,4.466300918,1.364761342,2.321855899,0,0.009663807,0.990336193,0,0,0,0,0,0,0,0,0.001879102,0.007784705,0.044164923,0.130364996,0.209465621,0.231911765,0.169924324,0.204504565,,,,,,,
UNB-1-1-64-66,repeated,64,66,2,65.5,1.031200626,5.759588696,22.79469124,22.10500136,21.76349062,4.999749796,9.702974107,5.455158322,7.439818495,9.92145924,1.818729843,4.466300918,1.364761342,2.321855899,0,0.009663807,0.990336193,0,0,0,0,0,0,0,0,0.001879102,0.007784705,0.044164923,0.130364996,0.209465621,0.231911765,0.169924324,0.204504565,,,,,,,
UNB-1-1-66-68,N,66,68,2,67,1.015018594,5.439208302,21.11217225,20.79978867,20.09715365,4.826976686,8.883919376,5.565781164,7.522387608,9.944278129,1.78668148,4.378496965,1.350499134,2.271119859,0,0.003368598,0.996631402,0,0,0,0,0,0,0,4.74E-08,0.001127643,0.002240907,0.037960327,0.1228248,0.206558057,0.239230647,0.177772409,0.212285164,,,,,,,
UNB-1-1-68-70,N,68,70,2,69,1.038284519,5.724830367,23.80351555,22.92581187,22.76523103,4.950648366,9.655848907,5.392681528,7.448551339,9.911582448,1.83796918,4.51890092,1.362328575,2.307617481,0,0.020754623,0.979245377,0,0,0,0,0,0,0,4.89E-05,0.00807762,0.012628062,0.041165294,0.12632541,0.201603567,0.236265132,0.171022357,0.202863619,,,,,,,
UNB-1-1-70-75,N,70,75,5,72.5,1.010716176,5.603791446,22.28015466,22.04392805,21.26943848,4.953408486,9.324000976,5.488096943,7.47938102,9.950406361,1.813088665,4.462309418,1.359594642,2.308421599,0,0.014638573,0.985361427,0,0,0,0,0,0,0,3.60E-06,0.004233499,0.010401478,0.039524527,0.120699872,0.207878846,0.234825482,0.172561678,0.209871023,,,,,,,
UNB-1-1-75-80,N,75,80,5,77.5,1.089480603,5.698245525,22.11621671,20.29978014,21.0267361,4.67753849,9.214808642,5.498751577,7.455266499,9.842143774,1.789886966,4.343392197,1.346969857,2.225749525,0,0.010451828,0.989548172,0,0,0,0,0,0,0,0,0.003778752,0.006673076,0.040000096,0.125031507,0.210114263,0.242369517,0.176203452,0.195829337,,,,,,,
UNB-1-1-80-85,N,80,85,5,82.5,1.040257493,5.571031538,20.86895346,20.06133444,19.82869597,4.577009897,8.771115661,5.582497936,7.487839801,9.908843605,1.774983837,4.326345669,1.338780172,2.194405411,0,0.01241629,0.98758371,0,0,0,0,0,0,0,1.50E-06,0.003987782,0.008427007,0.032534089,0.115215672,0.21488608,0.246664678,0.177265591,0.2010176,,,,,,,
UNB-1-1-85-90,N,85,90,5,87.5,0.976844471,4.996498122,18.14865342,18.57885666,17.17180895,4.459760432,7.653962026,5.783993682,7.644866972,9.999583498,1.72883721,4.215589816,1.323709208,2.156966214,0,0.004528439,0.995471561,0,0,0,0,0,0,0,1.18E-07,0.001855997,0.002672325,0.022133051,0.10174385,0.203702313,0.254796946,0.191438555,0.221656846,,,,,,,
UNB-1-1-90-95,N,90,95,5,92.5,0.996172131,5.215704328,22.72820775,22.81554266,21.73203562,4.808289759,8.600517209,5.459372266,7.582922197,9.971317329,1.826458582,4.511945063,1.347207768,2.265523839,0,0.03040922,0.96959078,0,0,0,0,0,0,0,0,0.007224277,0.023184944,0.034173486,0.102474358,0.188345812,0.24314911,0.183672322,0.217775692,,,,,,,
UNB-1-1-95-98,N,95,98,3,96.5,0.925539197,4.820842003,20.83295958,22.50899761,19.90742038,4.795762025,7.857846075,5.584988383,7.696499137,10.07741829,1.804375873,4.492429906,1.339895544,2.261760071,0,0.023174739,0.976825261,0,0,0,0,0,0,0,7.50E-06,0.00855691,0.014610333,0.027360119,0.097080486,0.179511137,0.245187107,0.190962561,0.236723851,,,,,,,
UNB-1-1-98-102,N,98,102,4,100,0.960754356,5.502870264,29.67473868,30.88691558,28.71398433,5.638521127,10.48168383,5.074620864,7.505599969,10.02354477,1.975230275,4.948923903,1.396438592,2.495316822,0,0.034188178,0.965811822,0,0,0,0,0,0,0,1.71E-07,0.004564567,0.029623439,0.06036389,0.112409716,0.179363234,0.221414137,0.173270776,0.218990069,,,,,,,
UNB-1-1-102-108,N,102,108,6,105,1.006464299,6.504166916,40.72469479,40.46312901,39.71823049,6.51667545,13.92478051,4.617952303,7.264420003,9.956488286,2.156039654,5.338535983,1.4563277,2.704136146,0,0.059859395,0.940140605,0,0,0,0,0,0,0,0.000752567,0.024449426,0.034657402,0.070074306,0.131235957,0.183323813,0.202756548,0.152160883,0.200589097,,,,,,,
UNB-1-1-108-113,N,108,113,5,110.5,1.268779921,10.13405316,79.88919417,62.96536765,78.62041425,9.122278019,28.61787876,3.645855813,6.624644888,9.62234244,2.639254796,5.976486627,1.643096952,3.18939414,0,0.136293104,0.863706896,0,0,0,0,0,0,0,0.001180423,0.043486436,0.091626245,0.118886986,0.147563386,0.162925576,0.163718733,0.116890088,0.153722127,,,,,,,
UNB-1-1-113-118,N,113,118,5,115.5,1.374795335,14.58778058,93.07577741,67.70155166,91.70098208,11.77009062,45.09597954,3.425450429,6.099095785,9.506567423,2.775275142,6.081116994,1.819076258,3.557053523,0,0.189281703,0.810718297,0,0,0,0,0,0,0,0.001843676,0.048869758,0.138568269,0.161336692,0.136637761,0.138108409,0.13688715,0.099755415,0.137992871,,,,,,,
UNB-1-1-118-123,N,118,123,5,120.5,1.481929925,17.55620549,100.1601907,67.58766997,98.67826075,10.81777712,47.13613699,3.319618881,5.831875128,9.398307055,2.831140378,6.078688174,1.805076684,3.435332174,0,0.201540216,0.798459784,0,0,0,0,0,0,0.001775463,0.007341944,0.055011702,0.137411107,0.173513578,0.147383239,0.135463125,0.126022916,0.088676077,0.127400848,,,,,,,
UNB-1-1-123-128,N,123,128,5,125.5,1.202006946,10.42893809,92.16180211,76.67326919,90.95979516,10.97375129,33.84358653,3.439687263,6.583263925,9.700339052,2.820122387,6.26065179,1.728016394,3.455984878,0,0.159348925,0.840651075,0,0,0,0,0,0,0.00219614,0.005810542,0.050416742,0.100925502,0.119631014,0.136187506,0.151398592,0.155998588,0.116874495,0.16056088,,,,,,,
UNB-1-1-128-129,N,128,129,1,128.5,1.237469028,11.36935162,96.54255473,78.01613822,95.3050857,11.50351361,37.54582567,3.372691186,6.458706208,9.658391868,2.863704779,6.285700682,1.76542177,3.524002677,0,0.172990726,0.827009274,0,0,0,0,0,0,0.001009774,0.004796953,0.053526563,0.113657437,0.125250794,0.137439471,0.148913393,0.14896883,0.110527148,0.155909638,,,,,,,
UNB-1-1-129-131,N,129,131,2,130,1.277037739,14.57568173,121.7073312,95.3044123,120.4302935,14.48600131,53.36121693,3.038512021,6.100292828,9.612983124,3.163714034,6.574471103,1.934960256,3.856587506,0,0.231929923,0.768070077,0,0,0,0,0,2.50E-06,0.005659262,0.016452281,0.073293997,0.136521882,0.134383745,0.121732989,0.131889867,0.132275999,0.100166617,0.147620859,,,,,,,
UNB-1-1-131-133,N,131,133,2,132,1.119566651,8.653197488,75.99681453,67.88056295,74.87724788,9.489146128,25.5781566,3.717917242,6.852550956,9.802843866,2.636649293,6.084926624,1.633014395,3.246278274,0,0.126539882,0.873460118,0,0,0,0,0,0,0,0.000498428,0.038758301,0.087283153,0.108986908,0.132880602,0.157168746,0.170215327,0.129425468,0.174783068,,,,,,,
UNB-1-1-133-135,N,133,135,2,134,1.117276854,9.022605229,103.0703353,92.25138333,101.9530585,11.96569198,33.26501437,3.278298925,6.792240221,9.805797564,2.991123686,6.52749864,1.748510488,3.580831926,0,0.169170784,0.830829216,0,0,0,0,0,0,0.006359149,0.009993706,0.055879508,0.096938422,0.101493459,0.11918286,0.144133078,0.16445,0.126647701,0.174922117,,,,,,,
UNB-1-1-138-143,N,138,143,5,140.5,1.150312874,8.237062798,95.94732925,83.40976738,94.79701638,8.832283798,23.74040815,3.381613541,6.923654297,9.763757971,2.88730745,6.38214443,1.601702371,3.142786529,0,0.147108371,0.852891629,0,0,0,0,0,0,0.002493748,0.008289261,0.054560493,0.081764869,0.080652897,0.126032596,0.160168776,0.180107004,0.1348015,0.171128856,,,,,,,
UNB-1-1-143-148,N,143,148,5,145.5,2.707179417,58.93964963,172.0036583,63.53611333,169.2964788,7.950709095,98.42482557,2.539488846,4.084617706,8.52899378,3.358547447,5.989504934,1.949275922,2.991083535,0,0.481304438,0.518695562,0,0,0,0,0,2.45E-05,0.009089512,0.026977483,0.170982507,0.27423048,0.168746062,0.089818964,0.069654951,0.063020678,0.048454811,0.079000096,,,,,,,
UNB-1-1-148-150,N,148,150,2,149,4.65908948,78.80064193,233.3249825,50.07952381,228.665893,4.288735806,103.113173,2.099587307,3.665648808,7.745736246,3.689170829,5.646148939,1.725659612,2.100552446,0,0.589095035,0.410904965,0,0,0,0,0,0.018013357,0.035359903,0.038715613,0.190149001,0.306857161,0.161380882,0.070772997,0.046448229,0.042312896,0.034194988,0.055794972,,,,,,,
UNB-1-1-150-155,N,150,155,5,152.5,3.941248353,64.92872349,160.5301988,40.7308001,156.5889505,4.496843183,85.73363286,2.639083373,3.944999344,7.987131623,3.02647946,5.348048249,1.681804537,2.168912574,0,0.515210148,0.484789852,0,0,0,0,0,1.78E-05,0.003535522,0.014508379,0.173663935,0.323484556,0.196236496,0.088267689,0.053650599,0.047184136,0.037645733,0.0618052,,,,,,,
UNB-1-1-155-157,N,155,157,2,156,3.023723902,56.84746736,185.2879008,61.27804878,182.2641769,7.001643309,96.75202472,2.432159418,4.136760113,8.369457872,3.441163359,5.937298455,1.892116255,2.807693567,0,0.469949789,0.530050211,0,0,0,0,0,3.93E-05,0.015542835,0.039770437,0.156202525,0.258394733,0.181934536,0.101602478,0.067739178,0.059909683,0.046644462,0.072219875,,,,,,,
UNB-1-1-157-160,N,157,160,3,158.5,3.297076522,72.54144289,460.2400805,139.5903545,456.9430039,8.767325203,141.196207,1.119541467,3.785050748,8.244596914,7.364262204,7.125055446,2.182157939,3.132136762,0,0.540606743,0.459393257,0,0,0,0,0,0.01637917,0.073137186,0.072405374,0.159989567,0.218695447,0.140166772,0.084680343,0.063858294,0.058373952,0.045347103,0.066966793,,,,,,,
UNB-1-1-160-163,N,160,163,3,161.5,5.162057646,87.86529476,308.6608485,59.79414986,303.4987909,4.723719354,126.3731149,1.695905596,3.508562751,7.597838032,4.480106705,5.901932436,1.84811537,2.239923254,0,0.619663485,0.380336515,0,0,0,0,0,0.000986322,0.04908716,0.082790653,0.213668629,0.273130721,0.141877433,0.068534404,0.045219172,0.039709246,0.031282432,0.053713829,,,,,,,
UNB-1-1-163-165,N,163,165,2,164,3.920325601,93.38686259,391.1518741,99.77535388,387.2315485,7.275968226,160.538633,1.354199217,3.42063658,7.994810803,5.903718375,6.640611585,2.180332155,2.863139243,0,0.615576647,0.384423353,0,0,0,0,0,0.012949248,0.055933436,0.102989048,0.217914102,0.225790814,0.113060476,0.066008597,0.054671366,0.050918428,0.038544332,0.061220153,,,,,,,
