Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg)
NA,fragment,,fragment,SUB-3-9-250um_S1_A_4,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,4,red,,Non-Fiber,0.666,0.278,0,0.666,632.7,666,699.3,264.1,278,291.9,6.66,142.33,278,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,1112859.83,26352114.8,56746936.3,1.15E-03,2.85E-02,7.55E-02
NA,fragment,,fragment,SUB-4-1-250um_S1_B_39,Lower Harbor,SUB-4-1,SUB-4-1-S1,39,gray,,Non-Fiber,0.605,0.383,0,0.605,574.75,605,635.25,363.85,383,402.15,6.05,305.525,402.15,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,1265192.86,70794725.4,102735566,1.30E-03,7.65E-02,1.37E-01
NA,fragment,,fragment,SUB-4-10-1000um_S2_A_7,Lower Harbor,SUB-4-10,SUB-4-10-S2,7,white,,Non-Fiber,0.593,0.278,0,0.593,563.35,593,622.65,264.1,278,291.9,5.93,141.965,278,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,882269.759,23403498.1,50526926.7,9.09E-04,2.53E-02,6.72E-02
NA,fragment,,fragment,SUB-4-10-250um_S1_B_21,Lower Harbor,SUB-4-10,SUB-4-10-S1,21,pink,,Non-Fiber,0.257,0.149,0,0.257,244.15,257,269.85,141.55,149,156.45,2.57,129.785,156.45,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,88817.7415,4969857.01,6605011.18,9.15E-05,5.37E-03,8.78E-03
NA,fragment,,fragment,SUB-4-10-250um_S1_B_5,Lower Harbor,SUB-4-10,SUB-4-10-S1,5,green,,Non-Fiber,0.905,0.625,0,0.905,859.75,905,950.25,593.75,625,656.25,9.05,457.025,656.25,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,4619812.89,258504766,409238525,4.76E-03,2.79E-01,5.44E-01
NA,fragment,,fragment,SUB-4-10-250um_S2_A_36,Lower Harbor,SUB-4-10,SUB-4-10-S2,36,white,,Non-Fiber,0.974,0.218,0,0.974,925.3,974,1022.7,207.1,218,228.9,9.74,113.87,218,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,1866472.6,24178244.8,51032934.5,1.92E-03,2.61E-02,6.79E-02
NA,fragment,,fragment,SUB-4-10-250um_S2_A_69,Lower Harbor,SUB-4-10,SUB-4-10-S2,69,blue,,Non-Fiber,0.183,0.144,0,0.183,173.85,183,192.15,136.8,144,151.2,1.83,92.415,151.2,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,43522.3044,2435320.08,4392825.7,4.48E-05,2.63E-03,5.84E-03
NA,fragment,,fragment,SUB-4-10-250um_S2_B_5,Lower Harbor,SUB-4-10,SUB-4-10-S2,5,white,,Non-Fiber,0.486,0.379,0,0.486,461.7,486,510.3,360.05,379,397.95,4.86,245.43,397.95,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,807902.513,45206733.4,80813252.5,8.32E-04,4.88E-02,1.07E-01
NA,fragment,,fragment,SUB-4-2-250um_S1_B_28,Lower Harbor,SUB-4-2,SUB-4-2-S1,28,gray,,Non-Fiber,0.56,0.269,0,0.56,532,560,588,255.55,269,282.45,5.6,137.3,269,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,761334.56,20682872,44675681.4,7.84E-04,2.23E-02,5.94E-02
NA,fragment,,fragment,SUB-4-2-250um_S1_B_34,Lower Harbor,SUB-4-2,SUB-4-2-S1,34,pink,,Non-Fiber,0.706,0.387,0,0.706,670.7,706,741.3,367.65,387,406.35,7.06,356.53,406.35,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,1740874.96,97411839.7,122403695,1.79E-03,1.05E-01,1.63E-01
NA,fragment,,fragment,SUB-4-2-250um_S1_C_18,Lower Harbor,SUB-4-2,SUB-4-2-S1,18,translucent,,Non-Fiber,0.879,0.58,0,0.879,835.05,879,922.95,551,580,609,8.79,443.895,609,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,4044389.31,226306549,342304619,4.17E-03,2.44E-01,4.55E-01
NA,fragment,,fragment,SUB-4-4-250um_S1_B_14,Lower Harbor,SUB-4-4,SUB-4-4-S1,14,translucent,,Non-Fiber,0.616,0.309,0,0.616,585.2,616,646.8,293.55,309,324.45,6.16,157.58,309,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,1058198.43,29994407.5,64844966.3,1.09E-03,3.24E-02,8.62E-02
NA,fragment,,fragment,SUB-4-4-250um_S1_B_33,Lower Harbor,SUB-4-4,SUB-4-4-S1,33,black,,Non-Fiber,1.076,0.382,0,1.076,1022.2,1076,1129.8,362.9,382,401.1,10.76,196.38,382,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,3991490.65,80718464.2,173108182,4.11E-03,8.72E-02,2.30E-01
NA,fragment,,fragment,SUB-4-4-500um_S1_A_37,Lower Harbor,SUB-4-4,SUB-4-4-S1,37,white,,Non-Fiber,2.17,1.124,0,2.17,2061.5,2170,2278.5,1067.8,1124,1180.2,21.7,1095.85,1180.2,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,47767552.5,2672865818,3173658943,4.92E-02,2.89E+00,4.22E+00
NA,fragment,,fragment,SUB-4-4-500um_S1_A_9,Lower Harbor,SUB-4-4,SUB-4-4-S1,9,translucent,,Non-Fiber,4.093,1.1,0,4.093,3888.35,4093,4297.65,1045,1100,1155,40.93,570.465,1100,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,166311923,2568404570,5460164325,1.71E-01,2.77E+00,7.26E+00
NA,fragment,,fragment,SUB-4-5-250um_S1_A_35,Lower Harbor,SUB-4-5,SUB-4-5-S1,35,blue,,Non-Fiber,0.674,0.401,0,0.674,640.3,674,707.7,380.95,401,421.05,6.74,340.37,421.05,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,1644036.2,91993161.4,125463252,1.69E-03,9.94E-02,1.67E-01
NA,fragment,,fragment,SUB-4-5-250um_S1_A_47,Lower Harbor,SUB-4-5,SUB-4-5-S1,47,white,,Non-Fiber,0.607,0.399,0,0.607,576.65,607,637.35,379.05,399,418.95,6.07,306.535,418.95,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,1326775.64,74240631.3,111867100,1.37E-03,8.02E-02,1.49E-01
NA,fragment,,fragment,SUB-4-5-250um_S1_A_58,Lower Harbor,SUB-4-5,SUB-4-5-S1,58,blue,,Non-Fiber,0.494,0.381,0,0.494,469.3,494,518.7,361.95,381,400.05,4.94,249.47,400.05,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,839123.887,46953746.6,83012749.3,8.64E-04,5.07E-02,1.10E-01
NA,fragment,,fragment,SUB-4-5-500um_S1_A_41,Lower Harbor,SUB-4-5,SUB-4-5-S1,41,blue,,Non-Fiber,3.334,1.021,0,3.334,3167.3,3334,3500.7,969.95,1021,1072.05,33.34,527.17,1021,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,102424569,1794494060,3831736869,1.05E-01,1.94E+00,5.10E+00
NA,fragment,,fragment,SUB-4-7-500um_S2_A_20,Lower Harbor,SUB-4-7,SUB-4-7-S2,20,gray,,Non-Fiber,1.825,0.577,0,1.825,1733.75,1825,1916.25,548.15,577,605.85,18.25,297.625,577,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,17343979.9,313406566,669873956,1.79E-02,3.38E-01,8.91E-01
NA,fragment,,fragment,SUB-4-9-250um_S2_A_37,Lower Harbor,SUB-4-9,SUB-4-9-S2,37,gray,,Non-Fiber,0.511,0.366,0,0.511,485.45,511,536.55,347.7,366,384.3,5.11,258.055,384.3,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,862521.831,48262994.4,79241186.2,8.88E-04,5.21E-02,1.05E-01
NA,fragment,,fragment,SUB-1-3-01-250-500um_S1_A_14,Basin I/III,SUB-1-3,SUB-1-3-S1,14,black,,Non-Fiber,0.845,0.598,0,0.845,802.75,845,887.25,568.1,598,627.9,8.45,426.725,627.9,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,3853557.22,215628410,349805774,3.97E-03,2.33E-01,4.65E-01
NA,fragment,,fragment,SUB-1-4-01-250-500um_S1_A_13,Basin I/III,SUB-1-4,SUB-1-4-S1,13,black,,Non-Fiber,0.585,0.366,0,0.585,555.75,585,614.25,347.7,366,384.3,5.85,295.425,384.3,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,1130420.51,63253446.8,90716426.5,1.16E-03,6.83E-02,1.21E-01
NA,fragment,,fragment,SUB-2-4_G-01-250-500um_S1_C_13,Basin II,SUB-2-4,SUB-2-4-S1,13,red,,Non-Fiber,0.453,0.333,0,0.453,430.35,453,475.65,316.35,333,349.65,4.53,228.765,349.65,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,616719.738,34508971.5,58150649,6.35E-04,3.73E-02,7.73E-02
NA,fragment,,fragment,SUB-2-5_G-01-250-500um_S1_C_11,Basin II,SUB-2-5,SUB-2-5-S1,11,white,,Non-Fiber,0.625,0.399,0,0.625,593.75,625,656.25,379.05,399,418.95,6.25,315.625,418.95,mineral,mineral,1.03E-09,1.08E-09,1.33E-09,1406630.86,78708984.4,115184411,1.45E-03,8.50E-02,1.53E-01
NA,fragment,,fragment,SUB-3-3-250um_S1_A_81,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,81,black,,Non-Fiber,0.687,0.549,0,0.687,652.65,687,721.35,521.55,549,576.45,6.87,346.935,576.45,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,2338476.6,130851045,239700712,2.41E-03,1.41E-01,3.19E-01
NA,fragment,,fragment,SUB-3-3-500um_S1_A_29,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,29,translucent,,Non-Fiber,1.887,1.139,0,1.887,1792.65,1887,1981.35,1082.05,1139,1195.95,18.87,952.935,1195.95,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,36602835.9,2048136525,2833917777,3.77E-02,2.21E+00,3.77E+00
NA,fragment,,fragment,SUB-3-6-250um_S1_A_3,Middle Newport Bay,SUB-3-6,SUB-3-6-S1,3,blue,,Non-Fiber,0.536,0.395,0,0.536,509.2,536,562.8,375.25,395,414.75,5.36,270.68,414.75,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,1024174.33,57308369.6,96811484.2,1.05E-03,6.19E-02,1.29E-01
NA,fragment,,fragment,SUB-3-6-250um_S1_A_44,Middle Newport Bay,SUB-3-6,SUB-3-6-S1,44,black,,Non-Fiber,0.764,0.465,0,0.764,725.8,764,802.2,441.75,465,488.25,7.64,385.82,488.25,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,2449553.23,137066413,191234904,2.52E-03,1.48E-01,2.54E-01
NA,fragment,,fragment,SUB-3-7-250um_S1_A_19,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,19,translucent,,Non-Fiber,0.869,0.122,0,0.869,825.55,869,912.45,115.9,122,128.1,8.69,65.345,122,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,831470.019,6927746.21,14259951.1,8.56E-04,7.48E-03,1.90E-02
NA,fragment,,fragment,SUB-3-7-250um_S1_A_22,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,22,black,,Non-Fiber,0.751,0.411,0,0.751,713.45,751,788.55,390.45,411,431.55,7.51,379.255,431.55,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,2092034.81,117061228,146855927,2.15E-03,1.26E-01,1.95E-01
NA,fragment,,fragment,SUB-3-7-250um_S1_A_65,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,65,black,,Non-Fiber,1.012,0.469,0,1.012,961.4,1012,1062.6,445.55,469,492.45,10.12,239.56,469,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,4334919.91,113701884,245417087,4.46E-03,1.23E-01,3.26E-01
NA,fragment,,fragment,SUB-3-7-500um_S1_A_10,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,10,black,,Non-Fiber,1.14,0.794,0,1.14,1083,1140,1197,754.3,794,833.7,11.4,575.7,833.7,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,9312738.66,521100612,831981661,9.59E-03,5.63E-01,1.11E+00
NA,fragment,,fragment,SUB-3-9-250um_S1_A_29,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,29,black,,Non-Fiber,0.868,0.325,0,0.868,824.6,868,911.4,308.75,325,341.25,8.68,166.84,325,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,2209886.77,47065564,101079956,2.28E-03,5.08E-02,1.34E-01
NA,fragment,,fragment,SUB-3-9-250um_S1_A_51,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,51,translucent,,Non-Fiber,0.985,0.392,0,0.985,935.75,985,1034.25,372.4,392,411.6,9.85,200.925,392,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,3432462.01,77581161,166873342,3.54E-03,8.38E-02,2.22E-01
NA,fragment,,fragment,SUB-3-9-500um_S1_A_36,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,36,translucent,,Non-Fiber,1.135,0.923,0,1.135,1078.25,1135,1191.75,876.85,923,969.15,11.35,573.175,969.15,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,10731010.9,600460996,1119353240,1.11E-02,6.48E-01,1.49E+00
NA,fragment,,fragment,SUB-4-1-250um_S1_A_24,Lower Harbor,SUB-4-1,SUB-4-1-S1,24,black,,Non-Fiber,0.611,0.351,0,0.611,580.45,611,641.55,333.45,351,368.55,6.11,308.555,368.55,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,1182596.93,66173013.9,87141160.7,1.22E-03,7.15E-02,1.16E-01
NA,fragment,,fragment,SUB-4-1-250um_S1_B_32,Lower Harbor,SUB-4-1,SUB-4-1-S1,32,translucent,,Non-Fiber,0.419,0.296,0,0.419,398.05,419,439.95,281.2,296,310.8,4.19,211.595,310.8,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,468993.655,26242858.3,42497691.8,4.83E-04,2.83E-02,5.65E-02
NA,fragment,,fragment,SUB-4-1-250um_S1_B_42,Lower Harbor,SUB-4-1,SUB-4-1-S1,42,translucent,,Non-Fiber,0.962,0.702,0,0.962,913.9,962,1010.1,666.9,702,737.1,9.62,485.81,737.1,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,5863196.73,328079152,548803906,6.04E-03,3.54E-01,7.30E-01
NA,fragment,,fragment,SUB-4-1-500um_S1_B_11,Lower Harbor,SUB-4-1,SUB-4-1-S1,11,translucent,,Non-Fiber,1.122,0.793,0,1.122,1065.9,1122,1178.1,753.35,793,832.65,11.22,566.61,832.65,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,9009612.48,504138981,816783825,9.28E-03,5.44E-01,1.09E+00
NA,fragment,,fragment,SUB-4-10-250um_S1_B_38,Lower Harbor,SUB-4-10,SUB-4-10-S1,38,translucent,,Non-Fiber,0.422,0.252,0,0.422,400.9,422,443.1,239.4,252,264.6,4.22,213.11,264.6,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,405016.441,22662969.8,31022831.2,4.17E-04,2.45E-02,4.13E-02
NA,fragment,,fragment,SUB-4-10-250um_S2_A_21,Lower Harbor,SUB-4-10,SUB-4-10-S2,21,black,,Non-Fiber,0.715,0.353,0,0.715,679.25,715,750.75,335.35,353,370.65,7.15,180.075,353,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,1628673.39,45450029.6,98227717.1,1.68E-03,4.91E-02,1.31E-01
NA,fragment,,fragment,SUB-4-10-250um_S2_A_42,Lower Harbor,SUB-4-10,SUB-4-10-S2,42,translucent,,Non-Fiber,0.447,0.262,0,0.447,424.65,447,469.35,248.9,262,275.1,4.47,225.735,275.1,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,472458.371,26436728.8,35520412.7,4.87E-04,2.86E-02,4.72E-02
NA,fragment,,fragment,SUB-4-10-500um_S2_A_3,Lower Harbor,SUB-4-10,SUB-4-10-S2,3,blue,,Non-Fiber,1.832,0.541,0,1.832,1740.4,1832,1923.6,513.95,541,568.05,18.32,279.66,541,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,16386847.6,277174382,591151230,1.69E-02,2.99E-01,7.86E-01
NA,fragment,,fragment,SUB-4-11-1000um_S1_A_10,Lower Harbor,SUB-4-11,SUB-4-11-S1,10,gray,,Non-Fiber,0.457,0.25,0,0.457,434.15,457,479.85,237.5,250,262.5,4.57,230.785,262.5,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,471215.556,26367186.3,33064664.1,4.85E-04,2.85E-02,4.40E-02
NA,fragment,,fragment,SUB-4-11-250um_S1_B_20,Lower Harbor,SUB-4-11,SUB-4-11-S1,20,translucent,,Non-Fiber,0.632,0.285,0,0.632,600.4,632,663.6,270.75,285,299.25,6.32,145.66,285,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,1027368.46,26236279.2,56595955.5,1.06E-03,2.83E-02,7.53E-02
NA,fragment,,fragment,SUB-4-11-250um_S1_B_27,Lower Harbor,SUB-4-11,SUB-4-11-S1,27,black,,Non-Fiber,0.932,0.785,0,0.932,885.4,932,978.6,745.75,785,824.25,9.32,470.66,824.25,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,6153875.31,344344269,664849158,6.34E-03,3.72E-01,8.84E-01
NA,fragment,,fragment,SUB-4-11-250um_S1_B_29,Lower Harbor,SUB-4-11,SUB-4-11-S1,29,gray,,Non-Fiber,0.938,0.297,0,0.938,891.1,938,984.9,282.15,297,311.85,9.38,153.19,297,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,2358355.85,42676589.3,91220896.3,2.43E-03,4.61E-02,1.21E-01
NA,fragment,,fragment,SUB-4-11-250um_S1_B_46,Lower Harbor,SUB-4-11,SUB-4-11-S1,46,blue,,Non-Fiber,1.244,0.584,0,1.244,1181.8,1244,1306.2,554.8,584,613.2,12.44,298.22,584,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,8156443.24,216655637,467761715,8.40E-03,2.34E-01,6.22E-01
NA,fragment,,fragment,SUB-4-11-250um_S1_B_6,Lower Harbor,SUB-4-11,SUB-4-11-S1,6,gray,,Non-Fiber,0.408,0.349,0,0.408,387.6,408,428.4,331.55,349,366.45,4.08,206.04,366.45,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,524315.822,29338447.7,57527952.1,5.40E-04,3.17E-02,7.65E-02
NA,fragment,,fragment,SUB-4-2-250um_S1_A_50,Lower Harbor,SUB-4-2,SUB-4-2-S1,50,white,,Non-Fiber,0.955,0.754,0,0.955,907.25,955,1002.75,716.3,754,791.7,9.55,482.275,791.7,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,6206193.32,347271759,628512559,6.39E-03,3.75E-01,8.36E-01
NA,fragment,,fragment,SUB-4-2-250um_S1_B_1,Lower Harbor,SUB-4-2,SUB-4-2-S1,1,blue,,Non-Fiber,0.525,0.318,0,0.525,498.75,525,551.25,302.1,318,333.9,5.25,265.125,333.9,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,791029.969,44262618.8,61458427,8.15E-04,4.78E-02,8.17E-02
NA,fragment,,fragment,SUB-4-2-250um_S1_B_42,Lower Harbor,SUB-4-2,SUB-4-2-S1,42,green,,Non-Fiber,0.981,0.436,0,0.981,931.95,981,1030.05,414.2,436,457.8,9.81,222.905,436,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,3786794.3,95340035,205598804,3.90E-03,1.03E-01,2.73E-01
NA,fragment,,fragment,SUB-4-4-250um_S1_A_29,Lower Harbor,SUB-4-4,SUB-4-4-S1,29,white,,Non-Fiber,0.978,0.331,0,0.978,929.1,978,1026.9,314.45,331,347.55,9.78,170.39,331,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,2857280.74,55158310,118133600,2.94E-03,5.96E-02,1.57E-01
NA,fragment,,fragment,SUB-4-4-250um_S1_A_37,Lower Harbor,SUB-4-4,SUB-4-4-S1,37,translucent,,Non-Fiber,1.818,0.482,0,1.818,1727.1,1818,1908.9,457.9,482,506.1,18.18,250.09,482,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,14377454.7,219147865,465657448,1.48E-02,2.37E-01,6.19E-01
NA,fragment,,fragment,SUB-4-4-250um_S1_A_39,Lower Harbor,SUB-4-4,SUB-4-4-S1,39,black,,Non-Fiber,0.795,0.48,0,0.795,755.25,795,834.75,456,480,504,7.95,401.475,504,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,2737932.3,153202860,212039856,2.82E-03,1.65E-01,2.82E-01
NA,fragment,,fragment,SUB-4-4-250um_S1_A_59,Lower Harbor,SUB-4-4,SUB-4-4-S1,59,black,,Non-Fiber,0.568,0.452,0,0.568,539.6,568,596.4,429.4,452,474.6,5.68,286.84,474.6,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,1316080.08,73642154.2,134336213,1.36E-03,7.95E-02,1.79E-01
NA,fragment,,fragment,SUB-4-4-250um_S1_B_39,Lower Harbor,SUB-4-4,SUB-4-4-S1,39,black,,Non-Fiber,0.604,0.409,0,0.604,573.8,604,634.2,388.55,409,429.45,6.04,305.02,429.45,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,1346617.94,75350920.7,116963795,1.39E-03,8.14E-02,1.56E-01
NA,fragment,,fragment,SUB-4-5-250um_S1_A_43,Lower Harbor,SUB-4-5,SUB-4-5-S1,43,gray,,Non-Fiber,0.54,0.351,0,0.54,513,540,567,333.45,351,368.55,5.4,272.7,368.55,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,923723.19,51687558,77015101.1,9.51E-04,5.58E-02,1.02E-01
NA,fragment,,fragment,SUB-4-5-250um_S1_A_63,Lower Harbor,SUB-4-5,SUB-4-5-S1,63,white,,Non-Fiber,0.636,0.442,0,0.636,604.2,636,667.8,419.9,442,464.1,6.36,321.18,464.1,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,1613554.77,90287552.2,143836647,1.66E-03,9.75E-02,1.91E-01
NA,fragment,,fragment,SUB-4-7-250um_S2_A_2,Lower Harbor,SUB-4-7,SUB-4-7-S2,2,gray,,Non-Fiber,0.7,0.561,0,0.7,665,700,735,532.95,561,589.05,7,353.5,589.05,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,2480882.25,138819450,255030228,2.56E-03,1.50E-01,3.39E-01
NA,fragment,,fragment,SUB-4-7-250um_S2_A_42,Lower Harbor,SUB-4-7,SUB-4-7-S2,42,gray,,Non-Fiber,0.646,0.296,0,0.646,613.7,646,678.3,281.2,296,310.8,6.46,151.23,296,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,1114817.96,28917595.7,62401429.4,1.15E-03,3.12E-02,8.30E-02
NA,fragment,,fragment,SUB-4-7-250um_S2_A_63,Lower Harbor,SUB-4-7,SUB-4-7-S2,63,translucent,,Non-Fiber,0.477,0.315,0,0.477,453.15,477,500.85,299.25,315,330.75,4.77,240.885,330.75,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,646836.506,36194175.7,54790767.5,6.66E-04,3.91E-02,7.29E-02
NA,fragment,,fragment,SUB-4-7-250um_S2_A_70,Lower Harbor,SUB-4-7,SUB-4-7-S2,70,gray,,Non-Fiber,0.695,0.317,0,0.695,660.25,695,729.75,301.15,317,332.85,6.95,161.975,317,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,1381898.3,35685522.1,76998440.1,1.42E-03,3.85E-02,1.02E-01
NA,fragment,,fragment,SUB-4-9-250um_S2_A_14,Lower Harbor,SUB-4-9,SUB-4-9-S2,14,yellow,,Non-Fiber,0.795,0.399,0,0.795,755.25,795,834.75,379.05,399,418.95,7.95,203.475,399,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,2275906.22,64543287.4,139537686,2.34E-03,6.97E-02,1.86E-01
NA,fragment,,fragment,SUB-4-9-250um_S2_A_70,Lower Harbor,SUB-4-9,SUB-4-9-S2,70,translucent,,Non-Fiber,0.607,0.402,0,0.607,576.65,607,637.35,381.9,402,422.1,6.07,306.535,422.1,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,1336751.39,74798831.5,113555636,1.38E-03,8.08E-02,1.51E-01
NA,fragment,,fragment,SUB-4-9-500um_S2_A_2,Lower Harbor,SUB-4-9,SUB-4-9-S2,2,black,,Non-Fiber,1.38,0.94,0,1.38,1311,1380,1449,893,940,987,13.8,696.9,987,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,16155977.4,904018680,1411570881,1.66E-02,9.76E-01,1.88E+00
NA,fragment,,fragment,SUB-1-2-01-250-500um_S1_A_71,Basin I/III,SUB-1-2,SUB-1-2-S1,71,clear,,Non-Fiber,0.459,0.265,0,0.459,436.05,459,481.95,251.75,265,278.25,4.59,231.795,278.25,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,503869.947,28194384.8,37314045,5.19E-04,3.04E-02,4.96E-02
NA,fragment,,fragment,SUB-2-4_G-01-250-500um_S1_C_19,Basin II,SUB-2-4,SUB-2-4-S1,19,blue,,Non-Fiber,0.69,0.522,0,0.69,655.5,690,724.5,495.9,522,548.1,6.9,348.45,548.1,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,2242930.91,125504721,217649660,2.31E-03,1.36E-01,2.89E-01
NA,fragment,,fragment,SUB-2-6_G-01-250-500um_S1_A_21,Basin II,SUB-2-6,SUB-2-6-S1,21,green,,Non-Fiber,0.473,0.29,0,0.473,449.35,473,496.65,275.5,290,304.5,4.73,238.865,304.5,organic matter,organic matter,1.03E-09,1.08E-09,1.33E-09,585554.725,32765112.1,46049512.2,6.03E-04,3.54E-02,6.12E-02
NA,fragment,,fragment,SUB-3-3-500um_S1_A_27,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,27,white,,Non-Fiber,2.398,1.23,0,2.398,2278.1,2398,2517.9,1168.5,1230,1291.5,23.98,1210.99,1291.5,poly(acrylamide/amid)s,poly(acrylamide/amid)s,1.03E-09,1.08E-09,1.33E-09,63833797.2,3571863445,4199787328,6.57E-02,3.86E+00,5.59E+00
NA,fragment,,fragment,SUB-3-9-500um_S1_A_6,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,6,gray,,Non-Fiber,1.355,0.905,0,1.355,1287.25,1355,1422.75,859.75,905,950.25,13.55,684.275,950.25,poly(acrylamide/amid)s,poly(acrylamide/amid)s,1.03E-09,1.08E-09,1.33E-09,14995963.7,839109326,1284707770,1.54E-02,9.06E-01,1.71E+00
NA,fragment,,fragment,SUB-4-11-250um_S1_B_16,Lower Harbor,SUB-4-11,SUB-4-11-S1,16,green,,Non-Fiber,1.058,0.52,0,1.058,1005.1,1058,1110.9,494,520,546,10.58,265.29,520,poly(acrylamide/amid)s,poly(acrylamide/amid)s,1.03E-09,1.08E-09,1.33E-09,5253175.25,145951946,315406728,5.41E-03,1.58E-01,4.19E-01
NA,fragment,,fragment,SUB-4-2-250um_S1_A_19,Lower Harbor,SUB-4-2,SUB-4-2-S1,19,blue,,Non-Fiber,0.948,0.449,0,0.948,900.6,948,995.4,426.55,449,471.45,9.48,229.24,449,poly(acrylamide/amid)s,poly(acrylamide/amid)s,1.03E-09,1.08E-09,1.33E-09,3641750.82,97576464.5,210707317,3.75E-03,1.05E-01,2.80E-01
