,Site,Location,Sub,Sample,Depth,Size,Unique_ID,Color,Color-Group,Morphology,1st Order Morph,Comment,Feret,MinFeret,Length,plastic_or_not,match_val,good_match_vals,material_class,material_class_specific,spectrum_identity
122,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_38,white,White,fragment,Non-Fiber,NA,0.656,0.293,0,NA,NA,NA,NA,NA,NA
123,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_39,black,Black,fiber,Fiber,NA,0.679,0.053,0.711,NA,NA,NA,NA,NA,NA
124,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_4,red,Red,fiber,Fiber,NA,1.102,0.203,1.263,NA,NA,NA,NA,NA,NA
125,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_40,blue,Blue,fiber,Fiber,NA,0.837,0.258,1.03,NA,NA,NA,NA,NA,NA
126,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_41,blue,Blue,fiber,Fiber,NA,2.267,0.488,2.674,NA,NA,NA,NA,NA,NA
127,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_42,black,Black,fiber,Fiber,NA,3.938,0.968,5.495,NA,NA,NA,NA,NA,NA
128,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_43,black,Black,fiber,Fiber,NA,1.786,0.76,2.602,NA,NA,NA,NA,NA,NA
129,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_44,black,Black,fiber,Fiber,NA,1.551,0.223,2.127,NA,NA,NA,NA,NA,NA
130,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_45,blue,Blue,fiber,Fiber,NA,2.051,0.762,3.439,NA,NA,NA,NA,NA,NA
131,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_46,blue,Blue,fiber,Fiber,NA,1.617,0.523,2.696,NA,NA,NA,NA,NA,NA
132,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_47,pink,Red,fiber,Fiber,NA,1.759,0.285,2.08,NA,NA,NA,NA,NA,NA
133,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_48,purple,Blue,fiber,Fiber,NA,2.019,0.291,2.24,NA,NA,NA,NA,NA,NA
134,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_49,translucent,Transparent,fiber,Fiber,thick fiber,1.652,0.347,1.9,NA,NA,NA,NA,NA,NA
135,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_5,black,Black,not plastic,NA,NA,1.068,0.509,0,NA,NA,NA,NA,NA,NA
136,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_50,blue,Blue,fiber,Fiber,NA,1.189,0.395,1.552,NA,NA,NA,NA,NA,NA
137,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_51,brown,Black,fiber,Fiber,NA,1.821,0.362,2.261,NA,NA,NA,NA,NA,NA
138,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_52,translucent,Transparent,fragment,Non-Fiber,NA,1.45,0.413,1.731,NA,NA,NA,NA,NA,NA
139,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_53,white,White,fiber,Fiber,NA,1.652,0.144,1.735,NA,NA,NA,NA,NA,NA
140,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_54,black,Black,fiber,Fiber,NA,2.075,0.381,2.28,NA,NA,NA,NA,NA,NA
141,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_55,black,Black,fragment,Non-Fiber,NA,0.63,0.477,0,NA,NA,NA,NA,NA,NA
142,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_56,translucent,Transparent,fiber,Fiber,NA,0.911,0.371,1.275,NA,NA,NA,NA,NA,NA
143,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_57,black,Black,fragment,Non-Fiber,NA,0.547,0.26,0,NA,NA,NA,NA,NA,NA
144,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_58,blue,Blue,fiber,Fiber,NA,0.6,0.223,0.788,NA,NA,NA,NA,NA,NA
145,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_59,white,White,fragment,Non-Fiber,NA,1.487,0.184,0,NA,NA,NA,NA,NA,NA
146,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_6,white,White,fragment,Non-Fiber,NA,0.678,0.319,0,NA,NA,NA,NA,NA,NA
147,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_60,gray,Black,fiber,Fiber,NA,1.782,0.574,2.513,NA,NA,NA,NA,NA,NA
148,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_61,black,Black,TRWP,Non-Fiber,NA,0.993,0.412,0,NA,NA,NA,NA,NA,NA
149,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_62,black,Black,fiber,Fiber,NA,1.782,0.262,2.782,NA,NA,NA,NA,NA,NA
150,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_63,blue,Blue,fiber,Fiber,NA,2.911,0.229,3.501,NA,NA,NA,NA,NA,NA
151,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_64,black,Black,TRWP,Non-Fiber,NA,1.378,0.507,0,NA,NA,NA,NA,NA,NA
152,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_65,black,Black,fiber,Fiber,NA,1.008,0.536,1.857,NA,NA,NA,NA,NA,NA
153,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_66,translucent,Transparent,fiber bundle,Fiber,NA,0.552,0.195,0.722,NA,NA,NA,NA,NA,NA
154,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_67,gray,Black,fragment,Non-Fiber,NA,1.375,0.777,0,NA,NA,NA,NA,NA,NA
155,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_68,green,Green,spike,Spike,NA,0.295,0.264,0,NA,NA,NA,NA,NA,NA
156,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_69,gray,Black,fragment,Non-Fiber,NA,0.672,0.332,0,NA,NA,NA,NA,NA,NA
157,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_7,translucent,Transparent,fragment,Non-Fiber,NA,0.75,0.438,0,NA,NA,NA,NA,NA,NA
158,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_70,black,Black,TRWP,Non-Fiber,NA,0.857,0.408,0,NA,NA,NA,NA,NA,NA
159,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_71,green,Green,spike,Spike,NA,0.292,0.264,0,NA,NA,NA,NA,NA,NA
160,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_72,green,Green,spike,Spike,NA,0.28,0.262,0,NA,NA,NA,NA,NA,NA
161,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_73,green,Green,spike,Spike,NA,0.316,0.284,0,NA,NA,NA,NA,NA,NA
162,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_74,brown,Black,fiber,Fiber,NA,1.328,0.88,2.74,NA,NA,NA,NA,NA,NA
163,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_75,blue,Blue,fiber,Fiber,NA,1.893,0.392,2.157,NA,NA,NA,NA,NA,NA
164,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_76,black,Black,fragment,Non-Fiber,crumbly? orgo,1.119,0.576,0,NA,NA,NA,NA,NA,NA
165,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_77,black,Black,TRWP,Non-Fiber,NA,0.884,0.285,0,NA,NA,NA,NA,NA,NA
166,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_78,black,Black,fragment,Non-Fiber,NA,0.945,0.347,0,NA,NA,NA,NA,NA,NA
167,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_79,black,Black,TRWP,Non-Fiber,NA,1.037,0.47,0,NA,NA,NA,NA,NA,NA
168,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_8,black,Black,fiber,Fiber,NA,1.115,0.438,1.567,NA,NA,NA,NA,NA,NA
169,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_80,white,White,film,Non-Fiber,NA,1.076,0.779,0,NA,NA,NA,NA,NA,NA
170,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_81,blue,Blue,fragment,Non-Fiber,NA,0.882,0.479,0,NA,NA,NA,NA,NA,NA
171,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_82,black,Black,fragment,Non-Fiber,NA,1.745,0.909,0,NA,NA,NA,NA,NA,NA
172,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_83,blue,Blue,fiber,Fiber,NA,0.63,0.2,0.814,NA,NA,NA,NA,NA,NA
173,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_84,blue,Blue,fragment,Non-Fiber,NA,0.751,0.316,0,NA,NA,NA,NA,NA,NA
174,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_85,black,Black,not plastic,NA,crumbly,1.027,0.589,0,NA,NA,NA,NA,NA,NA
175,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_B_9,gray,Black,fiber,Fiber,NA,1.041,0.441,1.984,NA,NA,NA,NA,NA,NA
176,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_1,black,Black,TRWP,Non-Fiber,NA,1.611,0.381,0,NA,NA,NA,NA,NA,NA
177,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_10,translucent,Transparent,fiber,Fiber,NA,2.48,0.329,3.077,NA,NA,NA,NA,NA,NA
178,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_11,blue,Blue,spike,Spike,NA,0.283,0.265,0,NA,NA,NA,NA,NA,NA
179,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_12,blue,Blue,spike,Spike,NA,0.331,0.295,0,NA,NA,NA,NA,NA,NA
180,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_13,white,White,fragment,Non-Fiber,NA,0.451,0.359,0,NA,NA,NA,NA,NA,NA
181,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_14,blue,Blue,fiber,Fiber,NA,2.56,0.541,3.064,NA,NA,NA,NA,NA,NA
182,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_15,black,Black,TRWP,Non-Fiber,NA,0.588,0.384,0,NA,NA,NA,NA,NA,NA
183,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_16,white,White,film,Non-Fiber,NA,0.617,0.49,0,NA,NA,NA,NA,NA,NA
184,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_17,black,Black,TRWP,Non-Fiber,NA,0.546,0.375,0,NA,NA,NA,NA,NA,NA
185,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_18,blue,Blue,spike,Spike,NA,0.314,0.28,0,NA,NA,NA,NA,NA,NA
186,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_19,blue,Blue,fiber,Fiber,NA,1.276,0.173,1.478,NA,NA,NA,NA,NA,NA
187,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_2,black,Black,not plastic,NA,NA,1.05,0.781,0,NA,NA,NA,NA,NA,NA
188,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_20,black,Black,fiber,Fiber,NA,2.348,0.712,3.546,NA,NA,NA,NA,NA,NA
189,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_21,black,Black,fiber,Fiber,NA,1.874,0.481,3.01,NA,NA,NA,NA,NA,NA
190,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_22,blue,Blue,spike,Spike,NA,0.286,0.268,0,NA,NA,NA,NA,NA,NA
191,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_23,red,Red,fragment,Non-Fiber,NA,0.674,0.457,0,NA,NA,NA,NA,NA,NA
192,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_24,white,White,fragment,Non-Fiber,NA,0.967,0.627,0,NA,NA,NA,NA,NA,NA
193,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_25,black,Black,fragment,Non-Fiber,NA,0.644,0.54,0,NA,NA,NA,NA,NA,NA
194,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_26,blue,Blue,fiber,Fiber,NA,2.742,0.304,3.051,NA,NA,NA,NA,NA,NA
195,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_27,green,Green,film,Non-Fiber,NA,1.283,0.631,0,NA,NA,NA,NA,NA,NA
196,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_28,blue,Blue,fiber,Fiber,NA,2.145,0.285,2.305,NA,NA,NA,NA,NA,NA
197,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_29,translucent,Transparent,fragment,Non-Fiber,NA,0.707,0.348,0,NA,NA,NA,NA,NA,NA
198,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_3,pink,Red,fiber,Fiber,NA,6.059,0.364,6.445,NA,NA,NA,NA,NA,NA
199,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_30,gray,Black,fragment,Non-Fiber,soft,0.664,0.393,0,NA,NA,NA,NA,NA,NA
200,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_31,green,Green,spike,Spike,NA,0.301,0.272,0,NA,NA,NA,NA,NA,NA
201,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_32,black,Black,fiber,Fiber,NA,1.183,0.296,1.413,NA,NA,NA,NA,NA,NA
202,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_33,blue,Blue,fiber,Fiber,NA,0.872,0.187,1.012,NA,NA,NA,NA,NA,NA
203,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_34,blue,Blue,spike,Spike,NA,0.323,0.294,0,NA,NA,NA,NA,NA,NA
204,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_35,translucent,Transparent,fragment,Non-Fiber,NA,0.78,0.449,0,NA,NA,NA,NA,NA,NA
205,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_36,white,White,spike,Spike,NA,0.315,0.276,0,NA,NA,NA,NA,NA,NA
206,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_37,black,Black,fiber,Fiber,NA,1.628,0.333,1.929,NA,NA,NA,NA,NA,NA
207,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_38,blue,Blue,fiber,Fiber,NA,1.097,0.385,1.592,NA,NA,NA,NA,NA,NA
208,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_39,black,Black,fiber,Fiber,NA,1.184,0.77,2.89,NA,NA,NA,NA,NA,NA
209,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_4,translucent,Transparent,fragment,Non-Fiber,NA,1.007,0.468,0,NA,NA,NA,NA,NA,NA
210,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_40,gray,Black,fiber,Fiber,NA,0.644,0.342,1.387,NA,NA,NA,NA,NA,NA
211,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_41,black,Black,fiber,Fiber,NA,1.13,0.424,1.897,NA,NA,NA,NA,NA,NA
212,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_42,black,Black,fragment,Non-Fiber,NA,0.712,0.363,0,NA,NA,NA,NA,NA,NA
213,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_43,black,Black,fragment,Non-Fiber,"crumbly, possibly orgo?",1.232,0.633,0,NA,NA,NA,NA,NA,NA
214,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_44,brown,Black,fragment,Non-Fiber,gummy,0.733,0.319,0,NA,NA,NA,NA,NA,NA
215,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_45,green,Green,spike,Spike,NA,0.316,0.232,0,NA,NA,NA,NA,NA,NA
216,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_46,blue,Blue,spike,Spike,NA,0.305,0.282,0,NA,NA,NA,NA,NA,NA
217,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_47,white,White,fragment,Non-Fiber,NA,0.909,0.386,0,NA,NA,NA,NA,NA,NA
218,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_48,gray,Black,fragment,Non-Fiber,NA,0.67,0.531,0,NA,NA,NA,NA,NA,NA
219,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_49,black,Black,fiber,Fiber,NA,1.043,0.502,2.134,NA,NA,NA,NA,NA,NA
220,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_5,black,Black,fragment,Non-Fiber,NA,0.927,0.556,0,NA,NA,NA,NA,NA,NA
221,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_50,white,White,film,Non-Fiber,NA,1.293,0.682,0,NA,NA,NA,NA,NA,NA
222,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_51,black,Black,fiber,Fiber,NA,1.108,0.477,1.54,NA,NA,NA,NA,NA,NA
223,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_52,gray,Black,fiber,Fiber,NA,1.401,0.735,2.329,NA,NA,NA,NA,NA,NA
224,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_53,gray,Black,fiber,Fiber,NA,2.441,0.514,3.701,NA,NA,NA,NA,NA,NA
225,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_54,white,White,foam,Non-Fiber,NA,0.594,0.28,0,NA,NA,NA,NA,NA,NA
226,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_55,white,White,fragment,Non-Fiber,NA,0.566,0.472,0,NA,NA,NA,NA,NA,NA
227,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_56,black,Black,fragment,Non-Fiber,NA,0.558,0.406,0,NA,NA,NA,NA,NA,NA
228,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_57,blue,Blue,fiber,Fiber,NA,0.882,0.622,2.352,NA,NA,NA,NA,NA,NA
229,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_58,green,Green,fragment,Non-Fiber,NA,0.815,0.214,0,NA,NA,NA,NA,NA,NA
230,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_59,black,Black,fiber,Fiber,NA,1.106,0.255,1.531,NA,NA,NA,NA,NA,NA
231,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_6,pink,Red,fiber,Fiber,NA,1.194,0.589,2.171,NA,NA,NA,NA,NA,NA
232,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_60,black,Black,fiber,Fiber,NA,1.705,0.142,1.808,NA,NA,NA,NA,NA,NA
233,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_61,translucent,Transparent,fragment,Non-Fiber,NA,0.772,0.375,0,NA,NA,NA,NA,NA,NA
234,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_62,blue,Blue,fiber,Fiber,NA,1.78,0.631,2.409,NA,NA,NA,NA,NA,NA
235,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_63,translucent,Transparent,fiber,Fiber,NA,1.092,0.121,1.136,NA,NA,NA,NA,NA,NA
236,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_64,translucent,Transparent,fiber,Fiber,NA,1.805,0.363,2.125,NA,NA,NA,NA,NA,NA
237,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_65,blue,Blue,fiber,Fiber,NA,1.942,0.308,2.218,NA,NA,NA,NA,NA,NA
238,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_66,black,Black,fragment,Non-Fiber,NA,0.805,0.39,0,NA,NA,NA,NA,NA,NA
239,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_67,green,Green,spike,Spike,NA,0.315,0.277,0,NA,NA,NA,NA,NA,NA
240,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_68,green,Green,spike,Spike,NA,0.291,0.264,0,NA,NA,NA,NA,NA,NA
241,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_69,gray,Black,fragment,Non-Fiber,NA,0.749,0.308,1.305,NA,NA,NA,NA,NA,NA
242,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_7,green,Green,spike,Spike,NA,0.315,0.285,0,NA,NA,NA,NA,NA,NA
243,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_70,black,Black,fiber,Fiber,NA,1.205,0.824,2.537,NA,NA,NA,NA,NA,NA
244,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_71,black,Black,TRWP,Non-Fiber,NA,0.534,0.366,0,NA,NA,NA,NA,NA,NA
245,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_72,gray,Black,fiber,Fiber,NA,0.57,0.238,1.082,NA,NA,NA,NA,NA,NA
246,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_73,translucent,Transparent,fiber,Fiber,NA,3.922,0.478,4.259,NA,NA,NA,NA,NA,NA
247,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_74,black,Black,fiber,Fiber,NA,1.178,0.91,3.057,NA,NA,NA,NA,NA,NA
248,Middle Newport Bay,SUB-3-3,S1,SUB-3-3-S1,0-5cm,250um,SUB-3-3-250um_S1_C_75,translucent,Transparent,fragment,Non-Fiber,NA,1.023,0.58,0,NA,NA,NA,NA,NA,NA
