,Site,Location,Sub,Sample,Depth,Size,Unique_ID,Color,Color-Group,Morphology,1st Order Morph,Comment,Feret,MinFeret,Length,plastic_or_not,match_val,good_match_vals,material_class,material_class_specific,spectrum_identity
3461,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_75,white,White,spike,Spike,NA,0.331,0.284,0,NA,NA,NA,NA,NA,NA
3462,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_76,gray,Black,fiber,Fiber,NA,0.541,0.23,0.794,NA,NA,NA,NA,NA,NA
3463,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_77,translucent,NA,not plastic,NA,organic? broke too much,0.518,0.251,1.091,NA,NA,NA,NA,NA,NA
3464,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_78,gray,Black,fragment,Non-Fiber,NA,0.813,0.449,0,NA,NA,NA,NA,NA,NA
3465,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_79,blue,Blue,fragment,Non-Fiber,NA,0.686,0.336,0,NA,NA,NA,NA,NA,NA
3466,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_8,translucent,Transparent,fragment,Non-Fiber,NA,0.594,0.377,0,plastic,0.643149954,FALSE,Unknown,"nylon 6,12 - poly(hexamethylene dodecanediamide)",nylon_6_12
3467,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_80,black,NA,not plastic,NA,NA,0.503,0.419,0,NA,NA,NA,NA,NA,NA
3468,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_81,translucent,Transparent,fiber,Fiber,NA,0.808,0.534,1.676,NA,NA,NA,NA,NA,NA
3469,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_82,black,Black,fiber,Fiber,NA,1.222,0.415,1.712,NA,NA,NA,NA,NA,NA
3470,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_83,blue,Blue,fiber,Fiber,NA,1.225,0.314,1.852,NA,NA,NA,NA,NA,NA
3471,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_84,black,Black,fiber,Fiber,NA,0.765,0.501,1.826,NA,NA,NA,NA,NA,NA
3472,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_85,green,Green,spike,Spike,NA,0.306,0.275,0,NA,NA,NA,NA,NA,NA
3473,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_86,blue,Blue,fiber,Fiber,NA,0.843,0.462,1.781,NA,NA,NA,NA,NA,NA
3474,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_87,white,White,foam,Non-Fiber,NA,1.095,0.628,0,NA,NA,NA,NA,NA,NA
3475,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_88,translucent,Transparent,fiber,Fiber,NA,0.5,0.439,2.479,NA,NA,NA,NA,NA,NA
3476,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_B_9,black,Black,TRWP,Non-Fiber,NA,0.668,0.263,0,NA,NA,NA,NA,NA,NA
3477,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_1,blue,Blue,fragment,Non-Fiber,NA,0.783,0.405,0,NA,NA,NA,NA,NA,NA
3478,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_10,black,Black,fiber,Fiber,NA,2.67,0.253,2.857,NA,NA,NA,NA,NA,NA
3479,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_11,black,Black,fiber,Fiber,NA,1.036,0.307,1.286,NA,NA,NA,NA,NA,NA
3480,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_12,black,Black,fiber,Fiber,NA,0.698,0.02,0.703,NA,NA,NA,NA,NA,NA
3481,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_13,blue,Blue,fiber,Fiber,NA,1.433,0.282,1.798,NA,NA,NA,NA,NA,NA
3482,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_14,black,Black,fragment,Non-Fiber,NA,0.654,0.463,0,NA,NA,NA,NA,NA,NA
3483,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_15,black,Black,fragment,Non-Fiber,NA,0.65,0.168,0,NA,NA,NA,NA,NA,NA
3484,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_16,translucent,Transparent,fiber,Fiber,NA,2.764,0.746,4.06,NA,NA,NA,NA,NA,NA
3485,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_17,translucent,Transparent,fiber,Fiber,NA,1.289,0.378,1.722,NA,NA,NA,NA,NA,NA
3486,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_18,black,Black,fiber,Fiber,NA,0.755,0.198,0.924,NA,NA,NA,NA,NA,NA
3487,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_19,purple,Blue,fiber,Fiber,NA,1.51,0.166,1.621,NA,NA,NA,NA,NA,NA
3488,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_2,black,Black,fragment,Non-Fiber,NA,0.97,0.441,0,NA,NA,NA,NA,NA,NA
3489,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_20,blue,Blue,fiber,Fiber,NA,0.508,0.256,0.751,NA,NA,NA,NA,NA,NA
3490,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_21,gray,Black,fiber,Fiber,thin,1.23,0.171,1.326,NA,NA,NA,NA,NA,NA
3491,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_22,blue,Blue,fiber,Fiber,NA,0.79,0.199,0.943,NA,NA,NA,NA,NA,NA
3492,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_23,pink,Red,fiber,Fiber,NA,1.35,0.392,2.729,NA,NA,NA,NA,NA,NA
3493,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_24,translucent,Transparent,fragment,Non-Fiber,NA,0.744,0.405,0,NA,NA,NA,NA,NA,NA
3494,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_25,black,Black,fiber,Fiber,NA,1.104,0.206,1.245,NA,NA,NA,NA,NA,NA
3495,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_26,translucent,Transparent,fragment,Non-Fiber,NA,0.438,0.254,0,NA,NA,NA,NA,NA,NA
3496,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_27,white,White,foam,Non-Fiber,NA,0.915,0.409,0,NA,NA,NA,NA,NA,NA
3497,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_28,black,Black,fiber,Fiber,NA,0.672,0.216,0.907,NA,NA,NA,NA,NA,NA
3498,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_29,black,Black,fiber,Fiber,NA,2.556,0.547,3.083,NA,NA,NA,NA,NA,NA
3499,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_3,white,White,fragment,Non-Fiber,NA,0.653,0.424,0,NA,NA,NA,NA,NA,NA
3500,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_30,red,Red,fragment,Non-Fiber,NA,0.554,0.459,0,NA,NA,NA,NA,NA,NA
3501,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_31,black,Black,fragment,Non-Fiber,NA,0.549,0.257,0,NA,NA,NA,NA,NA,NA
3502,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_32,black,Black,fragment,Non-Fiber,NA,0.684,0.282,0,NA,NA,NA,NA,NA,NA
3503,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_33,blue,Blue,spike,Spike,NA,0.353,0.281,0,NA,NA,NA,NA,NA,NA
3504,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_34,red,Red,fragment,Non-Fiber,NA,0.745,0.481,0,NA,NA,NA,NA,NA,NA
3505,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_35,white,White,film,Non-Fiber,spots!,0.719,0.497,0,NA,NA,NA,NA,NA,NA
3506,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_36,blue,Blue,fragment,Non-Fiber,NA,0.662,0.462,0,NA,NA,NA,NA,NA,NA
3507,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_37,translucent,Transparent,fragment,Non-Fiber,NA,0.899,0.438,0,NA,NA,NA,NA,NA,NA
3508,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_38,white,White,fragment,Non-Fiber,NA,0.483,0.394,0,NA,NA,NA,NA,NA,NA
3509,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_39,translucent,Transparent,fiber,Fiber,NA,0.928,0.329,1.307,NA,NA,NA,NA,NA,NA
3510,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_4,black,Black,fiber,Fiber,NA,1.083,0.263,1.245,NA,NA,NA,NA,NA,NA
3511,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_40,red,Red,fragment,Non-Fiber,NA,1.354,0.276,0,NA,NA,NA,NA,NA,NA
3512,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_41,white,White,film,Non-Fiber,NA,1.147,0.665,0,NA,NA,NA,NA,NA,NA
3513,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_42,translucent,Transparent,fragment,Non-Fiber,NA,0.403,0.178,0.562,NA,NA,NA,NA,NA,NA
3514,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_43,black,Black,fragment,Non-Fiber,NA,0.444,0.316,0,NA,NA,NA,NA,NA,NA
3515,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_44,black,Black,fragment,Non-Fiber,NA,0.596,0.235,0,NA,NA,NA,NA,NA,NA
3516,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_45,blue,Blue,fiber,Fiber,NA,1.613,1.141,5.437,NA,NA,NA,NA,NA,NA
3517,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_46,red,Red,fragment,Non-Fiber,NA,0.737,0.546,0,NA,NA,NA,NA,NA,NA
3518,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_47,translucent,Transparent,fiber,Fiber,NA,1.229,0.51,1.762,NA,NA,NA,NA,NA,NA
3519,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_5,black,Black,fiber,Fiber,NA,2.527,0.247,2.925,NA,NA,NA,NA,NA,NA
3520,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_6,red,Red,fiber,Fiber,NA,0.87,0.149,1.056,NA,NA,NA,NA,NA,NA
3521,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_7,blue,Blue,fiber,Fiber,NA,0.356,0.14,0.653,NA,NA,NA,NA,NA,NA
3522,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_8,black,Black,fiber,Fiber,NA,1.071,0.1,1.109,NA,NA,NA,NA,NA,NA
3523,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,250um,SUB-4-4-250um_S1_C_9,translucent,Transparent,fiber,Fiber,NA,1.418,0.543,2.237,NA,NA,NA,NA,NA,NA
3524,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_1,blue,Blue,spike,Spike,500-600um,0.651,0.593,0,NA,NA,NA,NA,NA,NA
3525,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_10,blue,Blue,spike,Spike,500-600um,0.674,0.618,0,NA,NA,NA,NA,NA,NA
3526,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_11,black,Black,TRWP,Non-Fiber,NA,3.147,0.648,0,NA,NA,NA,NA,NA,NA
3527,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_12,green,Green,spike,Spike,500-600um,0.641,0.614,0,NA,NA,NA,NA,NA,NA
3528,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_13,green,Green,spike,Spike,500-600um,0.605,0.583,0,NA,NA,NA,NA,NA,NA
3529,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_14,white,White,fiber bundle,Fiber,NA,2.586,1.785,0,NA,NA,NA,NA,NA,NA
3530,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_15,black,Black,fiber,Fiber,NA,3.199,0.64,3.678,NA,NA,NA,NA,NA,NA
3531,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_16,black,Black,fiber,Fiber,NA,0.647,0.223,0.927,NA,NA,NA,NA,NA,NA
3532,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_17,green,Green,spike,Spike,500-600um,0.615,0.598,0,NA,NA,NA,NA,NA,NA
3533,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_18,white,White,spike,Spike,500-600um,0.624,0.594,0,NA,NA,NA,NA,NA,NA
3534,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_19,white,White,spike,Spike,500-600um,0.633,0.593,0,NA,NA,NA,NA,NA,NA
3535,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_2,blue,Blue,spike,Spike,500-600um,0.599,0.549,0,NA,NA,NA,NA,NA,NA
3536,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_20,white,White,spike,Spike,500-600um,0.635,0.601,0,NA,NA,NA,NA,NA,NA
3537,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_21,white,White,spike,Spike,500-600um,0.587,0.565,0,NA,NA,NA,NA,NA,NA
3538,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_22,white,White,spike,Spike,500-600um,0.566,0.535,0,NA,NA,NA,NA,NA,NA
3539,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_23,white,White,spike,Spike,500-600um,0.615,0.545,0,NA,NA,NA,NA,NA,NA
3540,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_24,green,Green,spike,Spike,500-600um,0.622,0.598,0,NA,NA,NA,NA,NA,NA
3541,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_25,black,Black,TRWP,Non-Fiber,NA,1.83,0.411,0,NA,NA,NA,NA,NA,NA
3542,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_26,blue,Blue,spike,Spike,500-600um,0.565,0.538,0,NA,NA,NA,NA,NA,NA
3543,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_27,blue,Blue,spike,Spike,500-600um,0.599,0.569,0,NA,NA,NA,NA,NA,NA
3544,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_28,green,Green,spike,Spike,500-600um,0.637,0.601,0,NA,NA,NA,NA,NA,NA
3545,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_29,black,Black,fragment,Non-Fiber,NA,1.962,1.164,0,plastic,0.880459567,TRUE,"polydienes (butadienes, isoprenes)",ethylene-vinyl acetate,ethylene/vinyl actetate copolymer
3546,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_3,blue,Blue,spike,Spike,500-600um,0.626,0.575,0,NA,NA,NA,NA,NA,NA
3547,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_30,blue,Blue,spike,Spike,500-600um,0.625,0.58,0,NA,NA,NA,NA,NA,NA
3548,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_31,white,White,spike,Spike,500-600um,0.613,0.555,0,NA,NA,NA,NA,NA,NA
3549,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_32,green,Green,spike,Spike,500-600um,0.635,0.598,0,NA,NA,NA,NA,NA,NA
3550,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_33,green,Green,spike,Spike,500-600um,0.61,0.581,0,NA,NA,NA,NA,NA,NA
3551,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_34,green,Green,spike,Spike,500-600um,0.634,0.586,0,NA,NA,NA,NA,NA,NA
3552,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_35,white,White,spike,Spike,500-600um,0.591,0.566,0,NA,NA,NA,NA,NA,NA
3553,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_36,white,White,spike,Spike,500-600um,0.583,0.567,0,NA,NA,NA,NA,NA,NA
3554,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_37,white,White,fragment,Non-Fiber,paint,2.17,1.124,0,not plastic,0.751401391,TRUE,mineral,NA,titanite
3555,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_38,white,White,spike,Spike,500-600um,0.616,0.558,0,NA,NA,NA,NA,NA,NA
3556,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_4,blue,Blue,spike,Spike,500-600um,0.609,0.578,0,NA,NA,NA,NA,NA,NA
3557,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_5,blue,Blue,spike,Spike,500-600um,0.613,0.585,0,NA,NA,NA,NA,NA,NA
3558,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_6,blue,Blue,spike,Spike,500-600um,0.611,0.572,0,NA,NA,NA,NA,NA,NA
3559,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_7,black,Black,TRWP,Non-Fiber,NA,1.047,0.57,0,NA,NA,NA,NA,NA,NA
3560,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_8,black,Black,TRWP,Non-Fiber,NA,1.346,0.879,0,NA,NA,NA,NA,NA,NA
3561,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,500um,SUB-4-4-500um_S1_A_9,translucent,Transparent,fragment,Non-Fiber,gooey like glue,4.093,1.1,0,not plastic,0.886468519,TRUE,mineral,NA,amber
3562,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,PB,SUB-4-4-PB_S1_A_1,translucent,Transparent,fiber,Fiber,NA,0.983,0.258,1.141,NA,NA,NA,NA,NA,NA
3563,Lower Harbor,SUB-4-4,S1,SUB-4-4-S1,0-5cm,PB,SUB-4-4-PB_S1_A_2,translucent,Transparent,fiber,Fiber,NA,0.655,0.351,1.147,NA,NA,NA,NA,NA,NA
3564,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,1000um,SUB-4-5-1000um_S1_A_1,red,Red,fiber,Fiber,NA,1.509,0.616,2.583,NA,NA,NA,NA,NA,NA
3565,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,1000um,SUB-4-5-1000um_S1_A_10,black,Black,fiber,Fiber,NA,2.875,1.395,4.385,NA,NA,NA,NA,NA,NA
3566,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,1000um,SUB-4-5-1000um_S1_A_11,gray,Black,fiber,Fiber,NA,1.161,0.389,1.537,NA,NA,NA,NA,NA,NA
3567,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,1000um,SUB-4-5-1000um_S1_A_12,gray,Black,fiber,Fiber,NA,1.687,0.323,1.971,NA,NA,NA,NA,NA,NA
3568,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,1000um,SUB-4-5-1000um_S1_A_2,black,Black,fiber,Fiber,NA,0.489,0.124,0.562,NA,NA,NA,NA,NA,NA
3569,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,1000um,SUB-4-5-1000um_S1_A_3,black,Black,fiber,Fiber,NA,0.305,0.125,0.423,NA,NA,NA,NA,NA,NA
3570,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,1000um,SUB-4-5-1000um_S1_A_4,gray,Black,fragment,Non-Fiber,NA,0.351,0.23,0.695,plastic,0.786898769,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",acrylonitrile butadiene styrene (abs),abs-black tube-unknown source
3571,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,1000um,SUB-4-5-1000um_S1_A_5,blue,Blue,fiber,Fiber,NA,0.647,0.137,0.721,NA,NA,NA,NA,NA,NA
3572,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,1000um,SUB-4-5-1000um_S1_A_6,NA,NA,missing,NA,NA,0.337,0.17,0.511,NA,NA,NA,NA,NA,NA
3573,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,1000um,SUB-4-5-1000um_S1_A_7,black,Black,fiber,Fiber,NA,0.664,0.296,0.958,NA,NA,NA,NA,NA,NA
3574,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,1000um,SUB-4-5-1000um_S1_A_8,white,White,fiber,Fiber,thick;long; green stuck to it,8.18,5.844,26.944,NA,NA,NA,NA,NA,NA
3575,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,1000um,SUB-4-5-1000um_S1_A_9,yellow,Yellow,fragment,Non-Fiber,NA,3.166,2.018,4.558,plastic,0.813916224,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),pet.2
3576,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,250um,SUB-4-5-250um_S1_A_1,green,Green,fiber,Fiber,NA,0.967,0.135,1.026,NA,NA,NA,NA,NA,NA
3577,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,250um,SUB-4-5-250um_S1_A_10,gray,Black,fragment,Non-Fiber,NA,1.179,0.539,0,plastic,0.935383141,TRUE,poly(ethylene),poly(ethylene),ldpe
3578,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,250um,SUB-4-5-250um_S1_A_11,blue,Blue,spike,Spike,NA,0.312,0.281,0,NA,NA,NA,NA,NA,NA
3579,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,250um,SUB-4-5-250um_S1_A_12,blue,Blue,fiber,Fiber,NA,3.57,0.25,3.894,NA,NA,NA,NA,NA,NA
3580,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,250um,SUB-4-5-250um_S1_A_13,white,White,foam,Non-Fiber,NA,1.222,0.835,0,plastic,0.89584178,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,eps
3581,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,250um,SUB-4-5-250um_S1_A_14,green,Green,spike,Spike,NA,0.291,0.273,0,NA,NA,NA,NA,NA,NA
3582,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,250um,SUB-4-5-250um_S1_A_15,blue,Blue,fiber,Fiber,NA,0.827,0.22,0.998,NA,NA,NA,NA,NA,NA
3583,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,250um,SUB-4-5-250um_S1_A_16,blue,Blue,fiber,Fiber,NA,0.789,0.051,0.81,NA,NA,NA,NA,NA,NA
3584,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,250um,SUB-4-5-250um_S1_A_17,white,White,foam,Non-Fiber,NA,0.818,0.397,0,plastic,0.872546563,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,ps
3585,Lower Harbor,SUB-4-5,S1,SUB-4-5-S1,0-5cm,250um,SUB-4-5-250um_S1_A_18,white,White,foam,Non-Fiber,NA,0.932,0.546,0,plastic,0.870440762,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,eps
