,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min.Length..microns.,Length..microns.,Max.Length..microns.,Min.Width..microns.,Width..microns.,Max.Width..microns.,Min.Height..Microns.,Height..microns.,Max.Height..Microns.,Polymer.Class..openspecy.,Polymer..openspecy.,Min.Density..mg.microns3.,Density..mg.microns3.,Max.Density..mg.microns3.,Min.Volume..microns3.,Volume..microns3.,Max.Volume..microns3.,Min.Mass..mg.,Mass..mg.,Max.Mass..mg.,OS_Plastic_Not,a,b,c,CSF,Deqi,water.density,particle.density,delta,D_dimless,P,W,Re,Cd,W_adj
7913,PET,fiber,poly(ethylene terephthalate),fiber,UNB-1-00-05-1000um_A_23,Upper Newport Bay,UNB-1,UNB-1-00-05,23,black,,Fiber,1.292,0.821,5.878,5.878,5584.1,5878,6171.9,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,1040000,1290000,1920000,0.0015,0.00187,0.0028,,0.005878,1.67E-05,1.67E-05,0.053301993,1.67E-05,1026,1450,0.413255361,0.231957756,NA,0.00170247,0.023114835,31.14467685,0.00170247
7914,PET,fiber,poly(ethylene terephthalate),fiber,UNB-3-00-05-500um_B_28,Upper Newport Bay,UNB-3,UNB-3-00-05,28,gray,,Fiber,1.479,0.922,6.001,6.001,5700.95,6001,6301.05,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,1060000,1310000,1960000,0.00153,0.00191,0.00286,,0.006001,1.67E-05,1.67E-05,0.05275291,1.67E-05,1026,1450,0.413255361,0.231957756,NA,0.001702513,0.023115424,31.14309112,0.001702513
7915,NA,fiber,,fiber,UNB-1-00-05-250um_B_30,Upper Newport Bay,UNB-1,UNB-1-00-05,30,gray,,Fiber,1.221,0.573,6.035,6.035,5733.25,6035,6336.75,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1070000,1320000,1970000,0.00142,0.00178,0.0027,,0.006035,1.67E-05,1.67E-05,0.0526041,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001423625,0.019328886,34.03540748,0.001423625
7916,NA,fiber,,fiber,UNB-2-00-05-250um_B_45,Upper Newport Bay,UNB-2,UNB-2-00-05,45,clear,,Fiber,2.298,1.49,6.038,6.038,5736.1,6038,6339.9,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1070000,1320000,1970000,0.00142,0.00179,0.0027,,0.006038,1.67E-05,1.67E-05,0.052591031,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001423625,0.019328896,34.03536957,0.001423625
7917,NA,fiber,,fiber,UNB-1-00-05-500um_A_28,Upper Newport Bay,UNB-1,UNB-1-00-05,28,black,,Fiber,2.103,0.824,6.051,6.051,5748.45,6051,6353.55,15,16.7,20.4,15,16.7,20.4,Unknown,,1.33E-09,1.35E-09,1.37E-09,1070000,1330000,1980000,0.00142,0.00179,0.00271,,0.006051,1.67E-05,1.67E-05,0.052534507,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001423629,0.019328943,34.03520558,0.001423629
7918,NA,fiber,,fiber,UNB-2-00-05-500um_D_64,Upper Newport Bay,UNB-2,UNB-2-00-05,64,blue,,Fiber,1.776,1.057,6.098,6.098,5793.1,6098,6402.9,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1080000,1340000,1990000,0.00143,0.0018,0.00273,,0.006098,1.67E-05,1.67E-05,0.052331662,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001423641,0.01932911,34.03461633,0.001423641
7919,Polyacrylonitriles (Nitriles),fiber,polyacrylonitriles (nitriles),fiber,UNB-1-00-05-1000um_A_5,Upper Newport Bay,UNB-1,UNB-1-00-05,5,blue,,Fiber,2.301,0.707,6.146,6.146,5838.7,6146,6453.3,15,16.7,20.4,15,16.7,20.4,polyacrylonitriles (nitriles),,1.09E-09,1.12E-09,1.14E-09,1090000,1350000,2010000,0.00118,0.00151,0.00229,,0.006146,1.67E-05,1.67E-05,0.052126907,1.67E-05,1026,1120,0.091617934,0.140387863,NA,0.00062486,0.008483866,51.25542081,0.00062486
7920,NA,fiber,,fiber,UNB-3-00-05-500um_C_15,Upper Newport Bay,UNB-3,UNB-3-00-05,15,red,,Fiber,2.872,0.598,6.23,6.23,5918.5,6230,6541.5,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1100000,1360000,2040000,0.00146,0.00184,0.00279,,0.00623,1.67E-05,1.67E-05,0.051774297,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001423675,0.019329572,34.03299132,0.001423675
7921,NA,fiber,,fiber,UNB-2-00-05-250um_C_20,Upper Newport Bay,UNB-2,UNB-2-00-05,20,orange,,Fiber,2.832,2.022,6.431,6.431,6109.45,6431,6752.55,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1140000,1410000,2100000,0.00151,0.0019,0.00288,,0.006431,1.67E-05,1.67E-05,0.050958775,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001423725,0.019330251,34.03059775,0.001423725
7922,PET,fiber,poly(esters/ethers/diglycidylethers/terephthalates)s,fiber,UNB-1-00-05-1000um_A_27,Upper Newport Bay,UNB-1,UNB-1-00-05,27,blue,,Fiber,2.732,1.741,6.46,6.46,6137,6460,6783,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,,1.44E-09,1.45E-09,1.46E-09,1140000,1410000,2110000,0.00164,0.00205,0.00308,,0.00646,1.67E-05,1.67E-05,0.050844265,1.67E-05,1026,1450,0.413255361,0.231957756,NA,0.001702666,0.023117494,31.13751366,0.001702666
7923,NA,fiber,,fiber,UNB-3-00-05-500um_B_6,Upper Newport Bay,UNB-3,UNB-3-00-05,6,pink,,Fiber,1.846,1.319,6.476,6.476,6152.2,6476,6799.8,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1140000,1420000,2120000,0.00152,0.00191,0.0029,,0.006476,1.67E-05,1.67E-05,0.050781417,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001423736,0.0193304,34.03007467,0.001423736
7924,Polylactic acid,fiber,polylactic acid,fiber,UNB-3-00-05-1000um_B_33,Upper Newport Bay,UNB-3,UNB-3-00-05,33,black,,Fiber,2.273,0.955,6.479,6.479,6155.05,6479,6802.95,15,16.7,20.4,15,16.7,20.4,Unknown,polylactic acid,1.23E-09,1.26E-09,1.29E-09,1140000,1420000,2120000,0.00141,0.00179,0.00273,,0.006479,1.67E-05,1.67E-05,0.050769659,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001146587,0.015567482,37.89471852,0.001146587
7925,NA,fiber,,fiber,UNB-3-00-05-500um_B_63,Upper Newport Bay,UNB-3,UNB-3-00-05,63,gray,,Fiber,1.755,0.979,6.738,6.738,6401.1,6738,7074.9,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1190000,1480000,2200000,0.00158,0.00199,0.00302,,0.006738,1.67E-05,1.67E-05,0.049784338,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001423798,0.01933124,34.02711679,0.001423798
7926,NA,fiber,,fiber,UNB-3-00-05-1000um_B_32,Upper Newport Bay,UNB-3,UNB-3-00-05,32,gray,,Fiber,1.937,1.373,6.79,6.79,6450.5,6790,7129.5,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1200000,1490000,2220000,0.0016,0.00201,0.00304,,0.00679,1.67E-05,1.67E-05,0.049593339,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.00142381,0.019331402,34.0265468,0.00142381
7927,NA,fiber,,fiber,UNB-3-00-05-1000um_E_17,Upper Newport Bay,UNB-3,UNB-3-00-05,17,black,,Fiber,3.447,2.606,7.008,7.008,6657.6,7008,7358.4,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1240000,1540000,2290000,0.00165,0.00207,0.00314,,0.007008,1.67E-05,1.67E-05,0.048815887,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001423859,0.019332064,34.02421528,0.001423859
7928,ABS,fiber,acrylonitrile butadiene styrene (abs),fiber,UNB-3-00-05-500um_A_49,Upper Newport Bay,UNB-3,UNB-3-00-05,49,red,,Fiber,2.721,0.513,7.066,7.066,6712.7,7066,7419.3,15,16.7,20.4,15,16.7,20.4,acrylonitrile butadiene styrene (abs),,1.11E-09,1.11E-09,1.11E-09,1250000,1550000,2310000,0.00139,0.00172,0.00256,,0.007066,1.67E-05,1.67E-05,0.048615126,1.67E-05,1026,1110,0.081871345,0.135221798,NA,0.000579838,0.007872597,53.19157071,0.000579838
7929,Polyacrylonitriles (Nitriles),fiber,polyacrylonitriles (nitriles),fiber,UNB-3-00-05-1000um_E_12,Upper Newport Bay,UNB-3,UNB-3-00-05,12,green,,Fiber,2.167,0.772,7.232,7.232,6870.4,7232,7593.6,15,16.7,20.4,15,16.7,20.4,polyacrylonitriles (nitriles),,1.09E-09,1.12E-09,1.14E-09,1280000,1580000,2360000,0.00139,0.00177,0.00269,,0.007232,1.67E-05,1.67E-05,0.048053943,1.67E-05,1026,1120,0.091617934,0.140387863,NA,0.000624933,0.008484869,51.24330367,0.000624933
7930,PP,fiber,poly(propylene),fiber,UNB-1-00-05-1000um_A_29,Upper Newport Bay,UNB-1,UNB-1-00-05,29,black,,Fiber,3.907,1.546,7.469,7.469,7095.55,7469,7842.45,15,16.7,20.4,15,16.7,20.4,poly(propylene),poly(propylene),9.98E-10,1.00E-09,1.00E-09,1320000,1640000,2440000,0.00132,0.00164,0.00244,,0.007469,1.67E-05,1.67E-05,0.047285393,1.67E-05,1026,1000,0.025341131,0.09146987,NA,0.000160722,0.002182167,214.2875478,-0.000160722
7931,NA,fiber,,fiber,UNB-2-00-05-500um_A_102,Upper Newport Bay,UNB-2,UNB-2-00-05,102,black,,Fiber,1.494,1.089,7.543,7.543,7165.85,7543,7920.15,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1330000,1650000,2470000,0.00177,0.00223,0.00338,,0.007543,1.67E-05,1.67E-05,0.047052877,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001423971,0.019333586,34.0188582,0.001423971
7932,PP,fiber,poly(propylene),fiber,UNB-1-00-05-1000um_B_6,Upper Newport Bay,UNB-1,UNB-1-00-05,6,black,,Fiber,4.52,2.143,7.674,7.674,7290.3,7674,8057.7,15,16.7,20.4,15,16.7,20.4,poly(propylene),poly(propylene),9.98E-10,1.00E-09,1.00E-09,1360000,1680000,2510000,0.00135,0.00168,0.00251,,0.007674,1.67E-05,1.67E-05,0.046649537,1.67E-05,1026,1000,0.025341131,0.09146987,NA,0.000160723,0.002182177,214.2855924,-0.000160723
7933,PP,fiber,poly(propylene),fiber,UNB-3-00-05-500um_C_20,Upper Newport Bay,UNB-3,UNB-3-00-05,20,gray,,Fiber,1.975,0.852,7.769,7.769,7380.55,7769,8157.45,15,16.7,20.4,15,16.7,20.4,poly(propylene),poly(propylene),9.98E-10,1.00E-09,1.00E-09,1370000,1700000,2540000,0.00137,0.0017,0.00254,,0.007769,1.67E-05,1.67E-05,0.046363442,1.67E-05,1026,1000,0.025341131,0.09146987,NA,0.000160724,0.002182182,214.2847083,-0.000160724
7934,PET,fiber,poly(esters/ethers/diglycidylethers/terephthalates)s,fiber,UNB-3-00-05-500um_A_19,Upper Newport Bay,UNB-3,UNB-3-00-05,19,blue,,Fiber,1.989,1.094,8.026,8.026,7624.7,8026,8427.3,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,,1.44E-09,1.45E-09,1.46E-09,1420000,1760000,2620000,0.00204,0.00255,0.00383,,0.008026,1.67E-05,1.67E-05,0.045615103,1.67E-05,1026,1450,0.413255361,0.231957756,NA,0.001703099,0.023123377,31.12167116,0.001703099
7935,NA,fiber,,fiber,UNB-2-00-05-250um_C_10,Upper Newport Bay,UNB-2,UNB-2-00-05,10,brown,,Fiber,7.175,1.529,8.159,8.159,7751.05,8159,8566.95,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1440000,1790000,2670000,0.00192,0.00241,0.00365,,0.008159,1.67E-05,1.67E-05,0.045241789,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001424088,0.019335181,34.01324924,0.001424088
7936,PET,fiber,poly(esters/ethers/diglycidylethers/terephthalates)s,fiber,UNB-3-00-05-500um_A_2,Upper Newport Bay,UNB-3,UNB-3-00-05,2,black,,Fiber,3.897,1.659,8.622,8.622,8190.9,8622,9053.1,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,,1.44E-09,1.45E-09,1.46E-09,1520000,1890000,2820000,0.00219,0.00274,0.00411,,0.008622,1.67E-05,1.67E-05,0.04401029,1.67E-05,1026,1450,0.413255361,0.231957756,NA,0.001703237,0.023125251,31.11662842,0.001703237
7937,NA,fiber,,fiber,UNB-3-00-05-500um_C_32,Upper Newport Bay,UNB-3,UNB-3-00-05,32,red,,Fiber,6.289,1.436,8.861,8.861,8417.95,8861,9304.05,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1570000,1940000,2900000,0.00208,0.00262,0.00397,,0.008861,1.67E-05,1.67E-05,0.043412707,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001424209,0.019336824,34.00746915,0.001424209
7938,NA,fiber,,fiber,UNB-2-00-05-250um_A_51,Upper Newport Bay,UNB-2,UNB-2-00-05,51,blue,,Fiber,2.8,1.843,9.189,9.189,8729.55,9189,9648.45,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1620000,2010000,3.00E+06,0.00216,0.00272,0.00411,,0.009189,1.67E-05,1.67E-05,0.042630862,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001424262,0.019337537,34.00496127,0.001424262
7939,Polyacrylonitriles (Nitriles),fiber,polyacrylonitriles (nitriles),fiber,UNB-3-00-05-1000um_C_4,Upper Newport Bay,UNB-3,UNB-3-00-05,4,black,,Fiber,2.994,1.395,9.44,9.44,8968,9440,9912,15,16.7,20.4,15,16.7,20.4,polyacrylonitriles (nitriles),,1.09E-09,1.12E-09,1.14E-09,1670000,2070000,3090000,0.00182,0.00232,0.00352,,0.00944,1.67E-05,1.67E-05,0.042060288,1.67E-05,1026,1120,0.091617934,0.140387863,NA,0.000625048,0.008486427,51.22449491,0.000625048
7940,NA,fiber,,fiber,UNB-2-00-05-250um_B_60,Upper Newport Bay,UNB-2,UNB-2-00-05,60,black,,Fiber,4.138,2.999,11.501,11.501,10925.95,11501,12076.05,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2030000,2520000,3760000,0.0027,0.0034,0.00515,,0.011501,1.67E-05,1.67E-05,0.038105743,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001424576,0.019341801,33.98997012,0.001424576
7941,NA,fiber,,fiber,UNB-3-00-05-500um_A_26,Upper Newport Bay,UNB-3,UNB-3-00-05,26,gray,,Fiber,3.584,2.362,11.645,11.645,11062.75,11645,12227.25,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2060000,2550000,3810000,0.00274,0.00344,0.00521,,0.011645,1.67E-05,1.67E-05,0.037869406,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001424593,0.01934203,33.98916327,0.001424593
7942,polystyrene,fiber,polystyrene,fiber,UNB-3-00-05-1000um_D_16,Upper Newport Bay,UNB-3,UNB-3-00-05,16,red,,Fiber,6.551,1.626,11.779,11.779,11190.05,11779,12367.95,15,16.7,20.4,15,16.7,20.4,Unknown,polystyrene,1.05E-09,1.05E-09,1.05E-09,2080000,2580000,3850000,0.00219,0.00271,0.00404,,0.011779,1.67E-05,1.67E-05,0.037653385,1.67E-05,1026,1050,0.023391813,0.089061641,NA,0.000251825,0.00341909,80.5730446,0.000251825
7943,NA,fiber,,fiber,UNB-2-00-05-1000um_B_23,Upper Newport Bay,UNB-2,UNB-2-00-05,23,black,,Fiber,4.683,2.163,13.085,13.085,12430.75,13085,13739.25,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2310000,2870000,4280000,0.00308,0.00387,0.00586,,0.013085,1.67E-05,1.67E-05,0.035724929,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001424749,0.019344147,33.98172362,0.001424749
7944,PET,fiber,poly(ethylene terephthalate),fiber,UNB-1-00-05-1000um_A_28,Upper Newport Bay,UNB-1,UNB-1-00-05,28,blue,,Fiber,4.29,2.026,14.858,14.858,14115.1,14858,15600.9,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,2630000,3250000,4860000,0.00378,0.00472,0.00709,,0.014858,1.67E-05,1.67E-05,0.033525716,1.67E-05,1026,1450,0.413255361,0.231957756,NA,0.00170421,0.023138456,31.08112184,0.00170421
7945,PAN,fiber,poly(acrylonitrile),fiber,UNB-1-00-05-1000um_A_6,Upper Newport Bay,UNB-1,UNB-1-00-05,6,blue,,Fiber,3.915,1.628,15.406,15.406,14635.7,15406,16176.3,15,16.7,20.4,15,16.7,20.4,polyacrylonitriles (nitriles),poly(acrylonitrile),1.15E-09,1.18E-09,1.21E-09,2720000,3370000,5040000,0.00313,0.00398,0.00609,,0.015406,1.67E-05,1.67E-05,0.032924053,1.67E-05,1026,1180,0.150097466,0.16549842,NA,0.000868545,0.01179244,43.4623236,0.000868545
7946,NA,fiber,,fiber,UNB-2-00-05-250um_B_52,Upper Newport Bay,UNB-2,UNB-2-00-05,52,black,,Fiber,6.199,2.783,16.007,16.007,15206.65,16007,16807.35,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2830000,3510000,5230000,0.00376,0.00473,0.00717,,0.016007,1.67E-05,1.67E-05,0.032300055,1.67E-05,1026,1350,0.315789474,0.212064814,NA,0.001425008,0.019347667,33.96936167,0.001425008
7947,PET,fiber,poly(ethylene terephthalate),fiber,UNB-1-00-05-1000um_A_10,Upper Newport Bay,UNB-1,UNB-1-00-05,10,blue,,Fiber,4.191,2.391,17.02,17.02,16169,17020,17871,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,3010000,3730000,5560000,0.00433,0.00541,0.00812,,0.01702,1.67E-05,1.67E-05,0.03132409,1.67E-05,1026,1450,0.413255361,0.231957756,NA,0.001704433,0.023141485,31.07298534,0.001704433
7948,PE,film,poly(ethylene),film,UNB-2-00-05-1000um_B_36,Upper Newport Bay,UNB-2,UNB-2-00-05,36,gray,,Non-Fiber,2.449,1.247,0,2.449,2326.55,2449,2571.45,1184.65,1247,1309.35,2.449,123.6745,244.9,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,6749805.12,377689927,824560681,0.00613,0.381,1.4,,0.002449,0.001247,0.000123675,0.070770546,0.000722845,1026,1010,0.015594542,3.367613714,4.35,0.002002365,1.176747642,36.77383064,-0.002002365
7949,PE,film,poly(ethylene),film,UNB-2-00-05-1000um_B_6,Upper Newport Bay,UNB-2,UNB-2-00-05,6,clear,,Non-Fiber,5.141,3.681,0,5.141,4883.95,5141,5398.05,3496.95,3681,3865.05,5.141,259.6205,514.1,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,87802773.7,4913063794,1.07E+10,0.0797,4.96,18.2,,0.005141,0.003681,0.000259621,0.059680475,0.001700007,1026,1010,0.015594542,7.920050241,4.35,0.006103473,8.435731265,9.308443652,-0.006103473
7950,PE,film,poly(ethylene),film,UNB-2-00-05-500um_B_32,Upper Newport Bay,UNB-2,UNB-2-00-05,32,gray,,Non-Fiber,0.576,0.316,0,0.576,547.2,576,604.8,300.2,316,331.8,0.576,29.088,57.6,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,94619.1974,5294481.41,11558744.1,8.59E-05,0.00535,0.0196,,0.000576,0.000316,2.91E-05,0.068180327,0.000174291,1026,1010,0.015594542,0.81199174,4.35,0.000172904,0.024500534,1189.166011,-0.000172904
7951,PE,film,poly(ethylene),film,UNB-2-00-05-500um_B_49,Upper Newport Bay,UNB-2,UNB-2-00-05,49,clear,,Non-Fiber,0.63,0.46,0,0.63,598.5,630,661.5,437,460,483,0.63,31.815,63,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,164773.035,9219987,20128783.5,0.00015,0.00931,0.0342,,0.00063,0.00046,3.18E-05,0.059099354,0.00020969,1026,1010,0.015594542,0.976908537,4.35,0.000243976,0.04159291,718.558001,-0.000243976
7952,PE,film,poly(ethylene),film,UNB-3-00-05-1000um_B_27,Upper Newport Bay,UNB-3,UNB-3-00-05,27,silver,,Non-Fiber,2.776,1.792,0,2.776,2637.2,2776,2914.8,1702.4,1792,1881.6,2.776,140.188,277.6,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,12463044.3,697378103,1522493780,0.0113,0.704,2.59,,0.002776,0.001792,0.000140188,0.062853882,0.000886794,1026,1010,0.015594542,4.131425298,4.35,0.002682605,1.934079746,25.13562545,-0.002682605
7953,PE,film,poly(ethylene),film,UNB-3-00-05-1000um_D_12,Upper Newport Bay,UNB-3,UNB-3-00-05,12,blue,,Non-Fiber,5.749,2.609,0,5.749,5461.55,5749,6036.45,2478.55,2609,2739.45,5.749,290.3245,574.9,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,77822630.6,4354618111,9506864292,0.0707,4.4,16.2,,0.005749,0.002609,0.000290325,0.07496361,0.001632989,1026,1010,0.015594542,7.607824641,4.35,0.005854069,7.772059512,9.719590831,-0.005854069
7954,PE,film,poly(ethylene),film,UNB-3-00-05-1000um_D_7,Upper Newport Bay,UNB-3,UNB-3-00-05,7,clear,,Non-Fiber,2.469,1.145,0,2.469,2345.55,2469,2592.45,1087.75,1145,1202.25,2.469,124.6845,246.9,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.70E-09,6299337.5,352483705,769531257,0.00572,0.356,1.31,,0.002469,0.001145,0.000124685,0.074156492,0.000706393,1026,1010,0.015594542,3.290966668,4.35,0.001936752,1.112283074,38.41302695,-0.001936752
7955,PE,film,poly(ethylene),film,UNB-1-00-05-500um_A_6,Upper Newport Bay,UNB-1,UNB-1-00-05,6,black,,Non-Fiber,1.346,1.101,0,1.346,1278.7,1346,1413.3,1045.95,1101,1156.05,1.346,67.973,134.6,Unknown,poly(ethylene),9.08E-10,1.01E-09,1.70E-09,1800216.13,100732315,219915600,0.00163,0.102,0.374,,0.001346,0.001101,6.80E-05,0.055836765,0.000465289,1026,1010,0.015594542,2.167704476,4.35,0.000998218,0.377609616,95.24734288,-0.000998218
7956,PP,film,poly(propylene),film,UNB-2-00-05-1000um_A_16,Upper Newport Bay,UNB-2,UNB-2-00-05,16,clear,,Non-Fiber,1.503,1.127,0,1.503,1427.85,1503,1578.15,1070.65,1127,1183.35,1.503,75.9015,150.3,poly(propylene),poly(propylene),9.98E-10,1.00E-09,1.00E-09,2297677.59,128568109,280685822,0.00229,0.129,0.281,,0.001503,0.001127,7.59E-05,0.058318844,0.000504713,1026,1000,0.025341131,2.76443262,4.35,0.001736598,0.712588269,55.47271557,-0.001736598
7957,PP,film,poly(propylene),film,UNB-3-00-05-1000um_B_23,Upper Newport Bay,UNB-3,UNB-3-00-05,23,blue,,Non-Fiber,2.888,1.08,0,2.888,2743.6,2888,3032.4,1026,1080,1134,2.888,145.844,288.8,poly(propylene),poly(propylene),9.98E-10,1.00E-09,1.00E-09,8129528.24,454893270,993108574,0.00811,0.455,0.993,,0.002888,0.00108,0.000145844,0.082580612,0.000769077,1026,1000,0.025341131,4.212417688,4.35,0.003258196,2.037238751,24.01315161,-0.003258196
7958,PP,film,poly(propylene),film,UNB-3-00-05-500um_A_13,Upper Newport Bay,UNB-3,UNB-3-00-05,13,gray,,Non-Fiber,1.861,1.21,0,1.861,1767.95,1861,1954.05,1149.5,1210,1270.5,1.861,93.9805,186.1,poly(propylene),poly(propylene),9.98E-10,1.00E-09,1.00E-09,3782033.12,211626230,462015680,0.00377,0.212,0.462,,0.001861,0.00121,9.40E-05,0.062628481,0.000595923,1026,1000,0.025341131,3.26400956,4.35,0.002241877,1.086166918,39.30066151,-0.002241877
7959,PP,film,poly(propylene),film,UNB-3-00-05-500um_A_39,Upper Newport Bay,UNB-3,UNB-3-00-05,39,blue,,Non-Fiber,1.146,0.998,0,1.146,1088.7,1146,1203.3,948.1,998,1047.9,1.146,57.873,114.6,poly(propylene),poly(propylene),9.98E-10,1.00E-09,1.00E-09,1182897.15,66189813.1,144503503,0.00118,0.0662,0.145,,0.001146,0.000998,5.79E-05,0.054115094,0.000404511,1026,1000,0.025341131,2.215603158,4.35,0.00121603,0.399916709,90.67249452,-0.00121603
7960,PP,film,poly(propylene),film,UNB-3-00-05-500um_A_8,Upper Newport Bay,UNB-3,UNB-3-00-05,8,gray,,Non-Fiber,1.532,0.639,0,1.532,1455.4,1532,1608.6,607.05,639,670.95,1.532,77.366,153.2,poly(propylene),poly(propylene),9.98E-10,1.00E-09,1.00E-09,1353522.87,75737291,165347254,0.00135,0.0757,0.165,,0.001532,0.000639,7.74E-05,0.078193442,0.000423094,1026,1000,0.025341131,2.317384936,4.35,0.001317945,0.453344778,80.73763804,-0.001317945
7961,PP,film,poly(propylene),film,UNB-3-00-05-1000um_D_4,Upper Newport Bay,UNB-3,UNB-3-00-05,4,clear,,Non-Fiber,2.516,1.181,0,2.516,2390.2,2516,2641.8,1121.95,1181,1240.05,2.516,127.058,251.6,Unknown,poly(propylene),9.98E-10,1.00E-09,1.00E-09,6747119.18,377539633,824232565,0.00673,0.378,0.824,,0.002516,0.001181,0.000127058,0.073709208,0.000722749,1026,1000,0.025341131,3.958668242,4.35,0.002978753,1.75031785,26.99928195,-0.002978753
7962,Polyacetal - Polyoxymethylene,film,polyacetal - polyoxymethylene,film,UNB-3-00-05-1000um_C_13,Upper Newport Bay,UNB-3,UNB-3-00-05,13,clear,,Non-Fiber,3.344,1.847,0,3.344,3176.8,3344,3511.2,1754.65,1847,1939.35,3.344,168.872,334.4,Unknown,polyacetal - polyoxymethylene,1.20E-09,1.23E-09,1.26E-09,18640031.6,1043015617,2277078649,0.0224,1.28,2.87,,0.003344,0.001847,0.000168872,0.067950251,0.001014138,1026,1230,0.198830409,11.03767157,4.35,0.011194192,9.22963591,21.04757182,0.011194192
7963,organic,film,organic matter,film,UNB-2-00-05-1000um_A_18,Upper Newport Bay,UNB-2,UNB-2-00-05,18,clear,,Non-Fiber,1.2,0.986,0,1.2,1140,1200,1260,936.7,986,1035.3,1.2,60.6,120,organic matter,,2.60E-10,3.80E-10,5.00E-10,1281405.6,71701920,156537360,0.000333,0.0272,0.0783,Not,0.0012,0.000986,6.06E-05,0.055711332,0.000415442,1026,380,0.62962963,6.639849601,4.35,0.017020678,5.748863584,11.80998801,-0.017020678
