,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min.Length..microns.,Length..microns.,Max.Length..microns.,Min.Width..microns.,Width..microns.,Max.Width..microns.,Min.Height..Microns.,Height..microns.,Max.Height..Microns.,Polymer.Class..openspecy.,Polymer..openspecy.,Min.Density..mg.microns3.,Density..mg.microns3.,Max.Density..mg.microns3.,Min.Volume..microns3.,Volume..microns3.,Max.Volume..microns3.,Min.Mass..mg.,Mass..mg.,Max.Mass..mg.,OS_Plastic_Not,a,b,c,CSF,Deqi,water.density,particle.density,delta,D_dimless,P,W,Re,Cd,W_adj
2508,NA,fiber,,fiber,SUB-4-1-250um_S1_I_50,Lower Harbor,SUB-4-1,SUB-4-1-S1,50,gray,,Fiber,0.746,0.465,2.342,2.342,2224.9,2342,2459.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,414000,513000,765000,0.000517,0.000646,0.00098,,0.002342,1.67E-05,1.67E-05,0.084443221,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145276,0.015549677,37.9815483,0.001145276
2509,NA,fiber,,fiber,SUB-2-3-G_01 (500-1mm)_S1-_C_5,Basin II,SUB-2-3,SUB-2-3-S1,5,blue,,Fiber,1.752,0.461,2.342,2.342,2224.9,2342,2459.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,414000,513000,765000,0.000517,0.000646,0.00098,,0.002342,1.67E-05,1.67E-05,0.084443221,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145276,0.015549677,37.9815483,0.001145276
2510,NA,fiber,,fiber,SUB-4-5-500um_S1_A_37,Lower Harbor,SUB-4-5,SUB-4-5-S1,37,black,,Fiber,1.994,0.32,2.343,2.343,2225.85,2343,2460.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,414000,513000,766000,0.000518,0.000647,0.00098,,0.002343,1.67E-05,1.67E-05,0.084425199,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145276,0.015549686,37.98150706,0.001145276
2511,NA,fiber,,fiber,SUB-1-5-01-250-500um_S1_A_41,Basin I/III,SUB-1-5,SUB-1-5-S1,41,black,,Fiber,1.186,0.519,2.343,2.343,2225.85,2343,2460.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,414000,513000,766000,0.000518,0.000647,0.00098,,0.002343,1.67E-05,1.67E-05,0.084425199,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145276,0.015549686,37.98150706,0.001145276
2512,NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_F_49,Basin II,SUB-2-3,SUB-2-3-S1,49,gray,,Fiber,1.585,0.261,2.345,2.345,2227.75,2345,2462.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,414000,514000,766000,0.000518,0.000647,0.000981,,0.002345,1.67E-05,1.67E-05,0.084389189,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145278,0.015549703,37.98142464,0.001145278
2513,NA,fiber,,fiber,SUB-4-11-1000um_S1_A_25,Lower Harbor,SUB-4-11,SUB-4-11-S1,25,translucent,,Fiber,1.075,0.716,2.346,2.346,2228.7,2346,2463.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,415000,514000,767000,0.000518,0.000647,0.000981,,0.002346,1.67E-05,1.67E-05,0.084371201,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145278,0.015549711,37.98138346,0.001145278
2514,NA,fiber,,fiber,SUB-2-6-G_01 (500um-1mm)_S1-0_A_25,Basin II,SUB-2-6,SUB-2-6-S1,25,pink,,Fiber,2.214,0.214,2.347,2.347,2229.65,2347,2464.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,415000,514000,767000,0.000518,0.000648,0.000982,,0.002347,1.67E-05,1.67E-05,0.084353225,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145279,0.01554972,37.9813423,0.001145279
2515,NA,fiber,,fiber,SUB-3-7-250um_S1_A_34,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,34,translucent,,Fiber,1.738,0.519,2.349,2.349,2231.55,2349,2466.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,415000,515000,768000,0.000519,0.000648,0.000983,,0.002349,1.67E-05,1.67E-05,0.084317307,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.00114528,0.015549736,37.98126006,0.00114528
2516,NA,fiber,,fiber,SUB-2-2_G-01-250-500um_S1_E_37,Basin II,SUB-2-2,SUB-2-2-S1,37,blue,,Fiber,0.926,0.641,2.35,2.35,2232.5,2350,2467.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,415000,515000,768000,0.000519,0.000649,0.000983,,0.00235,1.67E-05,1.67E-05,0.084299365,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145281,0.015549745,37.98121897,0.001145281
2517,NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_C_21,Basin II,SUB-2-3,SUB-2-3-S1,21,black,,Fiber,0.873,0.426,2.35,2.35,2232.5,2350,2467.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,415000,515000,768000,0.000519,0.000649,0.000983,,0.00235,1.67E-05,1.67E-05,0.084299365,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145281,0.015549745,37.98121897,0.001145281
2518,NA,fiber,,fiber,SUB-3-3-250um_S1_C_57,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,57,blue,,Fiber,0.882,0.622,2.352,2.352,2234.4,2352,2469.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,416000,515000,769000,0.00052,0.000649,0.000984,,0.002352,1.67E-05,1.67E-05,0.084263516,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145282,0.015549762,37.98113686,0.001145282
2519,NA,fiber,,fiber,SUB-1-04_01 (500-1mm)_S1-0_A_17,Basin I/III,SUB-1-4,SUB-1-4-S1,17,black,,Fiber,1.346,0.578,2.352,2.352,2234.4,2352,2469.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,416000,515000,769000,0.00052,0.000649,0.000984,,0.002352,1.67E-05,1.67E-05,0.084263516,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145282,0.015549762,37.98113686,0.001145282
2520,NA,fiber,,fiber,SUB-4-11-250um_S1_B_98,Lower Harbor,SUB-4-11,SUB-4-11-S1,98,blue,,Fiber,1.649,0.438,2.353,2.353,2235.35,2353,2470.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,416000,515000,769000,0.00052,0.000649,0.000984,,0.002353,1.67E-05,1.67E-05,0.084245609,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145282,0.01554977,37.98109583,0.001145282
2521,NA,fiber,,fiber,SUB-3-6-250um_S1_B_41,Middle Newport Bay,SUB-3-6,SUB-3-6-S1,41,blue,,Fiber,1.086,0.678,2.355,2.355,2237.25,2355,2472.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,416000,516000,770000,0.00052,0.00065,0.000985,,0.002355,1.67E-05,1.67E-05,0.084209828,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145284,0.015549787,37.98101385,0.001145284
2522,NA,fiber,,fiber,SUB-4-9-250um_S1_B_40,Lower Harbor,SUB-4-9,SUB-4-9-S1,40,translucent,,Fiber,1.6,0.414,2.356,2.356,2238.2,2356,2473.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,416000,516000,770000,0.00052,0.00065,0.000986,,0.002356,1.67E-05,1.67E-05,0.084191955,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145284,0.015549795,37.98097289,0.001145284
2523,NA,fiber,,fiber,SUB-4-10-250um_S2_A_65,Lower Harbor,SUB-4-10,SUB-4-10-S2,65,gray,,Fiber,2.146,0.298,2.358,2.358,2240.1,2358,2475.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,417000,516000,771000,0.000521,0.000651,0.000987,,0.002358,1.67E-05,1.67E-05,0.084156242,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145286,0.015549812,37.98089104,0.001145286
2524,NA,fiber,,fiber,SUB-3-9-250um_S1_C_87,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,87,blue,,Fiber,1.95,0.328,2.36,2.36,2242,2360,2478,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,417000,517000,771000,0.000521,0.000651,0.000987,,0.00236,1.67E-05,1.67E-05,0.084120575,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145287,0.015549829,37.98080927,0.001145287
2525,NA,fiber,,fiber,SUB-3-9-250um_S1_A_115,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,115,pink,,Fiber,1.992,0.373,2.362,2.362,2243.9,2362,2480.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,417000,517000,772000,0.000522,0.000652,0.000988,,0.002362,1.67E-05,1.67E-05,0.084084954,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145288,0.015549845,37.98072759,0.001145288
2526,NA,fiber,,fiber,SUB-4-5-250um_S1_A_32,Lower Harbor,SUB-4-5,SUB-4-5-S1,32,black,,Fiber,1.757,0.589,2.363,2.363,2244.85,2363,2481.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,418000,518000,772000,0.000522,0.000652,0.000989,,0.002363,1.67E-05,1.67E-05,0.08406716,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145289,0.015549854,37.98068678,0.001145289
2527,NA,fiber,,fiber,SUB-4-11-250um_S1_A_43,Lower Harbor,SUB-4-11,SUB-4-11-S1,43,blue,,Fiber,1.965,0.506,2.365,2.365,2246.75,2365,2483.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,418000,518000,773000,0.000522,0.000653,0.000989,,0.002365,1.67E-05,1.67E-05,0.084031606,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.00114529,0.01554987,37.98060523,0.00114529
2528,NA,fiber,,fiber,SUB-4-9-250um_S2_A_21,Lower Harbor,SUB-4-9,SUB-4-9-S2,21,pink,,Fiber,2.132,0.325,2.365,2.365,2246.75,2365,2483.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,418000,518000,773000,0.000522,0.000653,0.000989,,0.002365,1.67E-05,1.67E-05,0.084031606,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.00114529,0.01554987,37.98060523,0.00114529
2529,NA,fiber,,fiber,SUB-4-1-250um_S1_A_7,Lower Harbor,SUB-4-1,SUB-4-1-S1,7,blue,,Fiber,1.444,0.612,2.367,2.367,2248.65,2367,2485.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,418000,518000,774000,0.000523,0.000653,0.00099,,0.002367,1.67E-05,1.67E-05,0.083996097,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145291,0.015549887,37.98052377,0.001145291
2530,NA,fiber,,fiber,SUB-1-04_01 (500-1mm)_S1-0_A_15,Basin I/III,SUB-1-4,SUB-1-4-S1,15,blue,,Fiber,2.269,0.144,2.367,2.367,2248.65,2367,2485.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,418000,518000,774000,0.000523,0.000653,0.00099,,0.002367,1.67E-05,1.67E-05,0.083996097,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145291,0.015549887,37.98052377,0.001145291
2531,NA,fiber,,fiber,SUB-4-1-250um_S1_F_42,Lower Harbor,SUB-4-1,SUB-4-1-S1,42,translucent,,Fiber,1.282,0.603,2.369,2.369,2250.55,2369,2487.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,419000,519000,774000,0.000523,0.000654,0.000991,,0.002369,1.67E-05,1.67E-05,0.083960633,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145292,0.015549904,37.98044239,0.001145292
2532,NA,fiber,,fiber,SUB-4-5-250um_S1_C_69,Lower Harbor,SUB-4-5,SUB-4-5-S1,69,blue,,Fiber,1.308,0.686,2.369,2.369,2250.55,2369,2487.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,419000,519000,774000,0.000523,0.000654,0.000991,,0.002369,1.67E-05,1.67E-05,0.083960633,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145292,0.015549904,37.98044239,0.001145292
2533,NA,fiber,,fiber,SUB-4-10-250um_S1_B_14,Lower Harbor,SUB-4-10,SUB-4-10-S1,14,blue,,Fiber,1.831,0.469,2.37,2.37,2251.5,2370,2488.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,419000,519000,775000,0.000524,0.000654,0.000992,,0.00237,1.67E-05,1.67E-05,0.083942918,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145293,0.015549912,37.98040173,0.001145293
2534,NA,fiber,,fiber,SUB-1-4-01-250-500um_S1_A_26,Basin I/III,SUB-1-4,SUB-1-4-S1,26,gray,,Fiber,1.466,0.781,2.37,2.37,2251.5,2370,2488.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,419000,519000,775000,0.000524,0.000654,0.000992,,0.00237,1.67E-05,1.67E-05,0.083942918,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145293,0.015549912,37.98040173,0.001145293
2535,NA,fiber,,fiber,SUB-4-9-250um_S1_A_58,Lower Harbor,SUB-4-9,SUB-4-9-S1,58,translucent,,Fiber,0.65,0.464,2.376,2.376,2257.2,2376,2494.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,420000,520000,777000,0.000525,0.000656,0.000994,,0.002376,1.67E-05,1.67E-05,0.083836863,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145297,0.015549962,37.98015824,0.001145297
2536,NA,fiber,,fiber,SUB-3-9-250um_S1_A_10,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,10,white,,Fiber,0.69,0.587,2.378,2.378,2259.1,2378,2496.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,420000,521000,777000,0.000525,0.000656,0.000995,,0.002378,1.67E-05,1.67E-05,0.0838016,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145298,0.015549979,37.98007725,0.001145298
2537,NA,fiber,,fiber,SUB-3-9-250um_S1_A_28,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,28,black,,Fiber,1.307,0.546,2.378,2.378,2259.1,2378,2496.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,420000,521000,777000,0.000525,0.000656,0.000995,,0.002378,1.67E-05,1.67E-05,0.0838016,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145298,0.015549979,37.98007725,0.001145298
2538,NA,fiber,,fiber,SUB-4-11-250um_S1_B_54,Lower Harbor,SUB-4-11,SUB-4-11-S1,54,pink,,Fiber,1.791,0.439,2.379,2.379,2260.05,2379,2497.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,420000,521000,778000,0.000526,0.000657,0.000995,,0.002379,1.67E-05,1.67E-05,0.083783985,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145298,0.015549987,37.98003678,0.001145298
2539,NA,fiber,,fiber,SUB-4-9-250um_S1_A_24,Lower Harbor,SUB-4-9,SUB-4-9-S1,24,black,,Fiber,2.001,0.534,2.379,2.379,2260.05,2379,2497.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,420000,521000,778000,0.000526,0.000657,0.000995,,0.002379,1.67E-05,1.67E-05,0.083783985,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145298,0.015549987,37.98003678,0.001145298
2540,NA,fiber,,fiber,SUB-4-1-250um_S1_C_31,Lower Harbor,SUB-4-1,SUB-4-1-S1,31,translucent,,Fiber,1.591,0.747,2.383,2.383,2263.85,2383,2502.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,421000,522000,779000,0.000526,0.000658,0.000997,,0.002383,1.67E-05,1.67E-05,0.083713638,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145301,0.01555002,37.97987514,0.001145301
2541,NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_B_23,Basin II,SUB-2-3,SUB-2-3-S1,23,gray,,Fiber,1.863,0.551,2.384,2.384,2264.8,2384,2503.2,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,421000,522000,779000,0.000527,0.000658,0.000997,,0.002384,1.67E-05,1.67E-05,0.083696079,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145301,0.015550028,37.97983478,0.001145301
2542,NA,fiber,,fiber,SUB-2-2-G_01 (500-1mm)_S1-_B_44,Basin II,SUB-2-2,SUB-2-2-S1,44,black,,Fiber,1.289,0.384,2.386,2.386,2266.7,2386,2505.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,422000,523000,780000,0.000527,0.000659,0.000998,,0.002386,1.67E-05,1.67E-05,0.083660993,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145303,0.015550045,37.97975412,0.001145303
2543,NA,fiber,,fiber,SUB-4-1-250um_S1_H_13,Lower Harbor,SUB-4-1,SUB-4-1-S1,13,translucent,,Fiber,2.104,0.46,2.387,2.387,2267.65,2387,2506.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,422000,523000,780000,0.000527,0.000659,0.000999,,0.002387,1.67E-05,1.67E-05,0.083643467,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145303,0.015550053,37.97971383,0.001145303
2544,NA,fiber,,fiber,SUB-4-7-500um_S2_A_21,Lower Harbor,SUB-4-7,SUB-4-7-S2,21,blue,,Fiber,1.554,0.693,2.387,2.387,2267.65,2387,2506.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,422000,523000,780000,0.000527,0.000659,0.000999,,0.002387,1.67E-05,1.67E-05,0.083643467,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145303,0.015550053,37.97971383,0.001145303
2545,NA,fiber,,fiber,SUB-4-1-250um_S1_A_25,Lower Harbor,SUB-4-1,SUB-4-1-S1,25,translucent,,Fiber,1.288,0.748,2.389,2.389,2269.55,2389,2508.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,422000,523000,781000,0.000528,0.000659,0.000999,,0.002389,1.67E-05,1.67E-05,0.083608448,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145305,0.015550069,37.9796333,0.001145305
2546,NA,fiber,,fiber,SUB-3-9-1000um_S1_A_5,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,5,blue,,Fiber,1.566,0.63,2.392,2.392,2272.4,2392,2511.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,423000,524000,782000,0.000528,0.00066,0.001,,0.002392,1.67E-05,1.67E-05,0.083556001,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145306,0.015550094,37.97951267,0.001145306
2547,NA,fiber,,fiber,SUB-2-1-G_01 (500um-1000um)_S1-_A_29,Basin II,SUB-2-1,SUB-2-1-S1,29,black,,Fiber,1.573,0.709,2.392,2.392,2272.4,2392,2511.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,423000,524000,782000,0.000528,0.00066,0.001,,0.002392,1.67E-05,1.67E-05,0.083556001,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145306,0.015550094,37.97951267,0.001145306
2548,NA,fiber,,fiber,SUB-3-6-1000um_S1_A_7,Middle Newport Bay,SUB-3-6,SUB-3-6-S1,7,black,,Fiber,1.981,0.497,2.393,2.393,2273.35,2393,2512.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,423000,524000,782000,0.000529,0.00066,0.001,,0.002393,1.67E-05,1.67E-05,0.083538541,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145307,0.015550102,37.9794725,0.001145307
2549,NA,fiber,,fiber,SUB-4-7-250um_S2_B_47,Lower Harbor,SUB-4-7,SUB-4-7-S2,47,translucent,,Fiber,1.767,0.382,2.394,2.394,2274.3,2394,2513.7,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,423000,524000,782000,0.000529,0.000661,0.001,,0.002394,1.67E-05,1.67E-05,0.083521092,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145308,0.015550111,37.97943235,0.001145308
2550,NA,fiber,,fiber,SUB-4-9-250um_S2_B_28,Lower Harbor,SUB-4-9,SUB-4-9-S2,28,pink,,Fiber,2.024,0.373,2.395,2.395,2275.25,2395,2514.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,423000,525000,783000,0.000529,0.000661,0.001,,0.002395,1.67E-05,1.67E-05,0.083503653,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145308,0.015550119,37.97939222,0.001145308
2551,NA,fiber,,fiber,SUB-4-7-250um_S1_B_6,Lower Harbor,SUB-4-7,SUB-4-7-S1,6,blue,,Fiber,1.311,0.303,2.395,2.395,2275.25,2395,2514.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,423000,525000,783000,0.000529,0.000661,0.001,,0.002395,1.67E-05,1.67E-05,0.083503653,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145308,0.015550119,37.97939222,0.001145308
2552,NA,fiber,,fiber,SUB-3-3-500um_S1_A_30,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,30,pink,,Fiber,1.753,0.681,2.397,2.397,2277.15,2397,2516.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,424000,525000,783000,0.000529,0.000662,0.001,,0.002397,1.67E-05,1.67E-05,0.083468809,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145309,0.015550135,37.97931203,0.001145309
2553,NA,fiber,,fiber,SUB-4-2-250um_S1_C_7,Lower Harbor,SUB-4-2,SUB-4-2-S1,7,gray,,Fiber,2.305,0.238,2.397,2.397,2277.15,2397,2516.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,424000,525000,783000,0.000529,0.000662,0.001,,0.002397,1.67E-05,1.67E-05,0.083468809,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145309,0.015550135,37.97931203,0.001145309
2554,NA,fiber,,fiber,SUB-1-05_01 (500-1mm)_S1-0_A_31,Basin I/III,SUB-1-5,SUB-1-5-S1,31,black,,Fiber,2.274,0.217,2.4,2.4,2280,2400,2520,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,424000,526000,784000,0.00053,0.000662,0.001,,0.0024,1.67E-05,1.67E-05,0.083416625,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145311,0.01555016,37.9791919,0.001145311
2555,NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_A_21,Basin II,SUB-2-4,SUB-2-4-S1,21,red,,Fiber,1.74,0.641,2.4,2.4,2280,2400,2520,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,424000,526000,784000,0.00053,0.000662,0.001,,0.0024,1.67E-05,1.67E-05,0.083416625,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145311,0.01555016,37.9791919,0.001145311
2556,NA,fiber,,fiber,SUB-3-7-250um_S1_C_82,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,82,gray,,Fiber,1.636,0.394,2.404,2.404,2283.8,2404,2524.2,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,425000,527000,786000,0.000531,0.000663,0.00101,,0.002404,1.67E-05,1.67E-05,0.083347198,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145314,0.015550193,37.97903202,0.001145314
2557,NA,fiber,,fiber,SUB-4-7-250um_S2_A_58,Lower Harbor,SUB-4-7,SUB-4-7-S2,58,blue,,Fiber,2.155,0.355,2.405,2.405,2284.75,2405,2525.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,425000,527000,786000,0.000531,0.000664,0.00101,,0.002405,1.67E-05,1.67E-05,0.083329868,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145314,0.015550201,37.9789921,0.001145314
2558,NA,fiber,,fiber,SUB-3-3-250um_S1_C_62,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,62,blue,,Fiber,1.78,0.631,2.409,2.409,2288.55,2409,2529.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,426000,528000,787000,0.000532,0.000665,0.00101,,0.002409,1.67E-05,1.67E-05,0.083260657,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145317,0.015550233,37.97883263,0.001145317
2559,NA,fiber,,fiber,SUB-4-2-250um_S1_C_30,Lower Harbor,SUB-4-2,SUB-4-2-S1,30,translucent,,Fiber,2.168,0.227,2.417,2.417,2296.15,2417,2537.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,427000,529000,790000,0.000534,0.000667,0.00101,,0.002417,1.67E-05,1.67E-05,0.083122751,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145321,0.015550298,37.97851468,0.001145321
2560,NA,fiber,,fiber,SUB-4-11-250um_S1_B_73,Lower Harbor,SUB-4-11,SUB-4-11-S1,73,pink,,Fiber,1.579,0.75,2.418,2.418,2297.1,2418,2538.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,427000,530000,790000,0.000534,0.000667,0.00101,,0.002418,1.67E-05,1.67E-05,0.083105561,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145322,0.015550307,37.97847503,0.001145322
2561,NA,fiber,,fiber,SUB-3-9-PB_S1_A_8,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,8,translucent,,Fiber,1.975,0.268,2.421,2.421,2299.95,2421,2542.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,428000,530000,791000,0.000535,0.000668,0.00101,,0.002421,1.67E-05,1.67E-05,0.083054055,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145324,0.015550331,37.9783562,0.001145324
2562,NA,fiber,,fiber,SUB-4-10-PB_S2_A_1,Lower Harbor,SUB-4-10,SUB-4-10-S2,1,pink,,Fiber,1.723,0.602,2.423,2.423,2301.85,2423,2544.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,428000,531000,792000,0.000535,0.000669,0.00101,,0.002423,1.67E-05,1.67E-05,0.083019771,1.67E-05,1026,1260,0.228070175,0.190264997,NA,0.001145325,0.015550347,37.97827709,0.001145325
